country_name,iso3,admin1_code,admin1_name,population_year,population,population_source,health_facilities,schools,markets,total_services,people_per_health_facility,people_per_school,people_per_market,total_mapped_services_per_million,service_load_score,osm_completeness_risk_score,access_stress_index,bottleneck,service_query_mode,osm_timestamp,centroid_lat,centroid_lon,approx_area_sq_km
Philippines,PHL,PH-11,Davao Region,2020,5243536,"Philippine Statistics Authority, 2020 Census of Population and Housing",376,2278,89,2743,13946,2302,58916,523.12,19,0,25,heat stress,osm_area_iso3166_2,2026-04-05T22:09:02Z,6.684482,125.825877,18907.06
Philippines,PHL,PH-12,Soccsksargen,2020,4360974,"Philippine Statistics Authority, 2020 Census of Population and Housing",173,2175,70,2418,25208,2005,62300,554.46,29.8,0,32,heat stress,osm_area_iso3166_2,2026-04-23T06:02:45Z,6.603465,124.777392,18068.75
Philippines,PHL,PH-13,Caraga,2020,2804788,"Philippine Statistics Authority, 2020 Census of Population and Housing",149,2087,62,2298,18824,1344,45239,819.31,18.8,0,25,heat stress,osm_area_iso3166_2,2026-04-23T06:02:45Z,9.195203,125.814585,18819.42
Philippines,PHL,PH-14,ARMM,2020,4944800,"Philippine Statistics Authority, 2020 Census of Population and Housing",72,961,38,1071,68678,5145,130126,216.59,74.8,13.4,59,service load,osm_area_iso3166_2,2026-04-23T06:02:45Z,6.375439,121.536017,12869.37
Philippines,PHL,PH-15,CAR,2020,1797660,"Philippine Statistics Authority, 2020 Census of Population and Housing",146,1938,56,2140,12313,928,32101,1190.44,9.8,0,20,heat stress,osm_area_iso3166_2,2026-04-23T06:02:45Z,17.362016,121.045923,18260.91
Philippines,PHL,PH-40,Calabarzon,2020,16195042,"Philippine Statistics Authority, 2020 Census of Population and Housing",1004,4599,307,5910,16131,3521,52753,364.93,24.2,0,28,heat stress,osm_area_iso3166_2,2026-04-23T06:03:45Z,14.189429,121.639943,15908.31
Philippines,PHL,PH-41,Mimaropa,2020,3228558,"Philippine Statistics Authority, 2020 Census of Population and Housing",159,2294,100,2553,20305,1407,32286,790.76,18.5,0,25,heat stress,osm_area_iso3166_2,2026-04-23T06:03:45Z,10.702912,118.488276,26888.6
Bangladesh,BGD,BD-A,Barisal,2020,7764800,WorldPop Global Project population count,126,887,435,1448,61625,8754,17850,186.48,69.9,25.4,59,service load,osm_area_iso3166_2,2026-04-23T06:04:43Z,22.416082,90.432653,9591.23
Bangladesh,BGD,BD-B,Chittagong,2020,30803202,WorldPop Global Project population count,467,1371,768,2606,65960,22468,40108,84.6,83.7,66.2,71,service load,osm_area_iso3166_2,2026-04-11T23:06:11Z,22.432932,91.633983,30567.93
Bangladesh,BGD,BD-C,Dhaka,2020,45718238,WorldPop Global Project population count,1306,2591,985,4882,35006,17645,46414,106.78,69.7,57.3,62,service load,osm_area_iso3166_2,2026-04-23T06:05:41Z,23.812968,90.256068,20963.44
Bangladesh,BGD,BD-D,Khulna,2020,16525524,WorldPop Global Project population count,376,1101,298,1775,43951,15010,55455,107.41,79.9,57,68,service load,osm_area_iso3166_2,2026-04-23T06:06:42Z,22.90554,89.268974,21551.14
Bangladesh,BGD,BD-E,Rajshani,2020,20812822,WorldPop Global Project population count,362,765,451,1578,57494,27206,46148,75.82,84.6,69.7,72,service load,osm_area_iso3166_2,2026-04-06T00:26:00Z,24.515779,88.919498,18551.25
Bangladesh,BGD,BD-F,Rangpur,2020,17931871,WorldPop Global Project population count,327,800,362,1489,54838,22415,49536,83.04,85.1,66.8,72,service load,osm_area_iso3166_2,2026-04-11T23:06:11Z,25.824917,88.980028,16571.72
Bangladesh,BGD,BD-G,Sylhet,2020,11985738,WorldPop Global Project population count,127,521,158,806,94376,23005,75859,67.25,89,73.1,75,service load,osm_area_iso3166_2,2026-04-06T00:26:00Z,24.604098,91.728333,12262.19
Bangladesh,BGD,BD-H,Mymensingh,2020,11876674,WorldPop Global Project population count,207,642,277,1126,57375,18499,42876,94.81,84.1,62.1,71,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,24.836244,90.460411,10465.03
Pakistan,PAK,PK-BA,Balochistan,2020,9136309,WorldPop Global Project population count,61,49,33,143,149776,186455,276858,15.65,100,93.7,95,service load,osm_area_iso3166_2,2026-04-23T06:24:25Z,28.460044,65.565304,353714.89
Pakistan,PAK,PK-GB,Gilgit-Baltistan,2020,1125686,WorldPop Global Project population count,170,917,38,1125,6622,1228,29623,999.39,3.9,0,30,rainfall change,osm_area_iso3166_2,2026-04-23T06:24:25Z,35.787927,75.177535,69037.5
Pakistan,PAK,PK-IS,Islamabad Capital Territory,2020,3015095,WorldPop Global Project population count,99,275,41,415,30456,10964,73539,137.64,65.8,44.9,70,rainfall change,osm_area_iso3166_2,2026-04-06T00:26:00Z,33.651032,73.038476,893.55
Pakistan,PAK,PK-JK,Azad Kashmir,2020,3885041,WorldPop Global Project population count,31,41,3,75,125324,94757,1295014,19.3,100,92.3,95,service load,osm_area_iso3166_2,2026-04-23T06:25:26Z,33.942931,74.442621,12380.77
Pakistan,PAK,PK-KP,Khyber Pakhtunkhwa,2020,37450031,WorldPop Global Project population count,290,728,153,1171,129138,51442,244771,31.27,100,87.5,94,service load,osm_area_iso3166_2,2026-04-23T06:25:26Z,33.963945,71.680942,101585.29
Pakistan,PAK,PK-PB,Punjab,2020,125831363,WorldPop Global Project population count,1103,1472,242,2817,114081,85483,519964,22.39,100,91,95,service load,osm_area_iso3166_2,2026-04-12T08:38:02Z,30.885558,72.368314,200807.72
Pakistan,PAK,PK-SD,Sindh,2020,49558714,WorldPop Global Project population count,1950,1546,376,3872,25415,32056,131805,78.13,72.7,68.7,77,rainfall change,osm_area_iso3166_2,2026-04-23T06:27:30Z,26.100952,68.889958,138175.1
Nepal,NPL,NP-P1,Province 1,2020,8343981,WorldPop Global Project population count,277,1671,25,1973,30123,4993,333759,236.46,57.4,5.4,49,heat stress,osm_area_iso3166_2,2026-04-12T08:38:02Z,27.230449,87.17868,26116.73
Nepal,NPL,NP-P2,Province 2,2020,8094360,WorldPop Global Project population count,910,3719,19,4648,8895,2176,426019,574.23,27.1,0,31,heat stress,osm_area_iso3166_2,2026-04-23T06:28:30Z,26.942839,85.749241,9609.45
Nepal,NPL,NP-P3,Bagmati,2020,10771729,WorldPop Global Project population count,1107,7119,90,8316,9731,1513,119686,772.02,21.3,0,27,heat stress,osm_area_iso3166_2,2026-04-06T00:26:00Z,27.652714,85.245768,20337.98
Nepal,NPL,NP-P4,Gandaki,2020,2334633,WorldPop Global Project population count,495,2437,19,2951,4716,958,122875,1264.01,16,0,24,heat stress,osm_area_iso3166_2,2026-04-23T06:29:33Z,28.384591,84.037504,22029.78
Nepal,NPL,NP-P5,Lumbini,2020,5273207,WorldPop Global Project population count,1042,5805,92,6939,5061,908,57317,1315.9,6.3,0,19,heat stress,osm_area_iso3166_2,2026-04-23T06:30:36Z,28.099727,82.543982,19276.46
Nepal,NPL,NP-P6,Karnali,2020,1495319,WorldPop Global Project population count,432,2233,78,2743,3461,670,19171,1834.39,0.6,0,15,heat stress,osm_area_iso3166_2,2026-04-23T06:30:36Z,29.299193,82.330743,30751.32
Nepal,NPL,NP-P7,Sudurpaschim,2020,4582478,WorldPop Global Project population count,376,2666,34,3076,12187,1719,134779,671.25,26.6,0,30,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,29.320617,80.933403,19768.78
Sri Lanka,LKA,LK-1,Western Province,2020,6174081,WorldPop Global Project population count,393,1128,76,1597,15710,5473,81238,258.66,34.4,0,35,rainfall change,osm_area_iso3166_2,2026-04-21T17:01:53Z,6.827696,80.099086,3729.14
Sri Lanka,LKA,LK-2,Central Province,2020,2693768,WorldPop Global Project population count,166,464,20,650,16228,5806,134688,241.3,43.9,3.5,41,rainfall change,osm_area_iso3166_2,2026-04-21T17:01:53Z,7.381785,80.719337,5751.5
Sri Lanka,LKA,LK-3,Southern Province,2020,2586818,WorldPop Global Project population count,131,450,67,648,19747,5748,38609,250.5,33,0,34,rainfall change,osm_area_iso3166_2,2026-04-23T06:33:43Z,6.249529,80.847725,5567.85
Sri Lanka,LKA,LK-4,Northern Province,2020,989720,WorldPop Global Project population count,193,1161,27,1381,5128,852,36656,1395.34,3.3,0,17,rainfall change,osm_area_iso3166_2,2026-04-06T00:26:00Z,9.178869,80.307668,9029.21
Sri Lanka,LKA,LK-5,Eastern Province,2020,1641191,WorldPop Global Project population count,218,661,51,930,7528,2483,32180,566.66,9.2,0,21,rainfall change,osm_area_iso3166_2,2026-04-23T06:35:49Z,7.751406,81.316001,9844.25
Sri Lanka,LKA,LK-6,North Western Province,2020,2537460,WorldPop Global Project population count,88,284,45,417,28835,8935,56388,164.34,55,34.3,51,service load,osm_area_iso3166_2,2026-04-12T10:20:36Z,7.912777,80.135328,8089.08
Sri Lanka,LKA,LK-7,North Central Province,2020,1393376,WorldPop Global Project population count,45,191,13,249,30964,7295,107183,178.7,59.4,28.5,53,service load,osm_area_iso3166_2,2026-04-12T10:20:36Z,8.28359,80.646181,10689.42
Sri Lanka,LKA,LK-8,Uva Province,2020,1340074,WorldPop Global Project population count,70,299,15,384,19144,4482,89338,286.55,35.8,0,36,rainfall change,osm_area_iso3166_2,2026-04-21T17:01:53Z,6.960717,81.206547,8669.14
Sri Lanka,LKA,LK-9,Sabaragamuwa Province,2020,2035581,WorldPop Global Project population count,63,392,21,476,32311,5193,96932,233.84,52.4,6.5,46,service load,osm_area_iso3166_2,2026-04-23T06:37:56Z,6.81224,80.549294,4978
Cambodia,KHM,KH-1,Bantey Meanchey,2020,968391,WorldPop Global Project population count,24,113,4,141,40350,8570,242098,145.6,79.2,41.8,64,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,13.804082,102.888278,6169.46
Cambodia,KHM,KH-10,Kratie,2020,457402,WorldPop Global Project population count,13,45,5,63,35185,10164,91480,137.73,70.6,44.9,60,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,12.678375,106.194599,12038.75
Cambodia,KHM,KH-11,Mondulkiri,2020,158522,WorldPop Global Project population count,8,21,5,34,19815,7549,31704,214.48,37.9,14.2,37,heat stress,osm_area_iso3166_2,2026-04-12T13:51:34Z,12.739739,106.97095,13713.81
Cambodia,KHM,KH-12,Phnom Penh,2020,2585050,WorldPop Global Project population count,227,416,113,756,11388,6214,22877,292.45,23.8,0,28,heat stress,osm_area_iso3166_2,2026-04-23T06:57:21Z,11.574361,104.876758,683.32
Cambodia,KHM,KH-13,Preah Vihear,2020,399443,WorldPop Global Project population count,8,47,5,60,49930,8499,79889,150.21,78.2,39.9,63,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,13.746323,105.128624,14084.23
Cambodia,KHM,KH-14,Prey Veng,2020,955591,WorldPop Global Project population count,8,79,4,91,119449,12096,238898,95.23,100,61.9,78,service load,osm_area_iso3166_2,2026-04-23T06:58:21Z,11.365577,105.456551,4784.5
Cambodia,KHM,KH-15,Pursat,2020,453836,WorldPop Global Project population count,5,70,10,85,90767,6483,45384,187.29,66.6,25.1,55,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,12.466603,103.548055,12596.75
Cambodia,KHM,KH-16,Ratanakiri Province,2020,277726,WorldPop Global Project population count,7,23,2,32,39675,12075,138863,115.22,88,53.9,71,service load,osm_area_iso3166_2,2026-04-23T07:00:24Z,13.931202,107.078934,11815.53
Cambodia,KHM,KH-17,Siem Reap,2020,1337231,WorldPop Global Project population count,53,285,34,372,25231,4692,39330,278.19,35.2,0,34,heat stress,osm_area_iso3166_2,2026-04-23T07:01:34Z,13.371954,104.036214,11406.55
Cambodia,KHM,KH-18,Preah Sihanouk,2020,305920,WorldPop Global Project population count,18,41,9,68,16996,7461,33991,222.28,35.1,11.1,36,heat stress,osm_area_iso3166_2,2026-04-12T15:21:00Z,10.674806,103.478699,2644.9
Cambodia,KHM,KH-19,Stung Treng,2020,172250,WorldPop Global Project population count,2,12,2,16,86125,14354,86125,92.89,90.5,62.8,73,service load,osm_area_iso3166_2,2026-04-23T07:02:35Z,13.85304,106.154292,12060.78
Cambodia,KHM,KH-2,Battambang,2020,1971075,WorldPop Global Project population count,48,99,13,160,41064,19910,151621,81.17,91.1,67.5,74,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,12.92533,103.109873,12185.23
Cambodia,KHM,KH-20,Svay Rieng,2020,502367,WorldPop Global Project population count,5,45,2,52,100473,11164,251184,103.51,97.3,58.6,76,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,11.194217,105.892874,2882.97
Cambodia,KHM,KH-21,Takeo,2020,938117,WorldPop Global Project population count,18,191,17,226,52118,4912,55183,240.91,63,3.6,51,service load,osm_area_iso3166_2,2026-04-23T07:04:45Z,10.935318,104.754287,3507.31
Cambodia,KHM,KH-22,Oddar Meanchey,2020,1277653,WorldPop Global Project population count,4,99,4,107,319413,12906,319413,83.75,100,66.5,79,service load,osm_area_iso3166_2,2026-04-23T07:04:45Z,14.158725,103.770217,6659.17
Cambodia,KHM,KH-23,Kep,2020,46111,WorldPop Global Project population count,4,11,5,20,11528,4192,9222,433.74,16.2,0,24,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,10.510126,104.345457,152.22
Cambodia,KHM,KH-24,Pailin,2020,412952,WorldPop Global Project population count,4,1,1,6,103238,412952,412952,14.53,100,94.2,82,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,12.890262,102.619368,1080.04
Cambodia,KHM,KH-25,Tbong Khmum,2020,985395,WorldPop Global Project population count,7,107,8,122,140771,9209,123174,123.81,87,50.5,70,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,11.950033,105.937563,4955
Cambodia,KHM,KH-3,Kampong Cham,2020,950580,WorldPop Global Project population count,28,159,20,207,33949,5978,47529,217.76,49.3,12.9,44,heat stress,osm_area_iso3166_2,2026-04-23T07:07:45Z,12.117878,105.297875,4563.87
Cambodia,KHM,KH-4,Kampong Chhnang,2020,551823,WorldPop Global Project population count,2,38,6,46,275912,14522,91971,83.36,91.4,66.7,74,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,12.170924,104.536607,5454.05
Cambodia,KHM,KH-5,Kampong Speu,2020,902838,WorldPop Global Project population count,5,85,7,97,180568,10622,128977,107.44,92.4,57,73,service load,osm_area_iso3166_2,2026-04-23T07:07:45Z,11.577426,104.282901,7001.27
Cambodia,KHM,KH-6,Kampong Thom,2020,754382,WorldPop Global Project population count,12,59,6,77,62865,12786,125730,102.07,96.4,59.2,76,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,12.819123,104.954022,12885.46
Cambodia,KHM,KH-7,Kampot,2020,783299,WorldPop Global Project population count,19,61,8,88,41226,12841,97912,112.35,83.5,55.1,68,service load,osm_area_iso3166_2,2026-04-23T07:08:50Z,10.788485,104.321458,4742.05
Cambodia,KHM,KH-8,Kandal,2020,1366009,WorldPop Global Project population count,30,331,17,378,45534,4127,80353,276.72,59.7,0,49,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,11.395237,104.97691,3268.05
Cambodia,KHM,KH-9,Koh Kong,2020,126436,WorldPop Global Project population count,1,12,2,15,126436,10536,63218,118.64,82.4,52.5,67,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,11.466291,103.420294,11064.77
Lao People's Democratic Republic,LAO,LA-AT,Attapeu,2020,169987,WorldPop Global Project population count,41,4,3,48,4146,42497,56662,282.37,41.2,0,39,heat stress,osm_area_iso3166_2,2026-04-12T16:08:00Z,14.790461,106.88047,9559.15
Lao People's Democratic Republic,LAO,LA-BK,Bokeo,2020,206032,WorldPop Global Project population count,50,6,11,67,4121,34339,18730,325.19,35.6,0,36,heat stress,osm_area_iso3166_2,2026-04-12T16:08:00Z,20.307054,100.669806,6963.04
Lao People's Democratic Republic,LAO,LA-BL,Bolikhamsai,2020,403605,WorldPop Global Project population count,9,10,6,25,44845,40361,67268,61.94,82.6,75.2,71,service load,osm_area_iso3166_2,2026-04-12T16:08:00Z,18.49547,104.034407,15623.59
Lao People's Democratic Republic,LAO,LA-CH,Champasak,2020,822516,WorldPop Global Project population count,49,67,14,130,16786,12276,58751,158.05,53.3,36.8,50,heat stress,osm_area_iso3166_2,2026-04-23T07:16:01Z,14.689905,106.016847,14987.64
Lao People's Democratic Republic,LAO,LA-HO,Houaphan,2020,327122,WorldPop Global Project population count,22,9,6,37,14869,36347,54520,113.11,50.7,54.8,50,heat stress,osm_area_iso3166_2,2026-04-23T07:16:01Z,20.293383,104.050639,17401.88
Lao People's Democratic Republic,LAO,LA-KH,Khammouane,2020,461888,WorldPop Global Project population count,25,16,15,56,18476,28868,30793,121.24,50.8,51.5,50,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,17.583594,105.348272,16787.56
Lao People's Democratic Republic,LAO,LA-LM,Luang Namtha,2020,208382,WorldPop Global Project population count,51,17,9,77,4086,12258,23154,369.51,36.2,0,36,heat stress,osm_area_iso3166_2,2026-04-23T07:17:05Z,20.933007,101.142819,9596.38
Lao People's Democratic Republic,LAO,LA-LP,Luang Prabang,2020,492282,WorldPop Global Project population count,105,46,23,174,4688,10702,21404,353.46,31.7,0,34,heat stress,osm_area_iso3166_2,2026-04-23T07:18:05Z,20.088799,102.561427,20050.07
Lao People's Democratic Republic,LAO,LA-OU,Oudomxay,2020,376139,WorldPop Global Project population count,65,44,8,117,5787,8549,47017,311.06,29.3,0,33,heat stress,osm_area_iso3166_2,2026-04-23T07:18:05Z,20.518604,101.542287,11793.42
Lao People's Democratic Republic,LAO,LA-PH,Phongsaly,2020,194483,WorldPop Global Project population count,42,4,6,52,4631,48621,32414,267.38,37.6,0,37,heat stress,osm_area_iso3166_2,2026-04-12T17:34:00Z,21.673035,102.265359,15481.67
Lao People's Democratic Republic,LAO,LA-SL,Salavan,2020,465899,WorldPop Global Project population count,31,17,5,53,15029,27406,93180,113.76,56.6,54.5,54,heat stress,osm_area_iso3166_2,2026-04-23T07:19:05Z,15.913544,106.249625,10175.23
Lao People's Democratic Republic,LAO,LA-SV,Savannakhet,2020,1029929,WorldPop Global Project population count,33,44,12,89,31210,23407,85827,86.41,71.7,65.4,64,service load,osm_area_iso3166_2,2026-04-23T07:19:05Z,16.500105,105.7662,21440.47
Lao People's Democratic Republic,LAO,LA-VI,Vientiane,2020,433854,WorldPop Global Project population count,39,68,20,127,11124,6380,21693,292.73,23.9,0,29,heat stress,osm_area_iso3166_2,2026-04-23T07:20:09Z,18.613552,102.142439,12760.63
Lao People's Democratic Republic,LAO,LA-VT,Vientiane Capital,2020,1034975,WorldPop Global Project population count,106,274,40,420,9764,3777,25874,405.81,14.7,0,24,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,18.120277,102.557174,3572.78
Lao People's Democratic Republic,LAO,LA-XA,Xaignabouli,2020,405489,WorldPop Global Project population count,62,12,9,83,6540,33791,45054,204.69,41,18.1,41,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,18.701159,101.150316,15523.2
Lao People's Democratic Republic,LAO,LA-XE,Xekong,2020,144237,WorldPop Global Project population count,18,6,2,26,8013,24040,72119,180.26,46.5,27.9,45,heat stress,osm_area_iso3166_2,2026-04-23T07:21:15Z,15.608942,106.96759,8300.2
Lao People's Democratic Republic,LAO,LA-XI,Xiangkhouang,2020,287442,WorldPop Global Project population count,14,22,9,45,20532,13066,31938,156.55,53,37.4,50,heat stress,osm_area_iso3166_2,2026-04-06T04:52:45Z,19.417678,103.465794,12761.41
Lao People's Democratic Republic,LAO,LA-XN,Xaisomboun,2020,93569,WorldPop Global Project population count,16,6,3,25,5848,15595,31190,267.18,38.2,0,38,heat stress,bbox_fallback,2026-04-06T04:52:45Z,18.883392,103.220958,7691.75
Timor-Leste,TLS,TL-AL,Aileu,2020,69415,WorldPop Global Project population count,30,76,7,113,2314,913,9916,1627.89,0,0,12,heat stress,osm_area_iso3166_2,2026-04-23T07:23:15Z,-8.713033,125.619976,661.9
Timor-Leste,TLS,TL-AN,Ainaro,2020,86062,WorldPop Global Project population count,9,17,1,27,9562,5062,86062,313.73,27.6,0,28,heat stress,osm_area_iso3166_2,2026-04-23T07:23:15Z,-9.026165,125.51624,1147.54
Timor-Leste,TLS,TL-BA,Baucau,2020,136325,WorldPop Global Project population count,32,110,29,171,4260,1239,4701,1254.36,0.1,0,12,heat stress,osm_area_iso3166_2,2026-04-23T07:24:13Z,-8.55146,126.491302,1552.79
Timor-Leste,TLS,TL-BO,Bobonaro,2020,105390,WorldPop Global Project population count,27,101,7,135,3903,1043,15056,1280.96,0,0,12,heat stress,osm_area_iso3166_2,2026-04-23T07:24:13Z,-8.974465,125.184561,1352.91
Timor-Leste,TLS,TL-CO,Cova Lima,2020,53505,WorldPop Global Project population count,11,30,15,56,4864,1784,3567,1046.63,1.9,0,13,heat stress,osm_area_iso3166_2,2026-04-23T07:24:13Z,-9.315943,125.170684,810.55
Timor-Leste,TLS,TL-DI,Dili,2020,314739,WorldPop Global Project population count,32,102,14,148,9836,3086,22481,470.23,12.1,0,19,heat stress,osm_area_iso3166_2,2026-04-23T07:25:15Z,-8.371305,125.677107,346.99
Timor-Leste,TLS,TL-ER,Ermera,2020,152785,WorldPop Global Project population count,16,26,2,44,9549,5876,76393,287.99,28.8,0,29,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,-8.803833,125.355114,800.99
Timor-Leste,TLS,TL-LA,Lautém,2020,66922,WorldPop Global Project population count,15,39,3,57,4461,1716,22307,851.74,2.8,0,14,heat stress,osm_area_iso3166_2,2026-04-06T04:52:45Z,-8.540955,127.028644,1775.69
Timor-Leste,TLS,TL-LI,Liquiçá,2020,142577,WorldPop Global Project population count,14,18,0,32,10184,7921,142577,224.44,45.9,10.2,40,heat stress,osm_area_iso3166_2,2026-04-06T04:52:45Z,-8.645595,125.313661,523.19
Timor-Leste,TLS,TL-MF,Manufahi,2020,59266,WorldPop Global Project population count,20,22,1,43,2963,2694,59266,725.54,11.4,0,19,heat stress,osm_area_iso3166_2,2026-04-23T07:26:16Z,-8.99798,125.807293,1380.53
Timor-Leste,TLS,TL-MT,Manatuto,2020,61114,WorldPop Global Project population count,22,40,17,79,2778,1528,3595,1292.67,1.1,0,13,heat stress,osm_area_iso3166_2,2026-04-23T07:27:21Z,-8.761434,125.967458,1962.41
Timor-Leste,TLS,TL-OE,Oecusse,2020,77069,WorldPop Global Project population count,14,44,3,61,5505,1752,25690,791.5,3.9,0,15,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,-9.335612,124.262195,816.71
Timor-Leste,TLS,TL-VI,Viqueque,2020,81492,WorldPop Global Project population count,17,9,0,26,4794,9055,81492,319.05,35.3,0,33,heat stress,osm_area_iso3166_2,2026-04-12T18:55:49Z,-8.823944,126.393486,1820.27
