country_name,iso3,admin1_code,admin1_name,population_year,population,population_source,health_facilities,schools,markets,total_services,people_per_health_facility,people_per_school,people_per_market,total_mapped_services_per_million,service_load_score,osm_completeness_risk_score,access_stress_index,bottleneck,service_query_mode,osm_timestamp,centroid_lat,centroid_lon,approx_area_sq_km
Philippines,PHL,PH-11,Davao Region,2020,5243536,"Philippine Statistics Authority, 2020 Census of Population and Housing",376,2278,89,2743,13946,2302,58916,523.12,19,0,25,heat stress,osm_area_iso3166_2,2026-04-05T22:09:02Z,6.684482,125.825877,18907.06
Philippines,PHL,PH-12,Soccsksargen,2020,4360974,"Philippine Statistics Authority, 2020 Census of Population and Housing",173,2175,70,2418,25208,2005,62300,554.46,29.8,0,32,heat stress,osm_area_iso3166_2,2026-04-23T06:02:45Z,6.603465,124.777392,18068.75
Philippines,PHL,PH-13,Caraga,2020,2804788,"Philippine Statistics Authority, 2020 Census of Population and Housing",149,2087,62,2298,18824,1344,45239,819.31,18.8,0,25,heat stress,osm_area_iso3166_2,2026-04-23T06:02:45Z,9.195203,125.814585,18819.42
Philippines,PHL,PH-14,ARMM,2020,4944800,"Philippine Statistics Authority, 2020 Census of Population and Housing",72,961,38,1071,68678,5145,130126,216.59,74.8,13.4,59,service load,osm_area_iso3166_2,2026-04-23T06:02:45Z,6.375439,121.536017,12869.37
Philippines,PHL,PH-15,CAR,2020,1797660,"Philippine Statistics Authority, 2020 Census of Population and Housing",146,1938,56,2140,12313,928,32101,1190.44,9.8,0,20,heat stress,osm_area_iso3166_2,2026-04-23T06:02:45Z,17.362016,121.045923,18260.91
Philippines,PHL,PH-40,Calabarzon,2020,16195042,"Philippine Statistics Authority, 2020 Census of Population and Housing",1004,4599,307,5910,16131,3521,52753,364.93,24.2,0,28,heat stress,osm_area_iso3166_2,2026-04-23T06:03:45Z,14.189429,121.639943,15908.31
Philippines,PHL,PH-41,Mimaropa,2020,3228558,"Philippine Statistics Authority, 2020 Census of Population and Housing",159,2294,100,2553,20305,1407,32286,790.76,18.5,0,25,heat stress,osm_area_iso3166_2,2026-04-23T06:03:45Z,10.702912,118.488276,26888.6
Bangladesh,BGD,BD-A,Barisal,2020,7764800,WorldPop Global Project population count,126,887,435,1448,61625,8754,17850,186.48,69.9,25.4,59,service load,osm_area_iso3166_2,2026-04-23T06:04:43Z,22.416082,90.432653,9591.23
Bangladesh,BGD,BD-B,Chittagong,2020,30803202,WorldPop Global Project population count,467,1371,768,2606,65960,22468,40108,84.6,83.7,66.2,71,service load,osm_area_iso3166_2,2026-04-11T23:06:11Z,22.432932,91.633983,30567.93
Bangladesh,BGD,BD-C,Dhaka,2020,45718238,WorldPop Global Project population count,1306,2591,985,4882,35006,17645,46414,106.78,69.7,57.3,62,service load,osm_area_iso3166_2,2026-04-23T06:05:41Z,23.812968,90.256068,20963.44
Bangladesh,BGD,BD-D,Khulna,2020,16525524,WorldPop Global Project population count,376,1101,298,1775,43951,15010,55455,107.41,79.9,57,68,service load,osm_area_iso3166_2,2026-04-23T06:06:42Z,22.90554,89.268974,21551.14
Bangladesh,BGD,BD-E,Rajshani,2020,20812822,WorldPop Global Project population count,362,765,451,1578,57494,27206,46148,75.82,84.6,69.7,72,service load,osm_area_iso3166_2,2026-04-06T00:26:00Z,24.515779,88.919498,18551.25
Bangladesh,BGD,BD-F,Rangpur,2020,17931871,WorldPop Global Project population count,327,800,362,1489,54838,22415,49536,83.04,85.1,66.8,72,service load,osm_area_iso3166_2,2026-04-11T23:06:11Z,25.824917,88.980028,16571.72
Bangladesh,BGD,BD-G,Sylhet,2020,11985738,WorldPop Global Project population count,127,521,158,806,94376,23005,75859,67.25,89,73.1,75,service load,osm_area_iso3166_2,2026-04-06T00:26:00Z,24.604098,91.728333,12262.19
Bangladesh,BGD,BD-H,Mymensingh,2020,11876674,WorldPop Global Project population count,207,642,277,1126,57375,18499,42876,94.81,84.1,62.1,71,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,24.836244,90.460411,10465.03
