country_name,iso3,admin1_code,admin1_name,population_year,population,population_source,health_facilities,schools,markets,total_services,people_per_health_facility,people_per_school,people_per_market,total_mapped_services_per_million,service_load_score,osm_completeness_risk_score,access_stress_index,bottleneck,service_query_mode,osm_timestamp,centroid_lat,centroid_lon,approx_area_sq_km
Cambodia,KHM,KH-19,Stung Treng,2020,172250,WorldPop Global Project population count,2,12,2,16,86125,14354,86125,92.89,90.5,62.8,73,service load,osm_area_iso3166_2,2026-04-23T07:02:35Z,13.85304,106.154292,12060.78
Cambodia,KHM,KH-2,Battambang,2020,1971075,WorldPop Global Project population count,48,99,13,160,41064,19910,151621,81.17,91.1,67.5,74,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,12.92533,103.109873,12185.23
Cambodia,KHM,KH-20,Svay Rieng,2020,502367,WorldPop Global Project population count,5,45,2,52,100473,11164,251184,103.51,97.3,58.6,76,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,11.194217,105.892874,2882.97
Cambodia,KHM,KH-21,Takeo,2020,938117,WorldPop Global Project population count,18,191,17,226,52118,4912,55183,240.91,63,3.6,51,service load,osm_area_iso3166_2,2026-04-23T07:04:45Z,10.935318,104.754287,3507.31
Cambodia,KHM,KH-22,Oddar Meanchey,2020,1277653,WorldPop Global Project population count,4,99,4,107,319413,12906,319413,83.75,100,66.5,79,service load,osm_area_iso3166_2,2026-04-23T07:04:45Z,14.158725,103.770217,6659.17
Cambodia,KHM,KH-23,Kep,2020,46111,WorldPop Global Project population count,4,11,5,20,11528,4192,9222,433.74,16.2,0,24,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,10.510126,104.345457,152.22
Cambodia,KHM,KH-24,Pailin,2020,412952,WorldPop Global Project population count,4,1,1,6,103238,412952,412952,14.53,100,94.2,82,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,12.890262,102.619368,1080.04
Cambodia,KHM,KH-25,Tbong Khmum,2020,985395,WorldPop Global Project population count,7,107,8,122,140771,9209,123174,123.81,87,50.5,70,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,11.950033,105.937563,4955
Cambodia,KHM,KH-3,Kampong Cham,2020,950580,WorldPop Global Project population count,28,159,20,207,33949,5978,47529,217.76,49.3,12.9,44,heat stress,osm_area_iso3166_2,2026-04-23T07:07:45Z,12.117878,105.297875,4563.87
Cambodia,KHM,KH-4,Kampong Chhnang,2020,551823,WorldPop Global Project population count,2,38,6,46,275912,14522,91971,83.36,91.4,66.7,74,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,12.170924,104.536607,5454.05
Cambodia,KHM,KH-5,Kampong Speu,2020,902838,WorldPop Global Project population count,5,85,7,97,180568,10622,128977,107.44,92.4,57,73,service load,osm_area_iso3166_2,2026-04-23T07:07:45Z,11.577426,104.282901,7001.27
Cambodia,KHM,KH-6,Kampong Thom,2020,754382,WorldPop Global Project population count,12,59,6,77,62865,12786,125730,102.07,96.4,59.2,76,service load,osm_area_iso3166_2,2026-04-06T02:42:41Z,12.819123,104.954022,12885.46
Cambodia,KHM,KH-7,Kampot,2020,783299,WorldPop Global Project population count,19,61,8,88,41226,12841,97912,112.35,83.5,55.1,68,service load,osm_area_iso3166_2,2026-04-23T07:08:50Z,10.788485,104.321458,4742.05
Cambodia,KHM,KH-8,Kandal,2020,1366009,WorldPop Global Project population count,30,331,17,378,45534,4127,80353,276.72,59.7,0,49,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,11.395237,104.97691,3268.05
Cambodia,KHM,KH-9,Koh Kong,2020,126436,WorldPop Global Project population count,1,12,2,15,126436,10536,63218,118.64,82.4,52.5,67,service load,osm_area_iso3166_2,2026-04-21T17:01:53Z,11.466291,103.420294,11064.77
Lao People's Democratic Republic,LAO,LA-AT,Attapeu,2020,169987,WorldPop Global Project population count,41,4,3,48,4146,42497,56662,282.37,41.2,0,39,heat stress,osm_area_iso3166_2,2026-04-12T16:08:00Z,14.790461,106.88047,9559.15
Lao People's Democratic Republic,LAO,LA-BK,Bokeo,2020,206032,WorldPop Global Project population count,50,6,11,67,4121,34339,18730,325.19,35.6,0,36,heat stress,osm_area_iso3166_2,2026-04-12T16:08:00Z,20.307054,100.669806,6963.04
Lao People's Democratic Republic,LAO,LA-BL,Bolikhamsai,2020,403605,WorldPop Global Project population count,9,10,6,25,44845,40361,67268,61.94,82.6,75.2,71,service load,osm_area_iso3166_2,2026-04-12T16:08:00Z,18.49547,104.034407,15623.59
Lao People's Democratic Republic,LAO,LA-CH,Champasak,2020,822516,WorldPop Global Project population count,49,67,14,130,16786,12276,58751,158.05,53.3,36.8,50,heat stress,osm_area_iso3166_2,2026-04-23T07:16:01Z,14.689905,106.016847,14987.64
Lao People's Democratic Republic,LAO,LA-HO,Houaphan,2020,327122,WorldPop Global Project population count,22,9,6,37,14869,36347,54520,113.11,50.7,54.8,50,heat stress,osm_area_iso3166_2,2026-04-23T07:16:01Z,20.293383,104.050639,17401.88
Lao People's Democratic Republic,LAO,LA-KH,Khammouane,2020,461888,WorldPop Global Project population count,25,16,15,56,18476,28868,30793,121.24,50.8,51.5,50,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,17.583594,105.348272,16787.56
Lao People's Democratic Republic,LAO,LA-LM,Luang Namtha,2020,208382,WorldPop Global Project population count,51,17,9,77,4086,12258,23154,369.51,36.2,0,36,heat stress,osm_area_iso3166_2,2026-04-23T07:17:05Z,20.933007,101.142819,9596.38
Lao People's Democratic Republic,LAO,LA-LP,Luang Prabang,2020,492282,WorldPop Global Project population count,105,46,23,174,4688,10702,21404,353.46,31.7,0,34,heat stress,osm_area_iso3166_2,2026-04-23T07:18:05Z,20.088799,102.561427,20050.07
Lao People's Democratic Republic,LAO,LA-OU,Oudomxay,2020,376139,WorldPop Global Project population count,65,44,8,117,5787,8549,47017,311.06,29.3,0,33,heat stress,osm_area_iso3166_2,2026-04-23T07:18:05Z,20.518604,101.542287,11793.42
Lao People's Democratic Republic,LAO,LA-PH,Phongsaly,2020,194483,WorldPop Global Project population count,42,4,6,52,4631,48621,32414,267.38,37.6,0,37,heat stress,osm_area_iso3166_2,2026-04-12T17:34:00Z,21.673035,102.265359,15481.67
Lao People's Democratic Republic,LAO,LA-SL,Salavan,2020,465899,WorldPop Global Project population count,31,17,5,53,15029,27406,93180,113.76,56.6,54.5,54,heat stress,osm_area_iso3166_2,2026-04-23T07:19:05Z,15.913544,106.249625,10175.23
Lao People's Democratic Republic,LAO,LA-SV,Savannakhet,2020,1029929,WorldPop Global Project population count,33,44,12,89,31210,23407,85827,86.41,71.7,65.4,64,service load,osm_area_iso3166_2,2026-04-23T07:19:05Z,16.500105,105.7662,21440.47
Lao People's Democratic Republic,LAO,LA-VI,Vientiane,2020,433854,WorldPop Global Project population count,39,68,20,127,11124,6380,21693,292.73,23.9,0,29,heat stress,osm_area_iso3166_2,2026-04-23T07:20:09Z,18.613552,102.142439,12760.63
Lao People's Democratic Republic,LAO,LA-VT,Vientiane Capital,2020,1034975,WorldPop Global Project population count,106,274,40,420,9764,3777,25874,405.81,14.7,0,24,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,18.120277,102.557174,3572.78
Lao People's Democratic Republic,LAO,LA-XA,Xaignabouli,2020,405489,WorldPop Global Project population count,62,12,9,83,6540,33791,45054,204.69,41,18.1,41,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,18.701159,101.150316,15523.2
Lao People's Democratic Republic,LAO,LA-XE,Xekong,2020,144237,WorldPop Global Project population count,18,6,2,26,8013,24040,72119,180.26,46.5,27.9,45,heat stress,osm_area_iso3166_2,2026-04-23T07:21:15Z,15.608942,106.96759,8300.2
Lao People's Democratic Republic,LAO,LA-XI,Xiangkhouang,2020,287442,WorldPop Global Project population count,14,22,9,45,20532,13066,31938,156.55,53,37.4,50,heat stress,osm_area_iso3166_2,2026-04-06T04:52:45Z,19.417678,103.465794,12761.41
Lao People's Democratic Republic,LAO,LA-XN,Xaisomboun,2020,93569,WorldPop Global Project population count,16,6,3,25,5848,15595,31190,267.18,38.2,0,38,heat stress,bbox_fallback,2026-04-06T04:52:45Z,18.883392,103.220958,7691.75
Timor-Leste,TLS,TL-AL,Aileu,2020,69415,WorldPop Global Project population count,30,76,7,113,2314,913,9916,1627.89,0,0,12,heat stress,osm_area_iso3166_2,2026-04-23T07:23:15Z,-8.713033,125.619976,661.9
Timor-Leste,TLS,TL-AN,Ainaro,2020,86062,WorldPop Global Project population count,9,17,1,27,9562,5062,86062,313.73,27.6,0,28,heat stress,osm_area_iso3166_2,2026-04-23T07:23:15Z,-9.026165,125.51624,1147.54
Timor-Leste,TLS,TL-BA,Baucau,2020,136325,WorldPop Global Project population count,32,110,29,171,4260,1239,4701,1254.36,0.1,0,12,heat stress,osm_area_iso3166_2,2026-04-23T07:24:13Z,-8.55146,126.491302,1552.79
Timor-Leste,TLS,TL-BO,Bobonaro,2020,105390,WorldPop Global Project population count,27,101,7,135,3903,1043,15056,1280.96,0,0,12,heat stress,osm_area_iso3166_2,2026-04-23T07:24:13Z,-8.974465,125.184561,1352.91
Timor-Leste,TLS,TL-CO,Cova Lima,2020,53505,WorldPop Global Project population count,11,30,15,56,4864,1784,3567,1046.63,1.9,0,13,heat stress,osm_area_iso3166_2,2026-04-23T07:24:13Z,-9.315943,125.170684,810.55
Timor-Leste,TLS,TL-DI,Dili,2020,314739,WorldPop Global Project population count,32,102,14,148,9836,3086,22481,470.23,12.1,0,19,heat stress,osm_area_iso3166_2,2026-04-23T07:25:15Z,-8.371305,125.677107,346.99
Timor-Leste,TLS,TL-ER,Ermera,2020,152785,WorldPop Global Project population count,16,26,2,44,9549,5876,76393,287.99,28.8,0,29,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,-8.803833,125.355114,800.99
Timor-Leste,TLS,TL-LA,Lautém,2020,66922,WorldPop Global Project population count,15,39,3,57,4461,1716,22307,851.74,2.8,0,14,heat stress,osm_area_iso3166_2,2026-04-06T04:52:45Z,-8.540955,127.028644,1775.69
Timor-Leste,TLS,TL-LI,Liquiçá,2020,142577,WorldPop Global Project population count,14,18,0,32,10184,7921,142577,224.44,45.9,10.2,40,heat stress,osm_area_iso3166_2,2026-04-06T04:52:45Z,-8.645595,125.313661,523.19
Timor-Leste,TLS,TL-MF,Manufahi,2020,59266,WorldPop Global Project population count,20,22,1,43,2963,2694,59266,725.54,11.4,0,19,heat stress,osm_area_iso3166_2,2026-04-23T07:26:16Z,-8.99798,125.807293,1380.53
Timor-Leste,TLS,TL-MT,Manatuto,2020,61114,WorldPop Global Project population count,22,40,17,79,2778,1528,3595,1292.67,1.1,0,13,heat stress,osm_area_iso3166_2,2026-04-23T07:27:21Z,-8.761434,125.967458,1962.41
Timor-Leste,TLS,TL-OE,Oecusse,2020,77069,WorldPop Global Project population count,14,44,3,61,5505,1752,25690,791.5,3.9,0,15,heat stress,osm_area_iso3166_2,2026-04-21T17:01:53Z,-9.335612,124.262195,816.71
Timor-Leste,TLS,TL-VI,Viqueque,2020,81492,WorldPop Global Project population count,17,9,0,26,4794,9055,81492,319.05,35.3,0,33,heat stress,osm_area_iso3166_2,2026-04-12T18:55:49Z,-8.823944,126.393486,1820.27
