urban_centre_id,urban_centre,source_country,iso3,economy,urban_centre_area_km2_2025,urban_centre_population_2025,lecz5_population_1990,lecz10_population_1990,lecz10_share_pct_1990,lecz5_built_m2_1990,lecz10_built_m2_1990,lecz5_population_2000,lecz10_population_2000,lecz10_share_pct_2000,lecz5_built_m2_2000,lecz10_built_m2_2000,lecz5_population_2010,lecz10_population_2010,lecz10_share_pct_2010,lecz5_built_m2_2010,lecz10_built_m2_2010,lecz5_population_2020,lecz10_population_2020,lecz10_share_pct_2020,lecz5_built_m2_2020,lecz10_built_m2_2020
354,Tari,Papua New Guinea,PNG,Papua New Guinea,17.0,70504.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Suva,Fiji,FJI,Fiji,77.0,242910.0,14068.56,26118.019999999997,16.38,2192344.0,4469941.0,16155.51,29331.52,15.55,2194253.0,4481903.0,17583.95,31323.11,14.65,2337268.0,4698230.0,18142.27,31885.739999999998,13.99,2439835.0,4879292.0
467,Tbilisi,Georgia,GEO,Georgia,151.0,988277.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Ganja,Azerbaijan,AZE,Azerbaijan,66.0,399695.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Gyzylarbat,Turkmenistan,TKM,Turkmenistan,17.0,58095.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Qila Khudabadan,Pakistan,PAK,Pakistan,23.0,102782.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Yengisar,China,CHN,China,13.0,55958.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Mithapur,India,IND,India,11.0,59717.29,4579.07,34690.58,99.75,77624.0,499716.0,6711.22,51917.9,98.93,158288.0,1059826.0,8763.55,56745.67,98.66,222926.0,1284278.0,9901.89,57279.29,98.57,285799.0,1457674.0
489,Wennappuwa,Sri Lanka,LKA,Sri Lanka,43.0,70379.69,2658.54,12021.060000000001,19.66,82737.0,412259.0,2590.79,12539.45,18.85,96646.0,541119.0,2292.45,12296.150000000001,17.77,112300.0,723111.0,2215.32,12297.46,17.59,118804.0,823567.0
490,Pirganj,Bangladesh,BGD,Bangladesh,8.0,54305.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Sittwe,Myanmar,MMR,Myanmar,28.0,97568.25,31309.79,104399.13,96.05,447105.0,1455358.0,35837.62,130596.37,95.49,512170.0,1819975.0,33933.69,125393.23,95.24,563928.0,2005033.0,29546.05,101936.23,95.2,709681.0,2230798.0
492,Meulaboh,Indonesia,IDN,Indonesia,15.0,54167.24,52895.27,86253.31,99.94,879824.0,1368318.0,52150.43,83357.13,99.95,1043235.0,1596912.0,42049.02,66511.9,99.94,1113816.0,1683646.0,36845.85,57966.479999999996,99.88,1152369.0,1729672.0
493,Chiang Rai,Thailand,THA,Thailand,29.0,121858.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,S?n La,Vietnam,VNM,Viet Nam,8.0,61983.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Bukit Mertajam,Malaysia,MYS,Malaysia,164.0,497722.5,30990.49,232723.75,76.92,2507591.0,17043524.0,42648.93,285495.10000000003,78.09,5615259.0,25690531.0,53743.43,350612.77999999997,78.12,6369553.0,27664612.0,58670.95,375975.16000000003,78.07,7078892.0,29417784.0
496,Poipet,Cambodia,KHM,Cambodia,22.0,151630.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,San Fernando,Philippines,PHL,Philippines,48.0,124412.08,5187.01,37848.9,48.25,207044.0,1676113.0,6505.42,47486.939999999995,48.34,240466.0,1915802.0,7485.89,52756.82,47.87,290300.0,2067408.0,8220.04,56991.22,47.6,331162.0,2203072.0
504,Mendi,Papua New Guinea,PNG,Papua New Guinea,11.0,125843.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Sheki,Azerbaijan,AZE,Azerbaijan,21.0,82683.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Konye-Urgench,Turkmenistan,TKM,Turkmenistan,16.0,53791.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Panjgur,Pakistan,PAK,Pakistan,23.0,122496.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Tacheng,China,CHN,China,21.0,105710.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Mandvi,India,IND,India,10.0,58366.0,2154.11,12752.95,68.88,42301.0,278857.0,2796.93,21991.35,59.55,66082.0,556673.0,3215.45,29819.12,56.28,80859.0,792806.0,3527.77,32952.9,55.46,98100.0,908982.0
632,Colombo [Sri Jayawardenepura Kotte],Sri Lanka,LKA,Sri Lanka,1206.0,4720932.97,69154.48,1126405.69,31.87,2048729.0,33464516.0,84923.2,1277207.5899999999,32.15,2867432.0,44021899.0,96899.83,1372214.6900000002,31.42,3744809.0,50456543.0,107461.79,1460548.85,31.51,4588899.0,57510105.0
633,Bholarhat,Bangladesh,BGD,Bangladesh,15.0,61104.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Mrauk U,Myanmar,MMR,Myanmar,7.0,75863.89,665.99,54103.119999999995,68.14,1652.0,124072.0,914.24,68427.41,64.7,2257.0,156779.0,789.8,61749.76,62.52,2317.0,168985.0,594.93,49641.25,59.83,2363.0,185022.0
635,Lampang,Thailand,THA,Thailand,43.0,186293.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Bireuen,Indonesia,IDN,Indonesia,27.0,126314.08,34.3,6302.85,5.18,1802.0,276350.0,35.95,7320.79,5.75,1966.0,332963.0,36.36,8176.04,6.19,2019.0,379830.0,35.09,8417.68,6.51,2040.0,412174.0
637,Sungai Petani,Malaysia,MYS,Malaysia,93.0,299735.63,2160.01,44751.93,25.94,141610.0,2197483.0,3396.37,56511.780000000006,26.89,263257.0,3536487.0,4302.59,67062.55,24.44,285422.0,3829726.0,4635.42,67923.31,23.14,308812.0,3993349.0
638,Phù Yên,Vietnam,VNM,Viet Nam,6.0,53084.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Phsar Prom,Cambodia,KHM,Cambodia,9.0,73345.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Dagupan [Lingayen],Philippines,PHL,Philippines,359.0,973315.62,59961.77,351553.32,83.62,1842535.0,12047214.0,83825.88,481687.46,83.84,2343608.0,15206775.0,112307.99,635557.0,84.65,2629714.0,16846697.0,138829.59,770565.13,84.98,2876340.0,17860492.0
646,Wabag,Papua New Guinea,PNG,Papua New Guinea,15.0,52455.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Mingachevir,Azerbaijan,AZE,Azerbaijan,21.0,129063.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Andalyp,Turkmenistan,TKM,Turkmenistan,25.0,72546.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Kharan,Pakistan,PAK,Pakistan,15.0,68259.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Jaisalmer,India,IND,India,13.0,84770.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,???????,China,CHN,China,30.0,90586.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Bandaragama,Sri Lanka,LKA,Sri Lanka,38.0,89869.31,0.0,12452.0,0.0,0.0,99540.0,0.0,16541.43,0.0,0.0,253803.0,0.0,20612.74,0.0,0.0,398460.0,0.0,23945.13,0.0,0.0,734432.0
769,Chapainawabganj,Bangladesh,BGD,Bangladesh,193.0,785704.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Minbya,Myanmar,MMR,Myanmar,8.0,77260.82,27348.92,82516.9,99.11,87509.0,206875.0,35612.86,108830.38,99.13,112062.0,270789.0,34840.19,100941.53,99.07,127076.0,291852.0,31518.72,84020.83,98.68,151090.0,320401.0
771,Takengon,Indonesia,IDN,Indonesia,12.0,75325.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Kamphaeng Phet,Thailand,THA,Thailand,22.0,75599.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,Simpang Ampat,Malaysia,MYS,Malaysia,17.0,54420.44,11873.88,13874.25,85.17,353492.0,438377.0,22698.02,27162.17,87.04,1689736.0,2038084.0,31995.17,40490.84,87.81,2037491.0,2616635.0,33845.51,46987.01,89.16,2265176.0,3173087.0
774,Yên Bái,Vietnam,VNM,Viet Nam,17.0,80525.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Pailin,Cambodia,KHM,Cambodia,12.0,51100.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Agoo,Philippines,PHL,Philippines,23.0,69438.71,8946.67,16428.33,44.79,144329.0,367299.0,11787.5,21047.14,44.39,180687.0,453424.0,14660.16,25431.85,43.31,201493.0,501464.0,16175.25,28961.86,43.41,216355.0,532066.0
782,Mount Hagen,Papua New Guinea,PNG,Papua New Guinea,11.0,100523.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Dashoguz,Turkmenistan,TKM,Turkmenistan,44.0,182056.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Chaman,Pakistan,PAK,Pakistan,10.0,91699.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Baramulla,India,IND,India,23.0,138338.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Yining/Qulja,China,CHN,China,79.0,428152.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Ambalangoda,Sri Lanka,LKA,Sri Lanka,43.0,90835.5,10225.05,46271.759999999995,65.31,126431.0,680093.0,10931.89,50753.87,64.56,168008.0,916909.0,12523.7,57101.08,66.55,229235.0,1180928.0,16817.54,64117.9,70.99,759412.0,2877309.0
897,Birganj,Bangladesh,BGD,Bangladesh,10.0,66122.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,Kyaukpyu,Myanmar,MMR,Myanmar,16.0,97538.83,60630.87,102470.81,100.0,290796.0,448788.0,75236.79,132899.11,100.0,319185.0,505711.0,70479.35,129515.1,100.0,352025.0,574472.0,58593.02,106029.16,100.0,404012.0,644144.0
899,Lhokseumawe,Indonesia,IDN,Indonesia,23.0,68632.8,19226.18,64356.2,96.23,873572.0,2865089.0,19980.33,69560.5,95.66,947313.0,3219528.0,20016.6,69123.84,94.99,999275.0,3343608.0,19552.68,66888.93,94.72,1038714.0,3416289.0
900,Phrae,Thailand,THA,Thailand,15.0,52750.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,Parit Buntar,Malaysia,MYS,Malaysia,17.0,52329.69,38445.85,38445.85,0.0,1578317.0,1578317.0,43565.14,43565.14,0.0,2348834.0,2348834.0,51131.54,51131.54,0.0,2730668.0,2730668.0,51820.25,51820.25,0.0,2961521.0,2961521.0
902,Làng Giao,Vietnam,VNM,Viet Nam,16.0,83224.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,Battambang,Cambodia,KHM,Cambodia,40.0,129058.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,San Carlos,Philippines,PHL,Philippines,22.0,69497.33,0.0,28301.39,0.0,0.0,1026297.0,0.0,39034.09,0.0,0.0,1291594.0,0.0,52742.95,0.0,0.0,1464371.0,0.0,64581.63,0.0,0.0,1556710.0
910,Ganigle,Papua New Guinea,PNG,Papua New Guinea,17.0,59693.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,Barda,Azerbaijan,AZE,Azerbaijan,18.0,52131.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,Yasmansalyk,Turkmenistan,TKM,Turkmenistan,26.0,65354.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,Pishin,Pakistan,PAK,Pakistan,13.0,64314.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,Poonch,India,IND,India,7.0,82748.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,Emin/Dörbiljin,China,CHN,China,18.0,71929.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,Galle,Sri Lanka,LKA,Sri Lanka,248.0,554849.01,25498.62,177215.69999999998,42.5,542987.0,3044039.0,26817.81,199658.41999999998,41.85,634504.0,4251631.0,27237.71,219123.65,41.43,772730.0,5457676.0,25188.42,232610.39,42.3,1245255.0,10491569.0
1017,Domar,Bangladesh,BGD,Bangladesh,10.0,51101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,Hpakant,Myanmar,MMR,Myanmar,38.0,258318.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
