country,iso3,market_id,market,admin1,admin2,latitude,longitude,month,commodity,unit,retail_price_npr,retail_price_npr_year_earlier,rice_yoy_log_change_pct,old_calendar_month_median_anomaly_pct,precipitation_z_lag_0,temperature_z_lag_0,precipitation_z_lag_1,temperature_z_lag_1,precipitation_z_lag_3,temperature_z_lag_3,precipitation_z_lag_6,temperature_z_lag_6,price_spike_yoy_20pct,dry_lag_1,dry_aligned_price_spike,alignment_class
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2020-09,Rice (coarse),KG,41.0,40.0,2.4693,-27.5412,2.1934,-0.2024,-0.3612,-0.1813,0.8263,-1.0802,1.8122,-1.6561,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-09,Rice (coarse),KG,49.0,45.0,8.5158,-2.0203,1.579,-0.4563,-1.2472,-0.9869,1.7191,-1.3139,1.0326,-1.5044,False,True,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2020-09,Rice (coarse),KG,42.0,45.0,-6.8993,-26.9664,1.8691,-0.084,-0.3906,-0.0368,0.4398,-1.1349,0.8223,-1.4195,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2020-09,Rice (coarse),KG,60.0,65.0,-8.0043,-8.0043,-1.4648,0.5738,-1.4676,-0.4749,1.7593,-1.8484,1.829,-1.4577,False,True,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2020-09,Rice (coarse),KG,49.0,40.0,20.2941,-2.0203,1.8993,-0.7925,-0.6391,-1.2062,1.3891,-1.1635,0.8724,-1.5958,True,False,False,non_dry_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2020-09,Rice (coarse),KG,45.0,48.0,-6.4539,-10.5361,0.4678,-0.2836,-1.5958,0.0438,0.6765,-1.2877,-0.071,-1.3065,False,True,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-09,Rice (coarse),KG,49.0,45.0,8.5158,0.0,-1.5775,0.8,-1.2932,-0.5471,1.1997,-1.5828,1.8445,-1.6757,False,True,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2020-09,Rice (coarse),KG,52.0,45.0,14.4581,-5.6089,-1.5768,0.319,-1.1964,-0.5974,1.1223,-1.9181,1.8772,-1.6099,False,True,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2020-09,Rice (coarse),KG,51.0,46.0,10.3184,0.0,0.2363,-0.5894,-1.4266,-0.3825,1.2071,-1.2284,1.4663,-1.5097,False,True,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2020-09,Rice (coarse),KG,44.0,45.0,-2.2473,-22.3144,1.8691,-0.084,-0.3906,-0.0368,0.4398,-1.1349,0.8223,-1.4195,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-10,Rice (coarse),KG,43.0,44.0,-2.299,-22.1573,-1.0808,1.8937,-0.2303,-0.1904,0.8418,-2.0823,1.3146,-1.5846,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2020-10,Rice (coarse),KG,48.0,44.0,8.7011,-13.6132,-0.8385,2.1419,2.1934,-0.2024,1.4313,-1.8406,0.4395,-1.7866,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-10,Rice (coarse),KG,48.0,45.0,6.4539,-4.0822,-0.7239,1.3274,1.579,-0.4563,1.7827,-1.6842,1.3641,-2.03,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2020-10,Rice (coarse),KG,44.0,45.0,-2.2473,-24.1162,-0.9172,1.9145,1.8691,-0.084,1.6584,-2.0848,0.3204,-1.6853,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2020-10,Rice (coarse),KG,55.0,65.0,-16.7054,-30.1186,-0.7894,0.4702,-1.4648,0.5738,1.126,-1.9281,1.8128,-1.4623,False,True,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2020-10,Rice (coarse),KG,43.0,40.0,7.2321,-24.6133,-0.7839,1.5123,1.8993,-0.7925,1.8119,-1.6034,0.8114,-1.9102,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2020-10,Rice (coarse),KG,49.0,47.0,4.1673,-17.8337,-0.8225,1.5006,0.4678,-0.2836,1.4756,-2.051,1.1343,-1.6903,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-10,Rice (coarse),KG,50.0,45.0,10.5361,0.0,-0.6708,1.1485,-1.5775,0.8,0.7433,-2.2321,2.4964,-1.8719,False,True,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2020-10,Rice (coarse),KG,50.0,46.0,8.3382,-11.3329,-0.6944,0.5983,-1.5768,0.319,0.9115,-2.0722,2.5787,-1.8059,False,True,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2020-10,Rice (coarse),KG,46.0,47.0,-2.1506,-16.2396,-1.1059,1.6747,0.2363,-0.5894,1.0618,-2.1107,1.377,-1.7149,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2020-10,Rice (coarse),KG,42.0,46.0,-9.0972,-32.2773,-0.9172,1.9145,1.8691,-0.084,1.6584,-2.0848,0.3204,-1.6853,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-11,Rice (coarse),KG,45.0,36.0,22.3144,-6.4539,0.4191,0.7096,-1.0808,1.8937,-1.4233,-0.5354,-0.1411,-0.7498,True,True,True,dry_aligned_price_spike
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2020-11,Rice (coarse),KG,49.0,40.0,20.2941,-5.9423,-0.5767,-0.2681,-0.8385,2.1419,-0.3612,-0.1813,-0.1949,-0.7724,True,False,False,non_dry_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-11,Rice (coarse),KG,46.0,45.0,2.1979,0.0,-0.5562,-0.1171,-0.7239,1.3274,-1.2472,-0.9869,0.0759,-0.6386,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2020-11,Rice (coarse),KG,47.0,40.0,16.1268,-15.7186,-0.504,-0.0656,-0.9172,1.9145,-0.3906,-0.0368,-0.3831,-0.7738,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2020-11,Rice (coarse),KG,51.0,65.0,-24.2562,-24.2562,0.5683,-1.2545,-0.7894,0.4702,-1.4676,-0.4749,1.8596,-1.2882,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2020-11,Rice (coarse),KG,40.0,45.0,-11.7783,-22.3144,-0.5246,-0.6347,-0.7839,1.5123,-0.6391,-1.2062,-0.4183,-0.4567,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2020-11,Rice (coarse),KG,55.0,47.0,15.7186,0.0,-0.5256,0.7498,-0.8225,1.5006,-1.5958,0.0438,-0.3428,-0.7433,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2020-11,Rice (coarse),KG,47.0,44.0,6.5958,0.0,0.4752,0.1028,-0.6708,1.1485,-1.2932,-0.5471,2.1536,-1.6204,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2020-11,Rice (coarse),KG,46.0,45.0,2.1979,-17.8692,0.1625,-1.2911,-0.6944,0.5983,-1.1964,-0.5974,2.5354,-1.5624,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2020-11,Rice (coarse),KG,48.0,45.0,6.4539,0.0,-0.4962,0.601,-1.1059,1.6747,-1.4266,-0.3825,0.2066,-0.9856,False,True,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2020-11,Rice (coarse),KG,44.0,45.0,-2.2473,-22.3144,-0.504,-0.0656,-0.9172,1.9145,-0.3906,-0.0368,-0.3831,-0.7738,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-12,Rice (coarse),KG,45.0,35.0,25.1314,-3.2269,-0.4718,0.7866,0.4191,0.7096,-0.2303,-0.1904,1.3626,-1.18,True,False,False,non_dry_price_spike
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2020-12,Rice (coarse),KG,45.0,40.0,11.7783,-3.2269,-0.8014,-0.5106,-0.5767,-0.2681,2.1934,-0.2024,0.8263,-1.0802,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-12,Rice (coarse),KG,47.0,45.0,4.3485,2.1743,-0.0423,0.1506,-0.5562,-0.1171,1.579,-0.4563,1.7191,-1.3139,False,False,False,below_price_spike_threshold
