generated_at,attestation_chain,status,method,bmkg_dashboard_status_scan_id,source_station_id,source_station_name,dashboard_location_key,dashboard_location_found,dashboard_status_raw,dashboard_timestamp_raw,dashboard_timestamp_iso,dashboard_timestamp_age_hours,dashboard_timestamp_current_within_30_days,dashboard_pm25_ug_m3,dashboard_category_raw,dashboard_latitude,dashboard_longitude,dashboard_timeseries_points,dashboard_positive_observation_count,dashboard_zero_observation_count,dashboard_last_label,explicit_dashboard_online,explicit_dashboard_delayed,current_status_confirmed,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,dashboard_status_decision,reader_use,non_claim
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_pbb,pm25_pbb,Bengkulu,BENGKULU,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,52.2,SEDANG,-3.865,102.312,120,117,3,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_pk2,pm25_pk2,Pekanbaru,PEKANBARU,True,DELAYED,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,0.0,NOT AVAILABLE,0.46667,101.4666,120,107,13,2026-06-20 07:00,False,True,False,False,False,False,False,False,dashboard_delayed_current_keep_status_caution,"Use as official dashboard visibility with a current DELAYED status. This is a caution row, not current-online or grade evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_pl3,pm25_pl3,Talang Betutu Palembang,TALANG BETUTU PALEMBANG,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,23.9,SEDANG,-2.94,104.7,120,118,2,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_plb4,pm25_plb4,Musi 2 Palembang,MUSI 2 PALEMBANG,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,27.3,SEDANG,-3.031,104.72,120,118,2,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_pr2,pm25_pr2,Palangkaraya,PALANGKARAYA,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,10.1,BAIK,-2.22611,113.945,120,91,29,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_ptn2,pm25_ptn2,Mempawah,MEMPAWAH,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,7.2,BAIK,0.124,110.456,120,113,7,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_sm2,pm25_sm2,Samarinda,SAMARINDA,True,ONLINE,2026-06-20 08:00:00,2026-06-20T00:00:00Z,2.33,True,4.9,BAIK,-0.4825,117.1563,120,108,12,2026-06-20 08:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_smg,pm25_smg,Semarang,SEMARANG,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,30.4,SEDANG,-6.985,110.381,120,118,2,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_spd,pm25_spd,Kubu Raya,KUBU RAYA,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,9.4,BAIK,-0.14,109.45,120,113,7,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_srg,pm25_srg,Sorong,SORONG,True,ONLINE,2026-06-20 09:00:00,2026-06-20T00:00:00Z,2.33,True,8.8,BAIK,-0.883,131.298,120,91,29,2026-06-20 09:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_tj2,pm25_tj2,Tanjung Harapan,TANJUNG HARAPAN,True,ONLINE,2026-06-20 08:00:00,2026-06-20T00:00:00Z,2.33,True,1.4,BAIK,2.83,117.36,120,46,74,2026-06-20 08:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
2026-06-20T02:19:32Z,ai-first,computed_bmkg_dashboard_status_source_scan,air_monitoring_bmkg_dashboard_status_source_scan_v1,IDN-bmkg-dashboard-status-pm25_yky,pm25_yky,Sleman,SLEMAN,True,ONLINE,2026-06-20 07:00:00,2026-06-20T00:00:00Z,2.33,True,66.4,TIDAK SEHAT,-7.731,110.354,120,118,2,2026-06-20 07:00,True,False,True,False,False,False,False,False,dashboard_online_current_but_grade_still_blocked,"Use as official current dashboard-status evidence: the CEWS dashboard names this target location with ONLINE status and a recent timestamp. Do not use it as calibration, certificate, complete-grade, OpenAQ join, or radius evidence.","This scan records the official BMKG climate-information parent page and the embedded CEWS PM2.5 dashboardData object for the 22 BMKG target rows. A dashboard row with explicit ONLINE status and a recent timestamp can support current dashboard-status evidence. It does not certify station-specific inspection logs, calibration certificates or calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius readiness."
