generated_at,attestation_chain,status,method,bmkg_near_closure_id,source_station_id,source_station_name,station_method_class,method_classified,detail_page_display_found,detail_timestamp_iso,detail_value_ug_m3,detail_category_raw,station_page_bam_method_text_found,dashboard_status_raw,dashboard_timestamp_iso,dashboard_timestamp_age_hours,dashboard_current_status_confirmed,dashboard_delayed,source_level_grade_basis_available,source_level_daily_log_or_inspection_sources,source_level_periodic_calibration_rule_sources,source_level_calibration_service_sources,source_level_certificate_context_sources,station_unit_or_exact_context_sources,city_or_deployment_context_sources,exact_station_audit_calibration_sources,pm25_installation_deployment_sources,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,visible_evidence_gate_count,blocking_gate_count,near_closure_lane,reader_use,non_claim
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_pbb,pm25_pbb,Bengkulu,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,99.3,Tidak Sehat,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,0,False,False,False,False,False,6,5,current_method_visible_certificate_missing,"The station has current dashboard-status and method visibility, but no station-specific inspection, certificate, or calibration-status record.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_pk2,pm25_pk2,Pekanbaru,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,4.8,Baik,True,DELAYED,2026-06-20T00:00:00Z,2.33,False,True,True,3,2,2,2,0,0,0,1,False,False,False,False,False,6,5,dashboard_delayed_certificate_missing,"The row has station-page/method evidence, but the current dashboard lane is delayed and certificate/status closure remains absent.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_pl3,pm25_pl3,Talang Betutu Palembang,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,25.7,Sedang,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,1,0,1,False,False,False,False,False,7,5,pm25_deployment_context_certificate_missing,"Official PM2.5 installation or deployment context exists, but it is not station-specific certificate/status closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_plb4,pm25_plb4,Musi 2 Palembang,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,31.8,Sedang,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,1,0,1,False,False,False,False,False,7,5,pm25_deployment_context_certificate_missing,"Official PM2.5 installation or deployment context exists, but it is not station-specific certificate/status closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_pr2,pm25_pr2,Palangkaraya,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,5,Baik,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,1,False,False,False,False,False,7,5,pm25_deployment_context_certificate_missing,"Official PM2.5 installation or deployment context exists, but it is not station-specific certificate/status closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_ptn2,pm25_ptn2,Mempawah,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,10.1,Baik,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,1,0,0,0,False,False,False,False,False,7,5,station_unit_context_certificate_missing,"Station-unit or exact public context exists, but it is not a certificate, inspection log, calibration-status record, or complete-grade closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_sm2,pm25_sm2,Samarinda,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,5.9,Baik,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,1,False,False,False,False,False,7,5,pm25_deployment_context_certificate_missing,"Official PM2.5 installation or deployment context exists, but it is not station-specific certificate/status closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_smg,pm25_smg,Semarang,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,32.5,Sedang,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,0,False,False,False,False,False,6,5,current_method_visible_certificate_missing,"The station has current dashboard-status and method visibility, but no station-specific inspection, certificate, or calibration-status record.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_spd,pm25_spd,Kubu Raya,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,8.5,Baik,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,0,False,False,False,False,False,6,5,current_method_visible_certificate_missing,"The station has current dashboard-status and method visibility, but no station-specific inspection, certificate, or calibration-status record.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_srg,pm25_srg,Sorong,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,4.8,Baik,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,1,0,0,0,False,False,False,False,False,7,5,station_unit_context_certificate_missing,"Station-unit or exact public context exists, but it is not a certificate, inspection log, calibration-status record, or complete-grade closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_tj2,pm25_tj2,Tanjung Harapan,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,0,Baik,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,1,False,False,False,False,False,7,5,pm25_deployment_context_certificate_missing,"Official PM2.5 installation or deployment context exists, but it is not station-specific certificate/status closure.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:01:01Z,ai-first,computed_bmkg_near_closure_ledger,air_monitoring_bmkg_near_closure_ledger_v1,IDN-bmkg-near-closure-pm25_yky,pm25_yky,Sleman,Beta Attenuation Monitoring (BAM),True,True,2026-06-19T21:00:00Z,33.7,Sedang,True,ONLINE,2026-06-20T00:00:00Z,2.33,True,False,True,3,2,2,2,0,0,0,0,False,False,False,False,False,6,5,current_method_visible_certificate_missing,"The station has current dashboard-status and method visibility, but no station-specific inspection, certificate, or calibration-status record.","This ledger synthesizes existing BMKG public evidence gates. It does not certify station-specific inspection logs, calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
