generated_at,attestation_chain,status,method,bmkg_ppid_access_route_scan_id,bmkg_near_closure_id,source_station_id,source_station_name,station_method_class,dashboard_status_raw,public_pm25_catalog_route_available,public_pm25_display_route_available,public_pm25_display_source_keys,source_level_calibration_service_route_available,source_level_certificate_request_context_available,raw_data_exclusion_context_available,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,current_status_confirmed_from_this_scan,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,access_route_decision,reader_use,non_claim
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_pbb,IDN-bmkg-near-closure-pm25_pbb,pm25_pbb,Bengkulu,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_pk2,IDN-bmkg-near-closure-pm25_pk2,pm25_pk2,Pekanbaru,Beta Attenuation Monitoring (BAM),DELAYED,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_pl3,IDN-bmkg-near-closure-pm25_pl3,pm25_pl3,Talang Betutu Palembang,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_plb4,IDN-bmkg-near-closure-pm25_plb4,pm25_plb4,Musi 2 Palembang,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_pr2,IDN-bmkg-near-closure-pm25_pr2,pm25_pr2,Palangkaraya,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_ptn2,IDN-bmkg-near-closure-pm25_ptn2,pm25_ptn2,Mempawah,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_sm2,IDN-bmkg-near-closure-pm25_sm2,pm25_sm2,Samarinda,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_smg,IDN-bmkg-near-closure-pm25_smg,pm25_smg,Semarang,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_spd,IDN-bmkg-near-closure-pm25_spd,pm25_spd,Kubu Raya,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_srg,IDN-bmkg-near-closure-pm25_srg,pm25_srg,Sorong,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_tj2,IDN-bmkg-near-closure-pm25_tj2,pm25_tj2,Tanjung Harapan,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T07:43:18Z,ai-first,computed_bmkg_ppid_access_route_scan,air_monitoring_bmkg_ppid_access_route_scan_v1,IDN-bmkg-ppid-access-pm25_yky,IDN-bmkg-near-closure-pm25_yky,pm25_yky,Sleman,Beta Attenuation Monitoring (BAM),ONLINE,True,True,bmkg_pm25_public_display_page,True,True,True,False,False,False,False,False,False,public_display_available_certificate_route_not_station_record,"The row appears on a public PM2.5 display and the PPID/PTSP stack exposes source-level calibration or certificate-request routes, but no public station-specific certificate/status record.","This scan classifies official BMKG PPID/PTSP access routes for PM2.5 monitoring and calibration/certificate context. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
