generated_at,attestation_chain,status,method,bmkg_certificate_status_scan_id,method_classification_audit_id,source_station_id,source_station_name,station_method_class,targeted_source_keys,targeted_source_roles,targeted_source_scopes,targeted_source_count,exact_station_maintenance_sources,exact_station_pm25_method_sources,exact_station_calibration_language_sources,exact_station_certificate_language_sources,source_level_inspection_or_service_routes_available,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,current_status_confirmed_from_this_scan,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,certificate_status_decision,reader_use,non_claim
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_pbb,IDN-method-classification-pm25_pbb,pm25_pbb,Bengkulu,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_pk2,IDN-method-classification-pm25_pk2,pm25_pk2,Pekanbaru,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_pl3,IDN-method-classification-pm25_pl3,pm25_pl3,Talang Betutu Palembang,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_plb4,IDN-method-classification-pm25_plb4,pm25_plb4,Musi 2 Palembang,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_pr2,IDN-method-classification-pm25_pr2,pm25_pr2,Palangkaraya,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_ptn2,IDN-method-classification-pm25_ptn2,pm25_ptn2,Mempawah,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_sm2,IDN-method-classification-pm25_sm2,pm25_sm2,Samarinda,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_smg,IDN-method-classification-pm25_smg,pm25_smg,Semarang,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_spd,IDN-method-classification-pm25_spd,pm25_spd,Kubu Raya,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_srg,IDN-method-classification-pm25_srg,pm25_srg,Sorong,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_tj2,IDN-method-classification-pm25_tj2,pm25_tj2,Tanjung Harapan,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T05:38:30Z,ai-first,computed_bmkg_certificate_status_targeted_source_scan,air_monitoring_bmkg_certificate_status_targeted_source_scan_v1,IDN-bmkg-certificate-status-pm25_yky,IDN-method-classification-pm25_yky,pm25_yky,Sleman,Beta Attenuation Monitoring (BAM),,,,0,0,0,0,0,3,False,False,False,False,False,False,no_targeted_certificate_status_source_found,The targeted certificate/status source family did not match this target row.,"This targeted scan records BMKG station-unit maintenance, audit, calibration-language, inspection-procedure, service, and public-information context found around the certificate/status gap. It does not certify station-specific inspection logs, PM2.5 calibration certificates, calibration status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
