generated_at,attestation_chain,status,method,tile_id,selected_economies,coordinate_rows_touching_tile,head_ok,expected_size_bytes,expected_size_mb,exact_file_url,download_decision,downloaded,downloaded_this_run,cache_path,file_size_bytes,size_matches_expected,sha256,http_status,content_type,last_modified,zip_opened,zip_member_count,geotiff_member_count,geotiff_members,geotiff_opened,raster_width,raster_height,raster_count,raster_crs,raster_transform,raster_bounds,raster_dtype,raster_nodata,transform_matches_10_degree_tile_bounds,reader_use,blocking_gap,retrieval_error,non_claim
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R8_C26,LKA,1,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C26.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R8_C27,LKA,1,True,20947752,20.948,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C27.zip,selected_first_wave_download_candidate,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R8_C28,MMR,3,True,34370607,34.371,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C28.zip,selected_first_wave_download_candidate,True,True,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C28.zip,34370607,True,91502e9dbb6d24be9cadd707469a17b2ad837974e63ffd8a137aa32f9a273fb0,200,application/zip,"Mon, 27 Jan 2025 19:34:55 GMT",True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C28.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|89.9920829993|0|-0.00083333332998|19.0995834594|0|0|1,"89.99208300,9.09958350,99.99208296,19.09958346",float64,,False,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,"The ZIP is downloaded, hashed, and readable, but the GeoTIFF bounds do not match the simple 10-degree routing assumption. Revise or verify tile-routing rules before any catchment computation.",,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R9_C26,LKA,3,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C26.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R9_C27,LKA,3,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C27.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R9_C28,IDN||MYS,14,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C28.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R9_C29,IDN||MYS,70,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C29.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R9_C30,IDN||MYS,22,True,16003105,16.003,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C30.zip,selected_first_wave_download_candidate,True,False,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C30.zip,16003105,True,7d916fdda72322f4ec018b2931b3e6d9f6d1b6a8e397af4d9118684db3c9c335,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C30.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|109.99208292|0|-0.00083333332998|9.09958349961|0|0|1,"109.99208292,-0.90041646,119.99208288,9.09958350",float64,,False,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,"The ZIP is downloaded, hashed, and readable, but the GeoTIFF bounds do not match the simple 10-degree routing assumption. Revise or verify tile-routing rules before any catchment computation.",,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R10_C28,IDN,1,True,1696070,1.696,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C28.zip,selected_first_wave_download_candidate,True,False,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C28.zip,1696070,True,f41af3262aa9528a27c7440183f717f89081990626d0abb7816c33634fc4959b,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C28.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|89.9920829993|0|-0.00083333332998|-0.900416460141|0|0|1,"89.99208300,-10.90041642,99.99208296,-0.90041646",float64,,False,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,"The ZIP is downloaded, hashed, and readable, but the GeoTIFF bounds do not match the simple 10-degree routing assumption. Revise or verify tile-routing rules before any catchment computation.",,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R10_C29,IDN,41,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C29.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R10_C30,IDN,14,True,50048622,50.049,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C30.zip,selected_first_wave_download_candidate,True,False,.cache/station-radius-ghsl-population-tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C30.zip,50048622,True,e6e30b1030807596ebd1da9caa4e8b660162b23eba28a87d4b2e41733882a327,,,,True,3,1,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C30.tif,True,12000,12000,1,EPSG:4326,0.000833333330033|0|109.99208292|0|-0.00083333332998|-0.900416460141|0|0|1,"109.99208292,-10.90041642,119.99208288,-0.90041646",float64,,False,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,"The ZIP is downloaded, hashed, and readable, but the GeoTIFF bounds do not match the simple 10-degree routing assumption. Revise or verify tile-routing rules before any catchment computation.",,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:52:14Z,ai-first,computed_station_radius_ghsl_population_tile_checksums,air_monitoring_station_radius_ghsl_population_tile_checksums_v1,R10_C31,IDN,1,False,0,,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C31.zip,blocked_selected_tile_head_not_ok,False,False,,0,False,,,,,,,,,,,,,,,,,,,Use downloaded rows as the first-wave checksummed GHSL population denominator custody ledger; do not use blocked rows as denominator evidence.,Selected HEAD-failed tiles must still be retried; all downloaded ZIPs need checksum and transform inspection before radius/de-duplication rules can be frozen.,,"This GHSL population tile checksum gate downloads, hashes, and inspects only selected GHSL tile ZIP files whose HEAD metadata already closed and whose recorded size is within the first-wave custody threshold. It does not download selected HEAD-failed tiles, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
