generated_at,attestation_chain,status,method,iso3,iso2,country,source_name,source_station_id,source_station_name,source_station_type,official_latitude,official_longitude,pm25_signal,nearest_openaq_location_id,nearest_openaq_location_name,nearest_openaq_distance_km,nearest_openaq_within_5km,best_openaq_name_overlap,name_overlap_with_openaq,reconciliation_evidence_lane,candidate_same_station_validated,station_radius_join_ready,reader_use,non_claim
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,CAMS-11,DFO Office Campus,CAMS,22.71023,90.362565,True,22,SPARTAN - Dhaka University,113.229,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,CAMS-12,"DoE Office, Divisional Headquarter",CAMS,24.76239,90.402041,True,6219798,"Kalijung,Gazipur",96.858,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,CAMS-13,BTV Rangpur Station,CAMS,25.747371,89.228931,True,3194367,"Dept. of Public Health and Informatics, Jahangirnagar University",231.677,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,CAMS-14,Atomic Energy Research Institute,CAMS,23.953726,90.279617,True,3194367,"Dept. of Public Health and Informatics, Jahangirnagar University",7.42,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,CAMS-15,Sadar Upazila Complex,CAMS,23.932465,90.716542,True,6219798,"Kalijung,Gazipur",18.363,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,CAMS-16,Court Area,CAMS,23.472988,91.180671,True,6219798,"Kalijung,Gazipur",80.765,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-17,"Sadar, Faridpur (Municipal Office)",C-CAMS,23.60624,89.83871,True,3194367,"Dept. of Public Health and Informatics, Jahangirnagar University",53.566,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-18,"Sadar, Jashore (circuit house)",C-CAMS,23.162142,89.20638,True,3194367,"Dept. of Public Health and Informatics, Jahangirnagar University",134.819,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-19,"Shyamnagar, Satkhira",C-CAMS,22.315996,89.04317,True,6236590,"Hazaribagh, Jigatola | Dhaka | Smart Air Bangladesh",208.859,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-20,"Rampal, Bagerhat",C-CAMS,22.595599,89.554563,True,6236590,"Hazaribagh, Jigatola | Dhaka | Smart Air Bangladesh",152.365,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-21,"Sadar, Gopalganj",C-CAMS,23.008615,89.829035,True,6236590,"Hazaribagh, Jigatola | Dhaka | Smart Air Bangladesh",98.545,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-22,"Sadar, Tangail (DoE office)",C-CAMS,24.249696,89.929425,True,3194367,"Dept. of Public Health and Informatics, Jahangirnagar University",52.71,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-23,"Sadar, Bogura (DoE Office)",C-CAMS,24.86175,89.361225,True,3194367,"Dept. of Public Health and Informatics, Jahangirnagar University",141.784,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-24,"BSCIC, Tongi, Gazipur",C-CAMS,23.894174,90.41121,True,6157905,"RAJUK Uttara Apartment Project, Sector - 18, Uttara",6.954,False,1,True,name_overlap_not_near_candidate,False,False,"Name-overlap candidate only: the extraction found a name signal, but the nearest OpenAQ row is not within 5 km.","This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-25,"BUET, Dhaka",C-CAMS,23.727591,90.392797,True,22,SPARTAN - Dhaka University,0.532,True,1,True,near_and_name_overlap_candidate,False,False,Candidate reconciliation row: nearest OpenAQ row is within 5 km and the extraction found a name-overlap signal. Still requires source validation.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-26,"Sadar, B.Baria (municipal Office)",C-CAMS,23.974371,91.109769,True,6219798,"Kalijung,Gazipur",58.555,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-27,"Sadar, Feni (DoE Office)",C-CAMS,23.006297,91.381305,True,22,SPARTAN - Dhaka University,128.507,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-28,"Maijdi Bazar, Noakhali (DoE Office)",C-CAMS,22.88097,91.096979,True,22,SPARTAN - Dhaka University,118.179,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-29,"BSRM, Nasirabad, Chattogram",C-CAMS,22.372838,91.818054,True,22,SPARTAN - Dhaka University,209.323,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-30,Cox ’s-Bazar (DoE Office),C-CAMS,21.442208,91.971083,True,22,SPARTAN - Dhaka University,301.131,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,C-CAMS-31,"Nagar Bhaban, DSCC, Dhaka",C-CAMS,23.726078,90.409272,True,1285342,SPARTAN - Dhaka University,1.156,True,1,True,near_and_name_overlap_candidate,False,False,Candidate reconciliation row: nearest OpenAQ row is within 5 km and the extraction found a name-overlap signal. Still requires source validation.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,739,Chirchik,automatic HORIBA marker,41.430722,69.578833,True,8881,US Diplomatic Post: Tashkent,26.51,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,738,Qibray,automatic HORIBA marker,41.437703,69.421203,True,8881,US Diplomatic Post: Tashkent,14.673,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,737,Akhangaran,automatic HORIBA marker,40.918081,69.835917,True,4902926,Sputnik-4,59.789,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,736,Almalyk,automatic HORIBA marker,40.867875,69.567114,True,4902926,Sputnik-4,46.797,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,735,Angren,automatic HORIBA marker,41.011667,70.098611,True,4902926,Sputnik-4,75.669,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,734,Almazar,automatic HORIBA marker,41.35065,69.225147,True,8881,US Diplomatic Post: Tashkent,4.36,True,0,False,near_only_candidate,False,False,"Proximity candidate only: nearest OpenAQ row is within 5 km, but no name-overlap signal was found.","This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,733,Uchtepa,automatic HORIBA marker,41.295979,69.174995,True,4902926,Sputnik-4,11.236,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,732,Tashselmash,automatic HORIBA marker,41.305992,69.308655,True,8881,US Diplomatic Post: Tashkent,7.445,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,731,Green University,automatic HORIBA marker,41.387012,69.291542,True,8881,US Diplomatic Post: Tashkent,2.716,True,0,False,near_only_candidate,False,False,"Proximity candidate only: nearest OpenAQ row is within 5 km, but no name-overlap signal was found.","This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,730,Safia,automatic HORIBA marker,41.375633,69.27063,True,8881,US Diplomatic Post: Tashkent,0.951,True,0,False,near_only_candidate,False,False,"Proximity candidate only: nearest OpenAQ row is within 5 km, but no name-overlap signal was found.","This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,729,Yangi O'zbekiston,automatic HORIBA marker,41.324272,69.442398,True,8881,US Diplomatic Post: Tashkent,14.965,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,728,Sergili,automatic HORIBA marker,41.192276,69.237663,True,4902926,Sputnik-4,1.442,True,0,False,near_only_candidate,False,False,"Proximity candidate only: nearest OpenAQ row is within 5 km, but no name-overlap signal was found.","This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,727,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,41.05352778,69.35755556,True,4902926,Sputnik-4,19.801,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,726,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,40.44222222,71.77219444,True,4902926,Sputnik-4,229.89,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
2026-06-19T07:47:02Z,ai-first,computed,air_monitoring_official_openaq_reconciliation_audit_v1,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,725,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,40.99916667,71.67444444,True,8881,US Diplomatic Post: Tashkent,205.126,False,0,False,official_coordinate_without_openaq_candidate,False,False,Official coordinate row has neither a within-5-km OpenAQ row nor a name-overlap signal in the current extraction.,"This official-to-OpenAQ reconciliation audit uses proximity and name-overlap signals as screening evidence only. It does not validate same-station joins, does not prove OpenAQ or official inventories are complete, and does not compute station-radius population coverage."
