generated_at,attestation_chain,status,method,station_review_id,station_review_lane,station_review_priority,iso3,iso2,country,source_name,source_url,source_station_id,source_station_name,source_station_type,source_rows_reviewed,method_or_standard_source_rows,official_context_source_rows,caution_source_rows,source_keys,source_urls_reviewed,matched_method_terms,matched_caution_terms,source_validation_decisions,station_review_question,minimum_station_evidence,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,reader_use,non_claim
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-ORN04,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN04,Kutaisi-Ninoshvili Street and D.Aghmashenebeli Ave.,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-ORN05,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN05,Zugdidi - Rustaveli Street №192,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-ORN06,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN06,Mestia town,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-ORN07,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN07,Telavi-Kvirike Didi Street №43,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-ORN08,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN08,Akhaltsikhe-Aspindza Street №18,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-RST18,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,RST18,Rustavi - Batumi Street No. 19,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-TSRT,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,TSRT,Tbilisi - Akaki Tsereteli ave. №105,air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,GEO-method_context_needs_station_confirmation-VRKT,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,VRKT,"Tbilisi - Varketili 3, IIIa m/d, near №325",air.gov.ge hourly station,2,1,1,0,nea_mestia_station|nea_network_assessment,https://nea.gov.ge/En/News/1287|https://nea.gov.ge/Ge/Download/File/1332,EU Directive|2008/50/EC|CAFE|measuring instruments,,official_context_found_keep_not_complete|standard_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_bjb2,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_bjb2,Banjarbaru,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_btm2,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_btm2,Batam,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_idp2,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_idp2,Indrapuri,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_jm3,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_jm3,Kota Jambi,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_jm4,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_jm4,Muaro Jambi,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_kmy3,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_kmy3,Kemayoran,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_ktb2,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_ktb2,Kototabang,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T09:45:12Z,ai-first,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,IDN-method_context_needs_station_confirmation-pm25_mdn2,method_context_needs_station_confirmation,priority_2_method_context_station_confirmation,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_mdn2,Medan,BMKG PM2.5 portal location,3,3,0,0,bmkg_pm25_portal|bmkg_sumsel_pm25_method|bmkg_equipment_regulation,https://www.bmkg.go.id/kualitas-udara/pm25|https://staklim-sumsel.bmkg.go.id/partikulat-matter-pm2-5/|https://jdih.bmkg.go.id/storage/common/dokumen/perbanno.7tahun2014.pdf,Beta Attenuation|BAM|BAM-1020|Partisol|HVAS,,standard_context_found_keep_not_complete|method_context_found_keep_not_complete,Can a public station-level or regulator source connect the method context to this exact station and current operating status?,"Promotion requires station-level method or instrument evidence, a current-status page, or a regulator/station-owner table naming this station row.",False,False,False,False,"Use as a station-level review lead. Source method context exists, but the station row is not classified.","This station-review queue projects source-level monitor-grade clues onto station rows. It does not certify station-grade status, does not validate same-station joins, and does not make station-radius coverage ready."
