generated_at,attestation_chain,status,method,method_evidence_id,iso3,country,source_station_id,source_station_name,source_station_type,api_station_found,api_station_name,api_alias,api_region_id,api_station_category,api_is_horiba,api_si,api_station_level_horiba_marker,api_method_marker_terms,api_reading_date_raw,api_reading_date_iso,api_reading_age_days,api_reading_age_lane,api_reading_within_7_days,api_reading_within_30_days,api_reading_within_90_days,api_pm25_value_raw,api_pm25_value_status,api_pollutants_listed,api_pollutant_count,current_api_presence_confirmed,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,review_decision,reader_use,non_claim
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-722,UZB,Uzbekistan,722,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,True,Автоматическая станция мониторинга атмосферного воздуха (Beta),avtomaticheskaja-stantsija-monitoringa-atmosfernogo-vozduha-beta-,1712,Навоий,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,22.03.2024,2024-03-22,819,older_than_365_days,False,False,False,-0.002,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-723,UZB,Uzbekistan,723,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,True,Автоматическая станция мониторинга атмосферного воздуха (Beta),avtomaticheskaja-stantsija-monitoringa-atmosfernogo-vozduha-beta-,1706,Бухоро,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,22.03.2024,2024-03-22,819,older_than_365_days,False,False,False,-0.002,negative_raw_value,PM2.5; PM10; SO2; CO,4,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-724,UZB,Uzbekistan,724,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,True,Автоматическая станция мониторинга атмосферного воздуха (Beta),avtomaticheskaja-stantsija-monitoringa-atmosfernogo-vozduha-beta-,1703,Андижон,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,22.03.2024,2024-03-22,819,older_than_365_days,False,False,False,-0.002,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-725,UZB,Uzbekistan,725,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,True,Автоматическая станция мониторинга атмосферного воздуха (Beta),avtomaticheskaja-stantsija-monitoringa-atmosfernogo-vozduha-beta-,1714,Наманган,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,22.03.2024,2024-03-22,819,older_than_365_days,False,False,False,-0.001,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-726,UZB,Uzbekistan,726,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,True,Автоматическая станция мониторинга атмосферного воздуха (Beta),avtomaticheskaja-stantsija-monitoringa-atmosfernogo-vozduha-beta-,1730,Фарғона,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,22.03.2024,2024-03-22,819,older_than_365_days,False,False,False,-0.002,negative_raw_value,PM2.5; PM10; SO2; CO,4,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-727,UZB,Uzbekistan,727,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,True,Автоматическая станция мониторинга атмосферного воздуха (Beta),avtomaticheskaja-stantsija-monitoringa-atmosfernogo-vozduha-beta-,1727,Нурафшон,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,22.03.2024,2024-03-22,819,older_than_365_days,False,False,False,9.642,positive_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-728,UZB,Uzbekistan,728,Sergili,automatic HORIBA marker,True,Sergili,sergili,1726,Sergili,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,27.12.2024,2024-12-27,539,older_than_365_days,False,False,False,-0.003,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-729,UZB,Uzbekistan,729,Yangi O'zbekiston,automatic HORIBA marker,True,Yangi O'zbekiston,jangi-uzbekistan,1726,Yangi O'zbekiston,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,27.12.2024,2024-12-27,539,older_than_365_days,False,False,False,-0.003,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-730,UZB,Uzbekistan,730,Safia,automatic HORIBA marker,True,Safia,safia,1726,Safia,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,27.12.2024,2024-12-27,539,older_than_365_days,False,False,False,0.048,positive_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-731,UZB,Uzbekistan,731,Green University,automatic HORIBA marker,True,Green University,green-university,1726,Green University,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,27.12.2024,2024-12-27,539,older_than_365_days,False,False,False,-0.003,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-732,UZB,Uzbekistan,732,Tashselmash,automatic HORIBA marker,True,Tashselmash,tashselmash,1726,,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,13.01.2025,2025-01-13,522,older_than_365_days,False,False,False,-0.003,negative_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-733,UZB,Uzbekistan,733,Uchtepa,automatic HORIBA marker,True,Uchtepa,uchtepa,1726,Uchtepa,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,13.01.2025,2025-01-13,522,older_than_365_days,False,False,False,0.015,positive_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-734,UZB,Uzbekistan,734,Almazar,automatic HORIBA marker,True,Almazar,almazar,1726,Almazar,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,13.01.2025,2025-01-13,522,older_than_365_days,False,False,False,7.93,positive_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_but_reading_date_not_current_keep_open,"Use as station-presence evidence with a stale-reading caution. The API still names the station and HORIBA marker, but the reading date is not current-status proof.","This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-735,UZB,Uzbekistan,735,Angren,automatic HORIBA marker,True,Angren,angren,1727,,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,03.06.2026,2026-06-03,16,within_30_days,False,True,True,0.01,positive_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_horiba_marker_recent_value_keep_not_grade_ready,Use as station-presence and station-level HORIBA-marker evidence only. It still needs explicit current-status and method-grade documentation.,"This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-736,UZB,Uzbekistan,736,Almalyk,automatic HORIBA marker,True,Almalyk,almalyk,1727,,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,03.06.2026,2026-06-03,16,within_30_days,False,True,True,0.02,positive_raw_value,PM2.5; PM10; SO2; CO; NH3,5,True,False,False,False,False,api_row_present_horiba_marker_recent_value_keep_not_grade_ready,Use as station-presence and station-level HORIBA-marker evidence only. It still needs explicit current-status and method-grade documentation.,"This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-737,UZB,Uzbekistan,737,Akhangaran,automatic HORIBA marker,True,Akhangaran,akhangaran,1727,,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,03.06.2026,2026-06-03,16,within_30_days,False,True,True,14.56,positive_raw_value,PM2.5; PM10; CO; NH3,4,True,False,False,False,False,api_row_present_horiba_marker_recent_value_keep_not_grade_ready,Use as station-presence and station-level HORIBA-marker evidence only. It still needs explicit current-status and method-grade documentation.,"This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-738,UZB,Uzbekistan,738,Qibray,automatic HORIBA marker,True,Qibray,qibray,1727,,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,03.06.2026,2026-06-03,16,within_30_days,False,True,True,11.84,positive_raw_value,PM2.5; PM10; CO; NH3,4,True,False,False,False,False,api_row_present_horiba_marker_recent_value_keep_not_grade_ready,Use as station-presence and station-level HORIBA-marker evidence only. It still needs explicit current-status and method-grade documentation.,"This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
2026-06-19T10:33:19Z,ai-first,computed_uzbekistan_station_current_method_scan,air_monitoring_uzbekistan_station_current_method_scan_v1,UZB-row_level_instrument_hint-739,UZB,Uzbekistan,739,Chirchik,automatic HORIBA marker,True,Chirchik,chirchik,1727,Chirchik,True,horiba,True,is_horiba|Si=horiba|source_station_type=HORIBA,03.06.2026,2026-06-03,16,within_30_days,False,True,True,0.04,positive_raw_value,PM2.5; PM10; CO; NH3,4,True,False,False,False,False,api_row_present_horiba_marker_recent_value_keep_not_grade_ready,Use as station-presence and station-level HORIBA-marker evidence only. It still needs explicit current-status and method-grade documentation.,"This scan checks public Uzhydromet API station rows for station presence, HORIBA markers, reading-date age, and raw-value sanity. It does not certify current operating status, reference-grade method, monitor-grade classification, or station-radius coverage readiness."
