generated_at,attestation_chain,status,method,probe_key,route_key,source_name,report_type,export_type,probe_date,requested_url,retrieved_200,http_status,final_url,content_type,response_bytes,sha256,valid_payload,content_type_matches_expected,station_code_matches,all_target_station_codes,pm25_present,not_verified_label_present,verified_label_without_not_verified,xlsx_sheet_count,xlsx_target_station_sheet_count,server_error,current_status_confirmed,verified_report_closure_available,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,report_frequency_decision,reader_use,non_claim
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,monthly_pdf::2026-05,monthly_pdf,Georgia monthly report PDF export,monthly,pdf,2026-05,https://air.gov.ge/en/reports_page?report_type=monthly&date_from=2026-05&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,True,200,https://air.gov.ge/en/reports_page?report_type=monthly&date_from=2026-05&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,application/pdf,245346,ce90f89b872353127274648fea87c7648cd0f0fb15a3a7fe32e8db26d2519b11,True,True,16,True,True,True,False,0,0,False,False,False,False,False,False,monthly_pdf_not_verified_keep_open,The report payload repeats the not-verified caution and stays outside closure.,"This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,monthly_pdf::2025-12,monthly_pdf,Georgia monthly report PDF export,monthly,pdf,2025-12,https://air.gov.ge/en/reports_page?report_type=monthly&date_from=2025-12&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,True,200,https://air.gov.ge/en/reports_page?report_type=monthly&date_from=2025-12&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,application/pdf,239067,8c8eece7c3ee5c5de5f714f1f4b72eee4daebcd2144c0b775f03587a4277cccb,True,True,16,True,True,True,False,0,0,False,False,False,False,False,False,monthly_pdf_not_verified_keep_open,The report payload repeats the not-verified caution and stays outside closure.,"This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_html::2025,annual_html,Georgia annual report HTML route,annual,html,2025,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,True,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_html::2025-01,annual_html,Georgia annual report HTML route,annual,html,2025-01,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,True,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_html::2025-01-01,annual_html,Georgia annual report HTML route,annual,html,2025-01-01,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,True,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_html::2025-12-31,annual_html,Georgia annual report HTML route,annual,html,2025-12-31,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-12-31&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-12-31&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,True,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_xlsx::2025,annual_xlsx,Georgia annual report XLSX export,annual,xlsx,2025,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,False,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_xlsx::2025-01,annual_xlsx,Georgia annual report XLSX export,annual,xlsx,2025-01,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,False,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_xlsx::2025-01-01,annual_xlsx,Georgia annual report XLSX export,annual,xlsx,2025-01-01,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,False,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_xlsx::2025-12-31,annual_xlsx,Georgia annual report XLSX export,annual,xlsx,2025-12-31,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-12-31&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-12-31&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=xlsx,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,False,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_pdf::2025,annual_pdf,Georgia annual report PDF export,annual,pdf,2025,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,False,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
2026-06-20T00:33:56Z,ai-first,computed_georgia_report_frequency_matrix,air_monitoring_georgia_report_frequency_matrix_v1,annual_pdf::2025-01,annual_pdf,Georgia annual report PDF export,annual,pdf,2025-01,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,False,500,https://air.gov.ge/en/reports_page?report_type=annual&date_from=2025-01&station=01005%2CAGMS%2CBTUM%2CKUTS%2CKZBG%2CORN01%2CORN02%2CORN03%2CORN04%2CORN05%2CORN06%2CORN07%2CORN08%2CRST18%2CTSRT%2CVRKT&export_type=pdf,text/html; charset=utf-8,2655,e7da4d5bf00006b973eb12c3bcf2f14011557a58b10e68e515f90032fce3fb16,False,False,0,False,False,False,False,0,0,True,False,False,False,False,False,annual_route_server_error_no_closure,"The route does not return an analysis-ready report payload, so it cannot close verification.","This scan tests official Georgia daily, monthly, and annual report routes plus XLSX/PDF exports. It does not certify any target station as verified, currently operating, station-method classified, complete monitor-grade, or station-radius ready."
