generated_at,attestation_chain,status,method,row_method_source_scan_id,method_evidence_id,iso3,country,source_station_id,source_station_name,source_station_type,exact_source_evidence_type,exact_source_station_category,exact_pm25_signal,exact_live_pm25_value_raw,exact_live_pm25_value_status,public_current_row_observed_from_prior_audit,source_urls_retrieved_for_country,source_level_method_context_sources,source_level_current_context_sources,source_level_standard_context_sources,exact_station_detail_source_retrieved,exact_station_detail_url,exact_station_detail_timestamp_raw,exact_station_detail_timestamp_iso,exact_station_detail_recent_within_30_days,exact_station_detail_value_raw,exact_station_detail_method_terms,exact_station_id_source_keys,exact_station_name_source_keys,station_alias_context_source_keys,same_page_method_context_candidate,same_page_current_context_candidate,source_level_method_context_candidate,source_level_current_context_candidate,station_context_candidate,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,source_scan_decision,reader_use,non_claim
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,GEO-row-method-source-ORN06,GEO-row_level_pm25_portal_or_api-ORN06,GEO,Georgia,ORN06,Mestia town,air.gov.ge hourly station,official_hourly_station_api,ქალაქის ფონური სადგური,True,,missing_raw_value,True,4,3,3,3,False,,,,False,,,,,airgov_home|nea_mestia_station,False,False,True,True,True,False,False,False,False,georgia_station_alias_context_keep_not_grade_ready,"Georgia sources provide station or place context for a target row, but not a station-code method table or complete grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,GEO-row-method-source-ORN07,GEO-row_level_pm25_portal_or_api-ORN07,GEO,Georgia,ORN07,Telavi-Kvirike Didi Street №43,air.gov.ge hourly station,official_hourly_station_api,ქალაქის ფონური სადგური,True,,missing_raw_value,True,4,3,3,3,False,,,,False,,,,,airgov_home,False,False,True,True,True,False,False,False,False,georgia_station_alias_context_keep_not_grade_ready,"Georgia sources provide station or place context for a target row, but not a station-code method table or complete grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,GEO-row-method-source-ORN08,GEO-row_level_pm25_portal_or_api-ORN08,GEO,Georgia,ORN08,Akhaltsikhe-Aspindza Street №18,air.gov.ge hourly station,official_hourly_station_api,ქალაქის ფონური სადგური,True,,missing_raw_value,True,4,3,3,3,False,,,,False,,,,,airgov_home,False,False,True,True,True,False,False,False,False,georgia_station_alias_context_keep_not_grade_ready,"Georgia sources provide station or place context for a target row, but not a station-code method table or complete grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,GEO-row-method-source-RST18,GEO-row_level_pm25_portal_or_api-RST18,GEO,Georgia,RST18,Rustavi - Batumi Street No. 19,air.gov.ge hourly station,official_hourly_station_api,ქალაქის ფონური სადგური,True,,missing_raw_value,True,4,3,3,3,False,,,,False,,,,,,False,False,True,True,False,False,False,False,False,source_level_context_only_keep_open,"Country source context exists, but it is not connected to the exact station row strongly enough for grade assumptions.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,GEO-row-method-source-TSRT,GEO-row_level_pm25_portal_or_api-TSRT,GEO,Georgia,TSRT,Tbilisi - Akaki Tsereteli ave. №105,air.gov.ge hourly station,official_hourly_station_api,ქალაქის გზისპირა სადგური,True,,missing_raw_value,True,4,3,3,3,False,,,,False,,,,,geo_tbilisi_air_quality_plan,False,False,True,True,True,False,False,False,False,georgia_station_alias_context_keep_not_grade_ready,"Georgia sources provide station or place context for a target row, but not a station-code method table or complete grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,GEO-row-method-source-VRKT,GEO-row_level_pm25_portal_or_api-VRKT,GEO,Georgia,VRKT,"Tbilisi - Varketili 3, IIIa m/d, near №325",air.gov.ge hourly station,official_hourly_station_api,ქალაქის გზისპირა სადგური,True,,missing_raw_value,True,4,3,3,3,False,,,,False,,,,,geo_tbilisi_air_quality_plan,False,False,True,True,True,False,False,False,False,georgia_station_alias_context_keep_not_grade_ready,"Georgia sources provide station or place context for a target row, but not a station-code method table or complete grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_bjb2,IDN-row_level_pm25_portal_or_api-pm25_bjb2,IDN,Indonesia,pm25_bjb2,Banjarbaru,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,13.7,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_bjb2,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_bjb2|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_btm2,IDN-row_level_pm25_portal_or_api-pm25_btm2,IDN,Indonesia,pm25_btm2,Batam,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,9.1,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_btm2,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_btm2|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_idp2,IDN-row_level_pm25_portal_or_api-pm25_idp2,IDN,Indonesia,pm25_idp2,Indrapuri,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,9.9,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_idp2,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_idp2|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_jm3,IDN-row_level_pm25_portal_or_api-pm25_jm3,IDN,Indonesia,pm25_jm3,Kota Jambi,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,13.3,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_jm3,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_jm3|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_jm4,IDN-row_level_pm25_portal_or_api-pm25_jm4,IDN,Indonesia,pm25_jm4,Muaro Jambi,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,11.6,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_jm4,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_jm4|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_kmy3,IDN-row_level_pm25_portal_or_api-pm25_kmy3,IDN,Indonesia,pm25_kmy3,Kemayoran,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Sedang,True,52.4,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_kmy3,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_observation_regulation_2019|bmkg_pm25_detail_template_pm25_kmy3|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_ktb2,IDN-row_level_pm25_portal_or_api-pm25_ktb2,IDN,Indonesia,pm25_ktb2,Kototabang,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,8.3,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_ktb2,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_observation_regulation_2019|bmkg_pm25_detail_template_pm25_ktb2|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_mdn2,IDN-row_level_pm25_portal_or_api-pm25_mdn2,IDN,Indonesia,pm25_mdn2,Medan,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Sedang,True,35.2,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_mdn2,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_mdn2|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_mrs,IDN-row_level_pm25_portal_or_api-pm25_mrs,IDN,Indonesia,pm25_mrs,Maros,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Sedang,True,23.5,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_mrs,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_mrs|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_msg,IDN-row_level_pm25_portal_or_api-pm25_msg,IDN,Indonesia,pm25_msg,Pesawaran,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Sedang,True,44.8,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_msg,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_msg|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_pbb,IDN-row_level_pm25_portal_or_api-pm25_pbb,IDN,Indonesia,pm25_pbb,Bengkulu,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Sedang,True,20.5,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pbb,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_pbb|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_pk2,IDN-row_level_pm25_portal_or_api-pm25_pk2,IDN,Indonesia,pm25_pk2,Pekanbaru,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,10.6,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pk2,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_pk2|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_pl3,IDN-row_level_pm25_portal_or_api-pm25_pl3,IDN,Indonesia,pm25_pl3,Talang Betutu Palembang,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Baik,True,11.1,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pl3,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_pl3|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
2026-06-19T13:08:23Z,ai-first,computed_indonesia_georgia_row_method_source_scan,air_monitoring_indonesia_georgia_row_method_source_scan_v1,IDN-row-method-source-pm25_plb4,IDN-row_level_pm25_portal_or_api-pm25_plb4,IDN,Indonesia,pm25_plb4,Musi 2 Palembang,BMKG PM2.5 portal location,official_pm25_portal_nuxt_payload,Sedang,True,15.3,positive_raw_value,True,4,4,3,2,True,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_plb4,"19 Jun 2026, 18.00 WIB",2026-06-19T18:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,,bmkg_pm25_detail_template_pm25_plb4|bmkg_pm25_portal,,True,True,True,True,True,False,False,False,False,exact_bmkg_detail_method_context_keep_not_grade_ready,"BMKG station-detail pages connect the exact station page to Beta Attenuation Monitoring language, but they do not provide complete station-grade/current-status certification.","This scan checks public Indonesia and Georgia source language for exact-row method, operating, and station-context evidence. It does not certify any station as currently operating, complete monitor-grade, or station-radius-ready."
