generated_at,attestation_chain,status,method,bmkg_regional_status_scan_id,source_station_id,source_station_name,matched_source_keys,matched_source_roles,source_url_count,exact_station_name_external_context,location_level_external_context,explicit_regional_status_online,status_source_key,status_source_url,status_timestamp_raw,status_timestamp_iso,status_recent_within_30_days,status_value_ug_m3,status_category_raw,source_latitude,source_longitude,public_information_cadence_context,service_tariff_context,historical_station_context,regulator_station_context,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,current_status_confirmed,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,regional_status_decision,reader_use,non_claim
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_pbb,pm25_pbb,Bengkulu,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_pk2,pm25_pk2,Pekanbaru,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_pl3,pm25_pl3,Talang Betutu Palembang,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_plb4,pm25_plb4,Musi 2 Palembang,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_pr2,pm25_pr2,Palangkaraya,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_ptn2,pm25_ptn2,Mempawah,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_sm2,pm25_sm2,Samarinda,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_smg,pm25_smg,Semarang,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_spd,pm25_spd,Kubu Raya,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_srg,pm25_srg,Sorong,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_tj2,pm25_tj2,Tanjung Harapan,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T01:28:05Z,ai-first,computed_bmkg_regional_status_source_scan,air_monitoring_bmkg_regional_status_source_scan_v1,IDN-bmkg-regional-status-pm25_yky,pm25_yky,Sleman,,,0,False,False,False,,,,,False,,,,,True,True,False,False,False,False,False,False,False,False,no_regional_station_status_source_keep_blocked,No seeded regional or regulator source names this exact station with status evidence.,"This scan records public BMKG regional, public-information, service, historical, and regulator context for the 22 BMKG PM2.5 rows. A regional source can close current-status only when it names an exact target station with explicit status text and a recent timestamp. It does not certify station-specific inspection logs, calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
