generated_at,attestation_chain,status,method,iso3,iso2,country,subregion,upgrade_queue_class,pm25_locations_in_committed_panel,pm25_exposure_ugm3,baseline_gap_top5,zero_public_monitor_above_guideline,top_positive_gdp_residual,query_status,openaq_location_id,openaq_location_name,openaq_country_code,openaq_country_name,latitude,longitude,station_coordinate_available,coordinate_quality_status,coordinate_in_target_country_bbox,owner_name,provider_name,owner_or_provider_available,monitor_grade_available,first_seen,first_seen_available,last_seen,last_seen_available,is_mobile,is_monitor,pm25_sensor_count,parameter_tokens,license_names,station_radius_coordinate_input_available,station_radius_analysis_ready,non_claim
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6219798,"Kalijung,Gazipur",BD,Bangladesh,23.900352,90.539333,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-01-29T09:00:00Z,True,2026-02-05T05:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6234078,Kaliganj | Gazipur | Smart Air Bangladesh,BD,Bangladesh,23.900343,90.539289,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-09T05:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6234363,Gulshan Society Lake Park | Dhaka | Smart Air Bangladesh,BD,Bangladesh,23.801435,90.410545,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-09T11:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6236590,"Hazaribagh, Jigatola | Dhaka | Smart Air Bangladesh",BD,Bangladesh,23.740437369394463,90.37358367755498,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-11T13:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6240023,"Dhanmondi, Road No. 7 | Dhaka l Smart Air Bangladesh",BD,Bangladesh,23.744966,90.383485,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-14T17:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6240773,"North Badda, Abdullahbag | Dhaka l Smart Air Bangladesh",BD,Bangladesh,23.78930160418681,90.43181041772891,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-15T10:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6242079,Moghbazar; Bhodro Goli | Dhaka | Smart Air Bangladesh,BD,Bangladesh,23.751525098776487,90.40418346811546,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-16T11:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6242232,"Baridhara, Park Road | Dhaka l Smart Air Bangladesh",BD,Bangladesh,23.8015,90.42206,True,target_country_bbox_match,True,Smart Air Bangladesh,AirGradient,True,False,2026-02-16T16:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6251395,"Mirpur, Shewrapara | Dhaka | Smart Air Bangladesh",BD,Bangladesh,23.787855,90.3728743,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-02-24T18:00:00Z,True,2026-06-17T14:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6271076,Baridhara Lakeside,BD,Bangladesh,23.805806130405518,90.41580533677225,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-03-14T04:00:00Z,True,2026-06-18T13:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6313504,Sensor No -01,BD,Bangladesh,23.780512,90.423122,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-04-19T11:00:00Z,True,2026-04-26T10:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6314693,Monitor no -5,BD,Bangladesh,23.823305,90.440429,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-04-20T09:00:00Z,True,2026-04-26T09:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6322838,Sensor No -03,BD,Bangladesh,23.785969,90.427902,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-04-26T07:00:00Z,True,2026-04-26T10:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,BGD,BD,Bangladesh,South Asia,baseline_top5_and_positive_gdp_residual,20,42.38,True,False,True,computed,6322839,Sensor No -04,BD,Bangladesh,23.823305,90.440429,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-04-26T07:00:00Z,True,2026-04-26T09:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,MMR,MM,Myanmar,Southeast Asia,baseline_top5_and_positive_gdp_residual,3,32.32,True,False,True,computed,7153,Rangoon,MM,Myanmar,16.8256,96.1445,True,target_country_bbox_match,True,Unknown Governmental Organization,AirNow,True,False,2019-06-16T08:00:00Z,True,2025-03-24T23:30:00Z,True,False,True,1,10;2;o3;o₃;pm25,US Public Domain,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,MMR,MM,Myanmar,Southeast Asia,baseline_top5_and_positive_gdp_residual,3,32.32,True,False,True,computed,5894629,Yangon,MM,Myanmar,16.86421,96.14311,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2025-09-24T06:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,MMR,MM,Myanmar,Southeast Asia,baseline_top5_and_positive_gdp_residual,3,32.32,True,False,True,computed,6185910,Strand,MM,Myanmar,16.4689291,97.6215294,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-01-01T13:00:00Z,True,2026-01-02T04:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,UZB,UZ,Uzbekistan,Central and West Asia,baseline_top5_and_positive_gdp_residual,5,31.96,True,False,True,computed,8881,US Diplomatic Post: Tashkent,UZ,Uzbekistan,41.3672,69.2725,True,target_country_bbox_match,True,Unknown Governmental Organization,StateAir Tashkent,True,False,2018-11-27T22:00:00Z,True,2025-03-04T12:00:00Z,True,False,True,1,10;2;o3;o₃;pm25,,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,UZB,UZ,Uzbekistan,Central and West Asia,baseline_top5_and_positive_gdp_residual,5,31.96,True,False,True,computed,4902926,Sputnik-4,UZ,Uzbekistan,41.204655,69.232522,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2025-06-29T19:00:00Z,True,2026-01-19T17:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,UZB,UZ,Uzbekistan,Central and West Asia,baseline_top5_and_positive_gdp_residual,5,31.96,True,False,True,computed,6207769,Oqtosh,UZ,Uzbekistan,39.928233,65.914892,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-01-20T03:00:00Z,True,2026-02-21T02:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,UZB,UZ,Uzbekistan,Central and West Asia,baseline_top5_and_positive_gdp_residual,5,31.96,True,False,True,computed,6247413,Oqtosh,UZ,Uzbekistan,39.921664,65.924849,True,target_country_bbox_match,True,AirGradient,AirGradient,True,False,2026-02-21T04:00:00Z,True,2026-06-19T06:00:00Z,True,False,False,1,100;125;19;2;98;pm03count;pm1;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,TJK,TJ,Tajikistan,Central and West Asia,baseline_top5_monitor_metadata,5,37.05,True,False,False,computed,8684,Dushanbe,TJ,Tajikistan,38.557671,68.775917,True,target_country_bbox_match,True,Unknown Governmental Organization,AirNow,True,False,2019-10-28T19:00:00Z,True,2026-06-19T06:00:00Z,True,False,True,1,2;pm25,US Public Domain,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,TJK,TJ,Tajikistan,Central and West Asia,baseline_top5_monitor_metadata,5,37.05,True,False,False,computed,9769,US Diplomatic Post: Dushanbe,TJ,Tajikistan,38.579708,68.712176,True,target_country_bbox_match,True,Unknown Governmental Organization,StateAir Dushanbe,True,False,2019-10-20T23:00:00Z,True,2025-03-04T12:00:00Z,True,False,True,1,2;pm25,,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,TJK,TJ,Tajikistan,Central and West Asia,baseline_top5_monitor_metadata,5,37.05,True,False,False,computed,1236018,19 microdistrict,TJ,Tajikistan,40.2958293,69.6089663,True,target_country_bbox_match,True,Unknown Governmental Organization,AirGradient,True,False,2023-07-15T13:00:00Z,True,2024-12-21T11:00:00Z,True,False,False,1,1;100;125;19;2;98;pm03count;pm1;pm10;pm25;relativehumidity;rh;temperature;temperature(c);um003,CC BY 4.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,TJK,TJ,Tajikistan,Central and West Asia,baseline_top5_monitor_metadata,5,37.05,True,False,False,computed,1894632,Khujand,TJ,Tajikistan,40.30317,69.63906,True,target_country_bbox_match,True,Clarity,Clarity,True,False,2023-11-28T17:00:16Z,True,2026-05-02T05:06:42Z,True,False,False,1,1;100;128;19;2;pm1;pm10;pm25;temperature;temperature(c);temperature(f),CC0 1.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,TJK,TJ,Tajikistan,Central and West Asia,baseline_top5_monitor_metadata,5,37.05,True,False,False,computed,1924313,Khujand,TJ,Tajikistan,40.26804,69.80165,True,target_country_bbox_match,True,Clarity,Clarity,True,False,2023-12-06T04:06:17Z,True,2026-05-02T04:49:25Z,True,False,False,1,1;100;128;19;2;pm1;pm10;pm25;temperature;temperature(c);temperature(f),CC0 1.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
2026-06-19T06:27:19Z,ai-first,computed,air_monitoring_openaq_station_metadata_fetch_v1,TJK,TJ,Tajikistan,Central and West Asia,baseline_top5_monitor_metadata,5,37.05,True,False,False,computed,6395765,"Hydrometeorological Center, Guliston",TJ,Tajikistan,40.26808,69.80533,True,target_country_bbox_match,True,Clarity,Clarity,True,False,2026-06-09T19:03:51Z,True,2026-06-19T02:51:35Z,True,False,False,1,2;pm25,CC0 1.0,True,False,"This public-source access pass queries OpenAQ v3 location metadata for the air-monitoring upgrade queue. It does not validate monitor grade, does not prove no monitor exists outside OpenAQ, does not create a regulatory inventory, and does not estimate station-radius population coverage."
