month,location,radius_km,reducer,scheduled_nights,paired_valid_nights,paired_coverage_share,monthly_ratio_median,monthly_ratio_mean,month_valid
2013-05,Palawan,50,p75,6,5,0.8333333333333334,0.3088228044879914,0.3343379671428121,True
2013-05,Palawan,75,mean,6,5,0.8333333333333334,0.1430673393753647,0.22756716598847238,True
2013-05,Palawan,75,p75,6,5,0.8333333333333334,0.2789514521822213,0.3842695099270854,True
2013-05,Samar,25,mean,6,4,0.6666666666666666,0.15165348075063995,0.17671092156368207,True
2013-05,Samar,25,p75,6,4,0.6666666666666666,0.2139359255511242,0.21527795377593806,True
2013-05,Samar,50,mean,6,5,0.8333333333333334,0.1361191551494263,0.33700309850277677,True
2013-05,Samar,50,p75,6,5,0.8333333333333334,0.31970691214650465,0.49041039372043327,True
2013-05,Samar,75,mean,6,5,0.8333333333333334,0.18867598570140418,0.326451754931646,True
2013-05,Samar,75,p75,6,5,0.8333333333333334,0.38415199693996654,0.5680307714401841,True
2013-06,Aklan,25,mean,6,0,0.0,,,False
2013-06,Aklan,25,p75,6,0,0.0,,,False
2013-06,Aklan,50,mean,6,1,0.16666666666666666,0.1861813343715176,0.1861813343715176,False
2013-06,Aklan,50,p75,6,1,0.16666666666666666,0.24072589790119914,0.24072589790119914,False
2013-06,Aklan,75,mean,6,2,0.3333333333333333,0.3822115470852232,0.3822115470852232,True
2013-06,Aklan,75,p75,6,2,0.3333333333333333,0.44626680610477804,0.44626680610477804,True
2013-06,Capiz,25,mean,6,0,0.0,,,False
2013-06,Capiz,25,p75,6,0,0.0,,,False
2013-06,Capiz,50,mean,6,2,0.3333333333333333,0.2798597889572099,0.2798597889572099,True
2013-06,Capiz,50,p75,6,2,0.3333333333333333,0.43380785894500995,0.43380785894500995,True
2013-06,Capiz,75,mean,6,3,0.5,0.3744974993249466,0.5864847805053623,True
2013-06,Capiz,75,p75,6,3,0.5,0.5686245389520757,0.6208455343550802,True
2013-06,Cebu,25,mean,6,1,0.16666666666666666,5.075081370729198,5.075081370729198,False
2013-06,Cebu,25,p75,6,1,0.16666666666666666,5.412111661028518,5.412111661028518,False
2013-06,Cebu,50,mean,6,2,0.3333333333333333,2.840104602658469,2.840104602658469,True
2013-06,Cebu,50,p75,6,2,0.3333333333333333,1.244667785384651,1.244667785384651,True
2013-06,Cebu,75,mean,6,3,0.5,1.243346399704472,1.425112316864219,True
2013-06,Cebu,75,p75,6,3,0.5,0.8539006753849014,0.8059202823326292,True
2013-06,Iloilo,25,mean,6,0,0.0,,,False
2013-06,Iloilo,25,p75,6,0,0.0,,,False
2013-06,Iloilo,50,mean,6,2,0.3333333333333333,0.30994517294701585,0.30994517294701585,True
2013-06,Iloilo,50,p75,6,2,0.3333333333333333,0.45424367222765655,0.45424367222765655,True
2013-06,Iloilo,75,mean,6,3,0.5,0.39117380909640714,0.628234761097975,True
2013-06,Iloilo,75,p75,6,3,0.5,0.5796866393558775,0.6394889524354098,True
2013-06,Leyte,25,mean,6,0,0.0,,,False
2013-06,Leyte,25,p75,6,0,0.0,,,False
2013-06,Leyte,50,mean,6,1,0.16666666666666666,0.21603970712050585,0.21603970712050585,False
2013-06,Leyte,50,p75,6,1,0.16666666666666666,0.30298363711334036,0.30298363711334036,False
2013-06,Leyte,75,mean,6,2,0.3333333333333333,0.8027457557271346,0.8027457557271346,True
2013-06,Leyte,75,p75,6,2,0.3333333333333333,0.839396979469517,0.839396979469517,True
2013-06,Palawan,25,mean,6,2,0.3333333333333333,0.09605524377260685,0.09605524377260685,True
2013-06,Palawan,25,p75,6,2,0.3333333333333333,0.0780119904442371,0.0780119904442371,True
2013-06,Palawan,50,mean,6,2,0.3333333333333333,0.17947418079153152,0.17947418079153152,True
2013-06,Palawan,50,p75,6,2,0.3333333333333333,0.19255744138818576,0.19255744138818576,True
2013-06,Palawan,75,mean,6,3,0.5,0.5705399894571237,0.4866563834602526,True
2013-06,Palawan,75,p75,6,3,0.5,0.2747309583211128,0.3191598431766782,True
2013-06,Samar,25,mean,6,0,0.0,,,False
2013-06,Samar,25,p75,6,0,0.0,,,False
2013-06,Samar,50,mean,6,2,0.3333333333333333,0.556280137803997,0.556280137803997,True
2013-06,Samar,50,p75,6,2,0.3333333333333333,0.6288925369428436,0.6288925369428436,True
2013-06,Samar,75,mean,6,3,0.5,0.3144265265760821,0.5670296529891669,True
2013-06,Samar,75,p75,6,3,0.5,0.4209458572119016,0.588154824823104,True
2013-07,Aklan,25,mean,6,1,0.16666666666666666,0.02439073029508777,0.02439073029508777,False
2013-07,Aklan,25,p75,6,1,0.16666666666666666,0.05736611657751974,0.05736611657751974,False
2013-07,Aklan,50,mean,6,1,0.16666666666666666,0.04413854054787102,0.04413854054787102,False
2013-07,Aklan,50,p75,6,1,0.16666666666666666,0.24242047482322146,0.24242047482322146,False
2013-07,Aklan,75,mean,6,1,0.16666666666666666,0.07768102320674133,0.07768102320674133,False
2013-07,Aklan,75,p75,6,1,0.16666666666666666,0.37278212535835054,0.37278212535835054,False
2013-07,Capiz,25,mean,6,1,0.16666666666666666,0.09758805774244318,0.09758805774244318,False
2013-07,Capiz,25,p75,6,1,0.16666666666666666,0.12414620484847291,0.12414620484847291,False
2013-07,Capiz,50,mean,6,1,0.16666666666666666,0.1542451014765858,0.1542451014765858,False
2013-07,Capiz,50,p75,6,1,0.16666666666666666,0.4246915761069938,0.4246915761069938,False
2013-07,Capiz,75,mean,6,1,0.16666666666666666,0.13021376429416673,0.13021376429416673,False
2013-07,Capiz,75,p75,6,1,0.16666666666666666,0.46067210740188025,0.46067210740188025,False
2013-07,Cebu,25,mean,6,0,0.0,,,False
2013-07,Cebu,25,p75,6,0,0.0,,,False
2013-07,Cebu,50,mean,6,0,0.0,,,False
2013-07,Cebu,50,p75,6,0,0.0,,,False
2013-07,Cebu,75,mean,6,0,0.0,,,False
2013-07,Cebu,75,p75,6,0,0.0,,,False
2013-07,Iloilo,25,mean,6,1,0.16666666666666666,0.13035800921764526,0.13035800921764526,False
2013-07,Iloilo,25,p75,6,1,0.16666666666666666,0.147304487142046,0.147304487142046,False
2013-07,Iloilo,50,mean,6,1,0.16666666666666666,0.14892501409298584,0.14892501409298584,False
2013-07,Iloilo,50,p75,6,1,0.16666666666666666,0.45306952375693116,0.45306952375693116,False
2013-07,Iloilo,75,mean,6,2,0.3333333333333333,-0.18961764820001215,-0.18961764820001215,True
2013-07,Iloilo,75,p75,6,2,0.3333333333333333,-0.059593268027981317,-0.059593268027981317,True
2013-07,Leyte,25,mean,6,1,0.16666666666666666,-0.012097366936252648,-0.012097366936252648,False
2013-07,Leyte,25,p75,6,1,0.16666666666666666,0.02860160988336705,0.02860160988336705,False
2013-07,Leyte,50,mean,6,1,0.16666666666666666,-0.04993792877123811,-0.04993792877123811,False
2013-07,Leyte,50,p75,6,1,0.16666666666666666,0.08834399599878223,0.08834399599878223,False
2013-07,Leyte,75,mean,6,1,0.16666666666666666,-0.15631691939899392,-0.15631691939899392,False
2013-07,Leyte,75,p75,6,1,0.16666666666666666,-0.10283457873085627,-0.10283457873085627,False
2013-07,Palawan,25,mean,6,1,0.16666666666666666,0.022587445976234386,0.022587445976234386,False
2013-07,Palawan,25,p75,6,1,0.16666666666666666,0.042020968812481296,0.042020968812481296,False
2013-07,Palawan,50,mean,6,1,0.16666666666666666,0.05975290878991221,0.05975290878991221,False
2013-07,Palawan,50,p75,6,1,0.16666666666666666,0.14714177407289836,0.14714177407289836,False
2013-07,Palawan,75,mean,6,1,0.16666666666666666,0.22728496987519994,0.22728496987519994,False
2013-07,Palawan,75,p75,6,1,0.16666666666666666,0.26559656181316665,0.26559656181316665,False
2013-07,Samar,25,mean,6,0,0.0,,,False
2013-07,Samar,25,p75,6,0,0.0,,,False
2013-07,Samar,50,mean,6,0,0.0,,,False
2013-07,Samar,50,p75,6,0,0.0,,,False
2013-07,Samar,75,mean,6,0,0.0,,,False
2013-07,Samar,75,p75,6,0,0.0,,,False
2013-08,Aklan,25,mean,6,1,0.16666666666666666,0.2034519285631057,0.2034519285631057,False
2013-08,Aklan,25,p75,6,1,0.16666666666666666,0.19692397894355906,0.19692397894355906,False
2013-08,Aklan,50,mean,6,1,0.16666666666666666,0.6264241235650819,0.6264241235650819,False
2013-08,Aklan,50,p75,6,1,0.16666666666666666,0.6515386046141256,0.6515386046141256,False
2013-08,Aklan,75,mean,6,3,0.5,0.09526444405332925,0.254142065287668,True
2013-08,Aklan,75,p75,6,3,0.5,0.2601216095260216,0.3730985604553674,True
2013-08,Capiz,25,mean,6,1,0.16666666666666666,0.22478939883,0.22478939883,False
2013-08,Capiz,25,p75,6,1,0.16666666666666666,0.18761872175670574,0.18761872175670574,False
2013-08,Capiz,50,mean,6,2,0.3333333333333333,0.502240619838805,0.502240619838805,True
2013-08,Capiz,50,p75,6,2,0.3333333333333333,0.4860888842963531,0.4860888842963531,True
2013-08,Capiz,75,mean,6,2,0.3333333333333333,0.4837321686394021,0.4837321686394021,True
2013-08,Capiz,75,p75,6,2,0.3333333333333333,0.5483363784569351,0.5483363784569351,True
2013-08,Cebu,25,mean,6,1,0.16666666666666666,0.685267086097695,0.685267086097695,False
2013-08,Cebu,25,p75,6,1,0.16666666666666666,0.34906308604156233,0.34906308604156233,False
2013-08,Cebu,50,mean,6,2,0.3333333333333333,1.3022874265901723,1.3022874265901723,True
2013-08,Cebu,50,p75,6,2,0.3333333333333333,0.5936450968513699,0.5936450968513699,True
2013-08,Cebu,75,mean,6,2,0.3333333333333333,0.731035256229137,0.731035256229137,True
2013-08,Cebu,75,p75,6,2,0.3333333333333333,0.5038398067811442,0.5038398067811442,True
2013-08,Iloilo,25,mean,6,1,0.16666666666666666,0.24594517115137923,0.24594517115137923,False
2013-08,Iloilo,25,p75,6,1,0.16666666666666666,0.18987035886856582,0.18987035886856582,False
2013-08,Iloilo,50,mean,6,2,0.3333333333333333,0.5765456293209411,0.5765456293209411,True
2013-08,Iloilo,50,p75,6,2,0.3333333333333333,0.5497528620736338,0.5497528620736338,True
2013-08,Iloilo,75,mean,6,2,0.3333333333333333,0.49998867013755754,0.49998867013755754,True
2013-08,Iloilo,75,p75,6,2,0.3333333333333333,0.5616553941293475,0.5616553941293475,True
2013-08,Leyte,25,mean,6,1,0.16666666666666666,0.30612321627194267,0.30612321627194267,False
2013-08,Leyte,25,p75,6,1,0.16666666666666666,0.17075744790156358,0.17075744790156358,False
2013-08,Leyte,50,mean,6,2,0.3333333333333333,0.6616213937662684,0.6616213937662684,True
2013-08,Leyte,50,p75,6,2,0.3333333333333333,0.43790152676451777,0.43790152676451777,True
2013-08,Leyte,75,mean,6,2,0.3333333333333333,0.48814659851859243,0.48814659851859243,True
2013-08,Leyte,75,p75,6,2,0.3333333333333333,0.3987941317882626,0.3987941317882626,True
2013-08,Palawan,25,mean,6,1,0.16666666666666666,0.1824659506135551,0.1824659506135551,False
2013-08,Palawan,25,p75,6,1,0.16666666666666666,0.21017088039643209,0.21017088039643209,False
2013-08,Palawan,50,mean,6,1,0.16666666666666666,0.5806327729349242,0.5806327729349242,False
2013-08,Palawan,50,p75,6,1,0.16666666666666666,0.7453472922535227,0.7453472922535227,False
2013-08,Palawan,75,mean,6,1,0.16666666666666666,0.6264212221203204,0.6264212221203204,False
2013-08,Palawan,75,p75,6,1,0.16666666666666666,0.8026864842537483,0.8026864842537483,False
2013-08,Samar,25,mean,6,1,0.16666666666666666,0.18245451869090157,0.18245451869090157,False
2013-08,Samar,25,p75,6,1,0.16666666666666666,0.15880714171758026,0.15880714171758026,False
2013-08,Samar,50,mean,6,3,0.5,0.16727548551722787,0.29091197601006774,True
2013-08,Samar,50,p75,6,3,0.5,0.254341828119042,0.3209185915290957,True
2013-08,Samar,75,mean,6,3,0.5,0.05626914922360673,0.265949871968227,True
2013-08,Samar,75,p75,6,3,0.5,0.17315456452431624,0.29127476487575527,True
2013-09,Aklan,25,mean,6,0,0.0,,,False
2013-09,Aklan,25,p75,6,0,0.0,,,False
2013-09,Aklan,50,mean,6,0,0.0,,,False
2013-09,Aklan,50,p75,6,0,0.0,,,False
2013-09,Aklan,75,mean,6,1,0.16666666666666666,0.014412075606030302,0.014412075606030302,False
2013-09,Aklan,75,p75,6,1,0.16666666666666666,0.026708276698736617,0.026708276698736617,False
2013-09,Capiz,25,mean,6,0,0.0,,,False
2013-09,Capiz,25,p75,6,0,0.0,,,False
2013-09,Capiz,50,mean,6,0,0.0,,,False
2013-09,Capiz,50,p75,6,0,0.0,,,False
2013-09,Capiz,75,mean,6,1,0.16666666666666666,0.12609723494832886,0.12609723494832886,False
2013-09,Capiz,75,p75,6,1,0.16666666666666666,0.05558238862747374,0.05558238862747374,False
2013-09,Cebu,25,mean,6,0,0.0,,,False
2013-09,Cebu,25,p75,6,0,0.0,,,False
2013-09,Cebu,50,mean,6,0,0.0,,,False
2013-09,Cebu,50,p75,6,0,0.0,,,False
2013-09,Cebu,75,mean,6,1,0.16666666666666666,0.39943435178362247,0.39943435178362247,False
2013-09,Cebu,75,p75,6,1,0.16666666666666666,0.0690942131196408,0.0690942131196408,False
2013-09,Iloilo,25,mean,6,0,0.0,,,False
2013-09,Iloilo,25,p75,6,0,0.0,,,False
2013-09,Iloilo,50,mean,6,0,0.0,,,False
2013-09,Iloilo,50,p75,6,0,0.0,,,False
2013-09,Iloilo,75,mean,6,1,0.16666666666666666,0.1663140639960558,0.1663140639960558,False
2013-09,Iloilo,75,p75,6,1,0.16666666666666666,0.0681527711918432,0.0681527711918432,False
2013-09,Leyte,25,mean,6,1,0.16666666666666666,0.1561558015389563,0.1561558015389563,False
2013-09,Leyte,25,p75,6,1,0.16666666666666666,0.1907685315394957,0.1907685315394957,False
2013-09,Leyte,50,mean,6,1,0.16666666666666666,0.10058764358207417,0.10058764358207417,False
2013-09,Leyte,50,p75,6,1,0.16666666666666666,0.14440209809495239,0.14440209809495239,False
2013-09,Leyte,75,mean,6,2,0.3333333333333333,0.057167923587863934,0.057167923587863934,True
2013-09,Leyte,75,p75,6,2,0.3333333333333333,0.1174113394233564,0.1174113394233564,True
2013-09,Palawan,25,mean,6,0,0.0,,,False
2013-09,Palawan,25,p75,6,0,0.0,,,False
2013-09,Palawan,50,mean,6,1,0.16666666666666666,-0.023822103574610305,-0.023822103574610305,False
2013-09,Palawan,50,p75,6,1,0.16666666666666666,0.0425350667160533,0.0425350667160533,False
2013-09,Palawan,75,mean,6,2,0.3333333333333333,-0.023108783110983258,-0.023108783110983258,True
2013-09,Palawan,75,p75,6,2,0.3333333333333333,0.038114689153795504,0.038114689153795504,True
2013-09,Samar,25,mean,6,1,0.16666666666666666,0.05518638215296402,0.05518638215296402,False
2013-09,Samar,25,p75,6,1,0.16666666666666666,0.16518239881898603,0.16518239881898603,False
2013-09,Samar,50,mean,6,2,0.3333333333333333,0.012186904276822622,0.012186904276822622,True
2013-09,Samar,50,p75,6,2,0.3333333333333333,0.07770562798670161,0.07770562798670161,True
2013-09,Samar,75,mean,6,3,0.5,0.019908506425749206,0.0341118343712809,True
2013-09,Samar,75,p75,6,3,0.5,0.1790463141776097,0.2043043356012121,True
2013-10,Aklan,25,mean,6,0,0.0,,,False
2013-10,Aklan,25,p75,6,0,0.0,,,False
2013-10,Aklan,50,mean,6,1,0.16666666666666666,0.01744113994027111,0.01744113994027111,False
2013-10,Aklan,50,p75,6,1,0.16666666666666666,0.05432586315546785,0.05432586315546785,False
2013-10,Aklan,75,mean,6,3,0.5,0.10454640968531309,0.37970608545580053,True
2013-10,Aklan,75,p75,6,3,0.5,0.19255424213897349,0.49170683382279834,True
2013-10,Capiz,25,mean,6,0,0.0,,,False
2013-10,Capiz,25,p75,6,0,0.0,,,False
2013-10,Capiz,50,mean,6,0,0.0,,,False
2013-10,Capiz,50,p75,6,0,0.0,,,False
2013-10,Capiz,75,mean,6,2,0.3333333333333333,0.4995873768387742,0.4995873768387742,True
2013-10,Capiz,75,p75,6,2,0.3333333333333333,0.6311313360097341,0.6311313360097341,True
2013-10,Cebu,25,mean,6,0,0.0,,,False
2013-10,Cebu,25,p75,6,0,0.0,,,False
2013-10,Cebu,50,mean,6,0,0.0,,,False
2013-10,Cebu,50,p75,6,0,0.0,,,False
2013-10,Cebu,75,mean,6,1,0.16666666666666666,0.45151350179944405,0.45151350179944405,False
2013-10,Cebu,75,p75,6,1,0.16666666666666666,0.4652218845577086,0.4652218845577086,False
2013-10,Iloilo,25,mean,6,0,0.0,,,False
2013-10,Iloilo,25,p75,6,0,0.0,,,False
2013-10,Iloilo,50,mean,6,0,0.0,,,False
2013-10,Iloilo,50,p75,6,0,0.0,,,False
2013-10,Iloilo,75,mean,6,2,0.3333333333333333,0.525211081525575,0.525211081525575,True
2013-10,Iloilo,75,p75,6,2,0.3333333333333333,0.6433540914729992,0.6433540914729992,True
2013-10,Leyte,25,mean,6,1,0.16666666666666666,0.12764112387384594,0.12764112387384594,False
2013-10,Leyte,25,p75,6,1,0.16666666666666666,0.07904644643978291,0.07904644643978291,False
2013-10,Leyte,50,mean,6,1,0.16666666666666666,0.23231542989667178,0.23231542989667178,False
2013-10,Leyte,50,p75,6,1,0.16666666666666666,0.3285744265133079,0.3285744265133079,False
2013-10,Leyte,75,mean,6,2,0.3333333333333333,0.3036765014471815,0.3036765014471815,True
2013-10,Leyte,75,p75,6,2,0.3333333333333333,0.3747467163629382,0.3747467163629382,True
2013-10,Palawan,25,mean,6,2,0.3333333333333333,0.024472596085995203,0.024472596085995203,True
2013-10,Palawan,25,p75,6,2,0.3333333333333333,0.027010609571818937,0.027010609571818937,True
2013-10,Palawan,50,mean,6,2,0.3333333333333333,0.031243397912279168,0.031243397912279168,True
2013-10,Palawan,50,p75,6,2,0.3333333333333333,0.07644680507283433,0.07644680507283433,True
2013-10,Palawan,75,mean,6,2,0.3333333333333333,0.05596659022262503,0.05596659022262503,True
2013-10,Palawan,75,p75,6,2,0.3333333333333333,0.15017644608398806,0.15017644608398806,True
2013-10,Samar,25,mean,6,1,0.16666666666666666,0.07658769766558392,0.07658769766558392,False
2013-10,Samar,25,p75,6,1,0.16666666666666666,0.08088749495588038,0.08088749495588038,False
2013-10,Samar,50,mean,6,1,0.16666666666666666,0.15816142266143746,0.15816142266143746,False
2013-10,Samar,50,p75,6,1,0.16666666666666666,0.28949906793149405,0.28949906793149405,False
2013-10,Samar,75,mean,6,2,0.3333333333333333,0.3275000448300104,0.3275000448300104,True
2013-10,Samar,75,p75,6,2,0.3333333333333333,0.44231803585518825,0.44231803585518825,True
2013-11,Aklan,25,mean,6,1,0.16666666666666666,1.4285387116406505,1.4285387116406505,False
2013-11,Aklan,25,p75,6,1,0.16666666666666666,1.8047070628692456,1.8047070628692456,False
2013-11,Aklan,50,mean,6,4,0.6666666666666666,0.2401325954249482,0.43295106869296096,True
2013-11,Aklan,50,p75,6,4,0.6666666666666666,0.3073383901500166,0.5139903011028863,True
2013-11,Aklan,75,mean,6,6,1.0,0.03348526885873423,0.24299387135654069,True
2013-11,Aklan,75,p75,6,6,1.0,0.24270301088048135,0.43255581614480487,True
2013-11,Capiz,25,mean,6,2,0.3333333333333333,0.4099130763567599,0.4099130763567599,True
2013-11,Capiz,25,p75,6,2,0.3333333333333333,0.5604940683199133,0.5604940683199133,True
2013-11,Capiz,50,mean,6,3,0.5,0.4020899396056453,0.5803931023665507,True
2013-11,Capiz,50,p75,6,3,0.5,0.0476084823094456,0.5338978150313823,True
2013-11,Capiz,75,mean,6,4,0.6666666666666666,0.27072551793114236,0.3741867333182849,True
2013-11,Capiz,75,p75,6,4,0.6666666666666666,0.274921369162396,0.49419352679293704,True
2013-11,Cebu,25,mean,6,1,0.16666666666666666,0.04178492375290994,0.04178492375290994,False
2013-11,Cebu,25,p75,6,1,0.16666666666666666,0.03979080831204357,0.03979080831204357,False
2013-11,Cebu,50,mean,6,1,0.16666666666666666,0.09477704260991879,0.09477704260991879,False
2013-11,Cebu,50,p75,6,1,0.16666666666666666,0.24850345337325397,0.24850345337325397,False
2013-11,Cebu,75,mean,6,3,0.5,0.11540057794529163,0.6277701558786447,True
2013-11,Cebu,75,p75,6,3,0.5,0.3124414650904872,0.7400461377511808,True
2013-11,Iloilo,25,mean,6,1,0.16666666666666666,0.7627259679954971,0.7627259679954971,False
2013-11,Iloilo,25,p75,6,1,0.16666666666666666,0.997316801079384,0.997316801079384,False
2013-11,Iloilo,50,mean,6,1,0.16666666666666666,1.6550552287071734,1.6550552287071734,False
2013-11,Iloilo,50,p75,6,1,0.16666666666666666,1.552559904896977,1.552559904896977,False
2013-11,Iloilo,75,mean,6,3,0.5,0.08962778729119883,0.5277192074129928,True
2013-11,Iloilo,75,p75,6,3,0.5,0.34071893038301543,0.737115307443713,True
2013-11,Leyte,25,mean,6,1,0.16666666666666666,0.0036435312503741656,0.0036435312503741656,False
2013-11,Leyte,25,p75,6,1,0.16666666666666666,0.009080224137296217,0.009080224137296217,False
2013-11,Leyte,50,mean,6,2,0.3333333333333333,-0.0026534030726848073,-0.0026534030726848073,True
2013-11,Leyte,50,p75,6,2,0.3333333333333333,0.15191497014669253,0.15191497014669253,True
2013-11,Leyte,75,mean,6,4,0.6666666666666666,0.15761893796983484,0.40523977956698254,True
2013-11,Leyte,75,p75,6,4,0.6666666666666666,0.48499080322423427,0.6789372826267359,True
2013-11,Palawan,25,mean,6,2,0.3333333333333333,0.02568499858392922,0.02568499858392922,True
2013-11,Palawan,25,p75,6,2,0.3333333333333333,0.05565007850522557,0.05565007850522557,True
2013-11,Palawan,50,mean,6,3,0.5,-0.038956916271889984,0.027075300797241176,True
2013-11,Palawan,50,p75,6,3,0.5,0.06417929172128926,0.24075661247401428,True
2013-11,Palawan,75,mean,6,3,0.5,-0.025678901350330602,0.06736243364087373,True
2013-11,Palawan,75,p75,6,3,0.5,0.08746711375018458,0.3588543550495385,True
2013-11,Samar,25,mean,6,3,0.5,0.033820585753633454,0.21385514601808556,True
2013-11,Samar,25,p75,6,3,0.5,0.09193412811719046,0.23782951527815777,True
2013-11,Samar,50,mean,6,5,0.8333333333333334,0.1632010178463971,0.31380216295048247,True
2013-11,Samar,50,p75,6,5,0.8333333333333334,0.31760061598850536,0.41758908529493155,True
2013-11,Samar,75,mean,6,5,0.8333333333333334,0.07538263170578004,0.29738507456728164,True
2013-11,Samar,75,p75,6,5,0.8333333333333334,0.280379318395802,0.42768302528331653,True
2013-12,Aklan,25,mean,6,3,0.5,-0.0031911924112366305,0.2032580492834263,True
2013-12,Aklan,25,p75,6,3,0.5,0.002379029351079317,0.28194733611349115,True
2013-12,Aklan,50,mean,6,3,0.5,-0.01592525893403741,0.21418781296151135,True
2013-12,Aklan,50,p75,6,3,0.5,-0.009737032112640853,0.21522852638364798,True
2013-12,Aklan,75,mean,6,4,0.6666666666666666,-0.043969368660012796,0.12322087784235852,True
2013-12,Aklan,75,p75,6,4,0.6666666666666666,-0.06049968953996489,0.08188759283053815,True
2013-12,Capiz,25,mean,6,3,0.5,0.002001688757041552,0.11543554820639072,True
2013-12,Capiz,25,p75,6,3,0.5,0.0036726848305947044,0.12864933813260085,True
2013-12,Capiz,50,mean,6,3,0.5,-0.007537562301062138,0.1861076518647855,True
2013-12,Capiz,50,p75,6,3,0.5,0.01180518925322715,0.16769433447224077,True
2013-12,Capiz,75,mean,6,3,0.5,-0.016289557254412924,0.20976106293465166,True
2013-12,Capiz,75,p75,6,3,0.5,-0.004620901563697953,0.14801235846384264,True
2013-12,Cebu,25,mean,6,3,0.5,0.4631665797341543,0.40460575716578945,True
2013-12,Cebu,25,p75,6,3,0.5,0.1281552225045828,0.24221564779314453,True
2013-12,Cebu,50,mean,6,3,0.5,0.2827134594098103,0.31496728635185467,True
2013-12,Cebu,50,p75,6,3,0.5,0.0649928924379166,0.16478614301159047,True
2013-12,Cebu,75,mean,6,3,0.5,0.11402939644544398,0.24408823458841933,True
2013-12,Cebu,75,p75,6,3,0.5,0.09471841796516184,0.13881157918881185,True
2013-12,Iloilo,25,mean,6,3,0.5,-3.428472014028537e-05,0.1636272506336939,True
2013-12,Iloilo,25,p75,6,3,0.5,0.004478823230040178,0.19831475405744295,True
2013-12,Iloilo,50,mean,6,3,0.5,0.10355552491892842,0.26407258978515175,True
2013-12,Iloilo,50,p75,6,3,0.5,0.029941314431011206,0.2075377958339768,True
2013-12,Iloilo,75,mean,6,3,0.5,0.028397292838221413,0.22391473269031345,True
2013-12,Iloilo,75,p75,6,3,0.5,0.037745204545829365,0.1631598909523151,True
2013-12,Leyte,25,mean,6,3,0.5,0.00366030093066165,0.289329634622287,True
