iso3,gdis_id,disasterno,year,disastertype,adm1,adm2,latitude,longitude,distance_to_country_polygon_km,gross_mismatch
PAK,01-1082,2012-0363,2012,flood,Sind,Larkana,28.26887647,69.31052708,0.0,False
PAK,01-1082,2012-0363,2012,flood,Baluchistan,Nasirabad,28.27551142,68.14901471,0.0,False
PAK,01-1082,2012-0363,2012,flood,Baluchistan,Nasirabad,28.3866247,67.55317578,0.0,False
PAK,01-1082,2012-0363,2012,flood,Punjab,Dera Ghazi Khan,29.13716591,70.16249331,0.0,False
PAK,01-1082,2012-0363,2012,flood,Sind,Larkana,28.2338154,68.59937842,0.0,False
CHN,02-134,2017-0398,2017,flood,Chongqing,Chongqing,31.27688221,108.3798416,0.0,False
CHN,02-134,2017-0398,2017,flood,Chongqing,Chongqing,31.04052604,108.8512045,0.0,False
IND,02-266,2016-0304,2016,flood,Maharashtra,Thane,19.37046368,73.10086628,0.0,False
PAK,02-496,2016-0554,2016,flood,Sind,Hyderabad,24.98357477,68.46991841,0.0,False
PAK,02-497,2017-0045,2017,flood,Baluchistan,Quetta,30.65624529,67.08363095,0.0,False
PAK,02-497,2017-0045,2017,flood,Baluchistan,Makran,25.41654733,63.16460845,0.0,False
PAK,02-497,2017-0045,2017,flood,Baluchistan,Makran,26.74710791,64.18945877,0.0,False
PAK,02-497,2017-0045,2017,flood,Baluchistan,Makran,26.01689152,63.0713639,0.0,False
PAK,02-497,2017-0045,2017,flood,Baluchistan,Quetta,30.89477256,66.77069514,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Multan,30.53700777,72.87305509,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Lahore,31.48374508,73.63765586,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Gujranwala,32.43012695,74.49396339,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Multan,29.64322258,71.73144212,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Lahore,31.72907272,74.11042418,0.0,False
PAK,02-499,2017-0181,2017,storm,Punjab,Lahore,31.04550984,74.13487318,0.0,False
PAK,02-500,2017-0243,2017,flood,Baluchistan,Sibi,28.95005777,69.02743907,0.0,False
PAK,02-500,2017-0243,2017,flood,Baluchistan,Sibi,29.58414612,68.82886007,0.0,False
PAK,02-500,2017-0243,2017,flood,Baluchistan,Kalat,25.8119037,66.65300284,0.0,False
CHN,03-130,2016-0023,2016,extreme temperature,Heilongjiang,Daxing'anling,52.93400411,122.6966723,0.0,False
CHN,04-148,2013-0167,2013,landslide,Xizang,Lhasa,29.90757615,92.03892725,0.0,False
CHN,04-149,2013-0565,2013,landslide,Guizhou,Tongren,27.84440349,108.1405624,0.0,False
CHN,04-151,2014-0337,2014,landslide,Guizhou,Qiannan Buyei And Miao,26.77514801,107.4809989,0.0,False
CHN,04-158,2017-0201,2017,landslide,Sichuan,Ngawa Tibetan And Qiang,31.8519185,103.6266782,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Multan,30.53700777,72.87305509,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Lahore,31.72907272,74.11042418,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Rawalpindi,32.89370072,72.50615437,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Sargodha,32.66277937,71.52477794,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Lahore,31.04550984,74.13487318,0.0,False
PAK,06-208,2015-0476,2015,earthquake,Punjab,Rawalpindi,32.83385847,73.27392996,0.0,False
CHN,Jun-51,2015-0125,2015,earthquake,Yunnan,Lincang,23.27474593,99.26544012,0.0,False
CHN,Jun-51,2015-0125,2015,earthquake,Yunnan,Lincang,23.89960057,98.99999827,0.0,False
CHN,Jun-51,2015-0125,2015,earthquake,Yunnan,Lincang,23.63991373,99.42766036,0.0,False
AFG,83,2012-0154,2012,flood,Jawzjan,Khwaja Du Koh,36.96424846,65.60530549,0.0,False
AFG,84,2012-0164,2012,earthquake,Baghlan,Burka,36.23241324,69.15532575,0.0,False
AFG,84,2012-0164,2012,earthquake,Baghlan,Khost Wa Firing,35.97871087,69.6509755,0.0,False
AFG,84,2012-0164,2012,earthquake,Baghlan,Nahrin,35.9875658,69.12915394,0.0,False
AFG,85,2012-0226,2012,flood,Ghor,Chaghcharan,34.74635428,65.41746512,0.0,False
AFG,85,2012-0226,2012,flood,Ghor,Shahrak,34.11300555,64.59846109,0.0,False
AFG,85,2012-0226,2012,flood,Ghor,Tulak,34.00550203,63.71976358,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Achin,34.05868312,70.67055551,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Bati Kot,34.29883716,70.76090874,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Chaparhar,34.30438372,70.37040281,0.0,False
AFG,87,2013-0151,2013,earthquake,Kunar,Chawkay,34.73547437,70.87290057,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Dih Bala,34.06585479,70.42450679,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Goshta,34.46552182,70.86926587,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Hisarak,34.28980431,69.76975754,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Kama,34.45522007,70.6681308,0.0,False
AFG,87,2013-0151,2013,earthquake,Kunar,Khas Kunar,34.61715565,70.98027162,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Khogyani,34.17827224,70.15070723,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Muhmand Dara,34.20620789,71.00936187,0.0,False
AFG,87,2013-0151,2013,earthquake,Kunar,Nurgal,34.67757856,70.74119164,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Sherzad,34.22393468,69.99567393,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Shinwar,34.1929266,70.82908904,0.0,False
AFG,87,2013-0151,2013,earthquake,Nangarhar,Surkh Rod,34.40034344,70.25844087,0.0,False
AFG,90,2013-0343,2013,flood,Wardak,Chak,34.10707663,68.44525268,0.0,False
AFG,90,2013-0343,2013,flood,Wardak,Sayid Abad,33.92584748,68.6548562,0.0,False
AZE,413,2012-0191,2012,earthquake,Shaki-Zaqatala,Balaken,41.72728695,46.44658657,0.0,False
AZE,414,2012-0545,2012,earthquake,Shaki-Zaqatala,Zaqatala,41.58963493,46.68855289,0.0,False
BGD,632,2012-0082,2012,storm,Khulna,Chuadanga,23.60801496,88.8506309,0.0,False
BGD,632,2012-0082,2012,storm,Chittagong,Comilla,23.43493387,91.03824269,0.0,False
BGD,632,2012-0082,2012,storm,Dhaka,Faridpur,23.47758233,89.83922527,0.0,False
BGD,632,2012-0082,2012,storm,Dhaka,Jamalpur,24.97472696,89.85280332,0.0,False
BGD,632,2012-0082,2012,storm,Khulna,Jessore,23.08791823,89.17529842,0.0,False
BGD,632,2012-0082,2012,storm,Dhaka,Narsingdi,24.00420285,90.7749189,0.0,False
BGD,632,2012-0082,2012,storm,Rangpur,Nilphamari,26.02567014,88.93973245,0.0,False
BGD,632,2012-0082,2012,storm,Chittagong,Noakhali,22.69803384,91.11882816,0.0,False
BGD,632,2012-0082,2012,storm,Rangpur,Panchagarh,26.28572055,88.58023062,0.0,False
BGD,632,2012-0082,2012,storm,Khulna,Shatkhira,22.38533571,89.13678958,0.0,False
BGD,633,2012-0175,2012,flood,Chittagong,Bandarban,21.81149363,92.36989895,0.0,False
BGD,635,2012-0385,2012,storm,Chittagong,Chittagong,22.49083156,91.48736951,0.0,False
BGD,637,2013-0090,2013,storm,Rajshahi,Naogaon,24.89982475,88.75346184,0.0,False
BGD,637,2013-0090,2013,storm,Rajshahi,Natore,24.38075371,89.08765618,0.0,False
BGD,638,2013-0138,2013,storm,Barisal,Bhola,22.33486625,90.72572216,0.0,False
BGD,638,2013-0138,2013,storm,Barisal,Borgona,22.1404811,90.12255871,0.0,False
BGD,639,2014-0135,2014,storm,Dhaka,Netrakona,24.86771187,90.84191535,0.0,False
BGD,639,2014-0135,2014,storm,Dhaka,Tangail,24.35578404,89.99821379,0.0,False
BGD,641,2014-0290,2014,flood,Rajshahi,Bogra,24.82826485,89.38026834,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Faridpur,23.47758233,89.83922527,0.0,False
BGD,641,2014-0290,2014,flood,Rangpur,Gaibandha,25.29862413,89.50711386,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Jamalpur,24.97472696,89.85280332,0.0,False
BGD,641,2014-0290,2014,flood,Rangpur,Kurigram,25.78960727,89.69926775,0.0,False
BGD,641,2014-0290,2014,flood,Rangpur,Lalmonirhat,26.06072528,89.24462174,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Manikganj,23.84008026,89.95373042,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Munshiganj,23.52631959,90.42088089,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Netrakona,24.86771187,90.84191535,0.0,False
BGD,641,2014-0290,2014,flood,Rangpur,Nilphamari,26.02567014,88.93973245,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Rajbari,23.72523709,89.56170294,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Sherpur,25.08519422,90.07760281,0.0,False
BGD,641,2014-0290,2014,flood,Rajshahi,Sirajganj,24.40026965,89.59958662,0.0,False
BGD,641,2014-0290,2014,flood,Dhaka,Tangail,24.35578404,89.99821379,0.0,False
BGD,643,2015-0213,2015,storm,Rangpur,Dinajpur,25.63046382,88.78661195,0.0,False
BGD,643,2015-0213,2015,storm,Rangpur,Gaibandha,25.29862413,89.50711386,0.0,False
BGD,643,2015-0213,2015,storm,Dhaka,Jamalpur,24.97472696,89.85280332,0.0,False
BGD,643,2015-0213,2015,storm,Dhaka,Sherpur,25.08519422,90.07760281,0.0,False
BGD,644,2015-0253,2015,flood,Chittagong,Bandarban,21.81149363,92.36989895,0.0,False
FJI,2164,2012-0024,2012,flood,Western,Ba,-17.63508586,177.6614444,0.0,False
FJI,2164,2012-0024,2012,flood,Western,Nadroga/Navosa,-17.98326641,177.6625144,0.0,False
FJI,2164,2012-0024,2012,flood,Western,Ra,-17.52265501,178.1902623,0.0,False
GEO,2285,2012-0165,2012,flood,Mtskheta-Mtianeti,Dusheti,42.37048698,44.86821099,0.0,False
GEO,2285,2012-0165,2012,flood,Kakheti,Gurjaani,41.72678806,45.75188707,0.0,False
GEO,2285,2012-0165,2012,flood,Kakheti,Lagodekhi,41.82070713,46.17880311,0.0,False
GEO,2285,2012-0165,2012,flood,Mtskheta-Mtianeti,Mtskheta,41.84398565,44.71298759,0.0,False
GEO,2290,2014-0365,2014,flood,Ajaria,Batumi,41.55469737,41.72140099,0.0,False
GEO,2290,2014-0365,2014,flood,Guria,Chokhatauri,41.9200961,42.38041113,0.0,False
GEO,2290,2014-0365,2014,flood,Ajaria,Kobuleti,41.77017286,41.914936,0.0,False
GEO,2290,2014-0365,2014,flood,Guria,Lanchkhuti,42.077259,41.94991943,0.0,False
GEO,2290,2014-0365,2014,flood,Guria,Ozurgeti,41.91747422,42.02267805,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Barpeta,26.33685532,91.003862,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Bongaigaon,26.34552612,90.61339899,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Chirang,26.62488181,90.67675591,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Darrang,26.44847938,92.03596836,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Dhemaji,27.58774856,94.77483408,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Dhubri,26.10069773,90.02798848,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Goalpara,26.04753791,90.61295409,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Hailakandi,24.49583288,92.58956318,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Jorhat,26.79628642,94.27389983,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Kamrup,26.10199199,91.42628315,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Lakhimpur,27.17536039,94.13589219,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Morigaon,26.28548305,92.2813274,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Nalbari,26.37721495,91.38373673,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Sivasagar,27.01129084,94.82044837,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Sonitpur,26.78157942,92.92678872,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Tinsukia,27.58449365,95.62433404,0.0,False
IND,2936,2012-0179,2012,flood,Assam,Udalguri,26.73283045,92.01829013,0.0,False
IND,2939,2012-0354,2012,flood,Uttarakhand,Bageshwar,29.99572737,79.84641101,0.0,False
IND,2939,2012-0354,2012,flood,Uttarakhand,Rudraprayag,30.5935937,79.09749807,0.0,False
IND,2943,2013-0140,2013,earthquake,Jammu And Kashmir,Doda,33.11084362,75.68756667,0.0,False
IND,2943,2013-0140,2013,earthquake,Jammu And Kashmir,Kishtwar,33.54599448,75.95021049,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Chirang,26.62488181,90.67675591,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Dhemaji,27.58774856,94.77483408,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Golaghat,26.47903141,93.83607668,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Jorhat,26.79628642,94.27389983,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Kamrup,26.10199199,91.42628315,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Karimganj,24.57881405,92.38127235,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Lakhimpur,27.17536039,94.13589219,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Morigaon,26.28548305,92.2813274,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Sivasagar,27.01129084,94.82044837,0.0,False
IND,2946,2013-0282,2013,flood,Assam,Tinsukia,27.58449365,95.62433404,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Bahraich,27.74197158,81.41210281,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Barabanki,26.91728521,81.37096984,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Basti,26.79008156,82.60750227,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Faizabad,26.63350527,82.07168993,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Gorakhpur,26.62470787,83.35919047,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Kushinagar,26.86454297,83.92435365,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Rae Bareli,26.230355,81.12496136,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Shravasti,27.67717134,81.81549084,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Sitapur,27.52320753,80.84636259,0.0,False
IND,2947,2013-0260,2013,flood,Uttar Pradesh,Sultanpur,26.24672901,82.21791262,0.0,False
IND,2948,2013-0345,2013,flood,Madhya Pradesh,Bhopal,23.48179285,77.39185605,0.0,False
IND,2948,2013-0345,2013,flood,Madhya Pradesh,Hoshangabad,22.59138404,77.98498366,0.0,False
IND,2948,2013-0345,2013,flood,Madhya Pradesh,Jabalpur,23.17446788,79.94316101,0.0,False
IND,2948,2013-0345,2013,flood,Madhya Pradesh,Narsimhapur,22.93719132,79.08117011,0.0,False
IND,2948,2013-0345,2013,flood,Madhya Pradesh,Seoni,22.31738467,79.68387612,0.0,False
IND,2952,2013-0515,2013,storm,Andhra Pradesh,East Godavari,17.18512821,82.00214406,0.0,False
IND,2952,2013-0515,2013,storm,Andhra Pradesh,Guntur,16.29023485,80.08194333,0.0,False
IND,2952,2013-0515,2013,storm,Andhra Pradesh,Krishna,16.55006848,80.79256277,0.0,False
IND,2952,2013-0515,2013,storm,Andhra Pradesh,Visakhapatnam,17.88493739,82.68205636,0.0,False
IND,2952,2013-0515,2013,storm,Andhra Pradesh,West Godavari,16.88638554,81.39289921,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Azamgarh,26.0551594,83.04095761,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Balrampur,23.58822749,83.49431398,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Barabanki,26.91728521,81.37096984,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Faizabad,26.63350527,82.07168993,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Lakhimpur Kheri,28.12572584,80.65733351,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Shravasti,27.67717134,81.81549084,0.0,False
IND,2960,2014-0408,2014,flood,Uttar Pradesh,Sitapur,27.52320753,80.84636259,0.0,False
IND,2961,2014-0391,2014,flood,Assam,Goalpara,26.04753791,90.61295409,0.0,False
IND,2961,2014-0391,2014,flood,Assam,Kamrup,26.10199199,91.42628315,0.0,False
IND,2961,2014-0391,2014,flood,Meghalaya,West Garo Hills,25.61978305,90.18615864,0.0,False
IND,2967,2015-0164,2015,storm,Bihar,Madhepura,25.82520677,86.89026818,0.0,False
IND,2967,2015-0164,2015,storm,Bihar,Madhubani,26.40674188,86.21186545,0.0,False
IND,2967,2015-0164,2015,storm,Bihar,Purnia,25.81754275,87.40090119,0.0,False
IND,2967,2015-0164,2015,storm,Bihar,Sitamarhi,26.59651346,85.55755515,0.0,False
IND,2967,2015-0164,2015,storm,Bihar,Supaul,26.24745361,86.79137468,0.0,False
IND,2970,2015-0249,2015,flood,Gujarat,Amreli,21.42212608,71.26448769,0.0,False
IND,2970,2015-0249,2015,flood,Gujarat,Rajkot,22.0149433,70.76149605,0.0,False
IND,2970,2015-0249,2015,flood,Gujarat,Surat,21.26454257,73.0734589,0.0,False
IDN,3194,2012-0398,2012,earthquake,Sulawesi Tengah,Donggala,-0.919641281,119.8846648,0.0,False
IDN,3194,2012-0398,2012,earthquake,Sulawesi Tengah,Parigi Moutong,-0.001839562,120.4252295,33.61569969556603,False
IDN,3195,2012-0432,2012,flood,Sulawesi Tengah,Palu,-0.87042364,119.9010773,0.0,False
IDN,3195,2012-0432,2012,flood,Sulawesi Tengah,Parigi Moutong,-0.001839562,120.4252295,33.61569969556603,False
IDN,3197,2012-0377,2012,earthquake,Jawa Barat,Kota Bogor,-6.558990031,106.7681426,0.0,False
IDN,3197,2012-0377,2012,earthquake,Jawa Barat,Tasikmalaya,-7.496236966,108.1374781,0.0,False
IDN,3207,2013-0235,2013,earthquake,Aceh,Bener Meriah,4.764908656,96.9874346,0.0,False
IDN,3212,2013-0553,2013,flood,Jawa Timur,Bojonegoro,-7.255899347,111.8052744,0.0,False
IDN,3212,2013-0553,2013,flood,Jawa Timur,Gresik,-6.914918965,112.5599724,2.4766068728959736,False
IDN,3212,2013-0553,2013,flood,Jawa Timur,Mojokerto,-7.550887666,112.4828336,0.0,False
IDN,3212,2013-0553,2013,flood,Jawa Timur,Tuban,-6.953752531,111.8954498,0.0,False
IDN,3215,2014-0018,2014,flood,Sulawesi Utara,Kepulauan Sangihe,3.30300576,125.5070233,17.460278154995716,False
IDN,3215,2014-0018,2014,flood,Sulawesi Utara,Manado,1.519414626,124.8592634,0.0,False
IDN,3215,2014-0018,2014,flood,Sulawesi Utara,Minahasa,1.236891648,124.8279142,0.0,False
IDN,3215,2014-0018,2014,flood,Sulawesi Utara,Tomohon,1.319952697,124.8140034,0.0,False
IDN,3217,2014-0038,2014,flood,Jawa Tengah,Demak,-6.91546533,110.6269918,0.0,False
IDN,3217,2014-0038,2014,flood,Jawa Barat,Indramayu,-6.447138945,108.1693851,0.0,False
IDN,3217,2014-0038,2014,flood,Jawa Tengah,Kudus,-6.797349695,110.868756,0.0,False
IDN,3217,2014-0038,2014,flood,Jawa Barat,Subang,-6.481101274,107.7332147,0.0,False
IDN,3218,2014-0081,2014,flood,Papua,Jayapura,-2.996104307,139.9761388,0.0,False
IDN,3218,2014-0081,2014,flood,Papua,Kota Jayapura,-2.658685493,140.786615,0.0,False
KAZ,3724,2012-0059,2012,flood,South Kazakhstan,Baydibekskiy,43.02844263,69.54271638,0.0,False
KAZ,3724,2012-0059,2012,flood,South Kazakhstan,Kazygurtskiy,41.9145839,69.61563182,0.0,False
KAZ,3724,2012-0059,2012,flood,South Kazakhstan,Ordabasynskiy,42.55855868,69.20317525,0.0,False
KAZ,3724,2012-0059,2012,flood,South Kazakhstan,Sayramskiy,42.36180334,69.71268859,0.0,False
MMR,4420,2012-0319,2012,flood,Kayin,Hpa-An,15.99033506,98.23355735,0.0,False
MMR,4420,2012-0319,2012,flood,Kayin,Kawkareik,17.86997998,97.4341407,0.0,False
MMR,4421,2012-0417,2012,earthquake,Mandalay,Kyaukse,21.60615952,96.24555997,0.0,False
NPL,4472,2013-0456,2013,flood,Central,Bagmati,27.72700863,85.34688669,0.0,False
NPL,4472,2013-0456,2013,flood,Mid-Western,Lumbini,27.63186097,83.95540163,0.0,False
NPL,4472,2013-0456,2013,flood,Central,Narayani,27.00149079,85.30494916,0.0,False
NPL,4472,2013-0456,2013,flood,Central,Janakpur,27.20078376,85.94713344,0.0,False
NPL,4473,2013-0576,2013,flood,East,Mechi,26.58512704,87.91632788,0.0,False
NPL,4473,2013-0576,2013,flood,East,Sagarmatha,26.59782502,86.74921823,0.0,False
NPL,4476,2014-0272,2014,flood,Mid-Western,Gandaki,28.02188518,83.80602828,0.0,False
NPL,4477,2014-0416,2014,storm,West,Gandaki,28.6728561,84.22862858,0.0,False
NPL,4477,2014-0416,2014,storm,West,Dhaualagiri,28.98143269,83.85930642,0.0,False
NPL,4479,2015-0175,2015,earthquake,Central,Janakpur,27.78583782,86.20023138,0.0,False
PAK,4767,2013-0099,2013,earthquake,Baluchistan,Quetta,29.03325058,63.58102591,0.0,False
PAK,4767,2013-0099,2013,earthquake,Sind,Karachi,25.07840686,67.18539142,0.0,False
PAK,4767,2013-0099,2013,earthquake,Baluchistan,Kalat,27.95551464,64.63904853,0.0,False
PAK,4769,2013-0381,2013,earthquake,Baluchistan,Quetta,29.03325058,63.58102591,0.0,False
