generated_at,attestation_chain,status,method,method_evidence_id,station_review_id,iso3,iso2,country,source_name,source_url,source_station_id,source_station_name,source_station_type,station_review_lane,exact_official_row_found,exact_source_evidence_type,exact_source_station_type,exact_source_station_category,exact_coordinate_available,exact_pm25_signal,exact_pollutants_listed,exact_live_pm25_value_populated,exact_live_pm25_value_raw,exact_live_pm25_value_status,exact_retrieval_status,exact_retrieval_url,source_level_method_terms,row_level_method_hint_terms,row_evidence_lane,public_current_row_observed,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,reader_use,non_claim
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-722,UZB-method_context_needs_station_confirmation-722,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,722,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.002,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-723,UZB-method_context_needs_station_confirmation-723,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,723,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.002,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-724,UZB-method_context_needs_station_confirmation-724,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,724,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.002,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-725,UZB-method_context_needs_station_confirmation-725,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,725,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.001,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-726,UZB-method_context_needs_station_confirmation-726,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,726,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.002,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-727,UZB-method_context_needs_station_confirmation-727,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,727,Автоматическая станция мониторинга атмосферного воздуха (Beta),automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,9.486,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-728,UZB-method_context_needs_station_confirmation-728,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,728,Sergili,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.003,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-729,UZB-method_context_needs_station_confirmation-729,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,729,Yangi O'zbekiston,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.003,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-730,UZB-method_context_needs_station_confirmation-730,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,730,Safia,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,0.048,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-731,UZB-method_context_needs_station_confirmation-731,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,731,Green University,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.003,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-732,UZB-method_context_needs_station_confirmation-732,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,732,Tashselmash,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,-0.003,negative_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-733,UZB-method_context_needs_station_confirmation-733,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,733,Uchtepa,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,0.015,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-734,UZB-method_context_needs_station_confirmation-734,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,734,Almazar,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,8.75,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-735,UZB-method_context_needs_station_confirmation-735,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,735,Angren,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,0.02,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-736,UZB-method_context_needs_station_confirmation-736,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,736,Almalyk,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; SO2; CO,True,0.01,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-737,UZB-method_context_needs_station_confirmation-737,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,737,Akhangaran,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; CO,True,14.56,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-738,UZB-method_context_needs_station_confirmation-738,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,738,Qibray,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; CO,True,15.72,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,UZB-row_level_instrument_hint-739,UZB-method_context_needs_station_confirmation-739,UZB,UZ,Uzbekistan,Interactive map of atmospheric air quality,https://monitoring.meteo.uz/en/map,739,Chirchik,automatic HORIBA marker,method_context_needs_station_confirmation,True,official_air_quality_map_api,automatic HORIBA marker,horiba,True,True,PM2.5; PM10; CO,True,0.04,positive_raw_value,retrieved,https://monitoring.meteo.uz/api/maps,HORIBA|automatic,HORIBA,row_level_instrument_hint,True,False,False,False,False,"Use as the strongest follow-up lead. The exact official row carries instrument wording, but this is still not complete grade certification.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,GEO-row_level_pm25_portal_or_api-01005,GEO-method_context_needs_station_confirmation-01005,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,01005,Tazakendi (working in test mode),air.gov.ge hourly station,method_context_needs_station_confirmation,True,official_hourly_station_api,air.gov.ge hourly station,ქალაქგარე სადგური,True,True,NO2; PM10; PM2.5; SO2,False,,missing_raw_value,retrieved,https://air.gov.ge/api/get_data_1hour/?from_date_time=2026-06-17T07:00:00&to_date_time=2026-06-19T07:00:00&station_code=all&municipality_id=all&substance=all&format=json,EU Directive|2008/50/EC|CAFE|measuring instruments,PM2.5|api|hourly|automatic,row_level_pm25_portal_or_api,True,False,False,False,False,"Use as exact official PM2.5 row evidence. It confirms a public row, not the station's monitor-grade class.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,GEO-row_level_pm25_portal_or_api-AGMS,GEO-method_context_needs_station_confirmation-AGMS,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,AGMS,Tbilisi - Davit Agmashenebeli Ave. № 73a,air.gov.ge hourly station,method_context_needs_station_confirmation,True,official_hourly_station_api,air.gov.ge hourly station,ქალაქის ფონური სადგური,True,True,PM10; PM2.5,False,,missing_raw_value,retrieved,https://air.gov.ge/api/get_data_1hour/?from_date_time=2026-06-17T07:00:00&to_date_time=2026-06-19T07:00:00&station_code=all&municipality_id=all&substance=all&format=json,EU Directive|2008/50/EC|CAFE|measuring instruments,PM2.5|api|hourly|automatic,row_level_pm25_portal_or_api,True,False,False,False,False,"Use as exact official PM2.5 row evidence. It confirms a public row, not the station's monitor-grade class.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
2026-06-19T10:25:07Z,ai-first,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,GEO-row_level_pm25_portal_or_api-BTUM,GEO-method_context_needs_station_confirmation-BTUM,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,BTUM,Batumi - T. Abuseridze Street №1,air.gov.ge hourly station,method_context_needs_station_confirmation,True,official_hourly_station_api,air.gov.ge hourly station,ქალაქის გზისპირა სადგური,True,True,PM10; PM2.5,False,,missing_raw_value,retrieved,https://air.gov.ge/api/get_data_1hour/?from_date_time=2026-06-17T07:00:00&to_date_time=2026-06-19T07:00:00&station_code=all&municipality_id=all&substance=all&format=json,EU Directive|2008/50/EC|CAFE|measuring instruments,PM2.5|api|hourly|automatic,row_level_pm25_portal_or_api,True,False,False,False,False,"Use as exact official PM2.5 row evidence. It confirms a public row, not the station's monitor-grade class.","This audit confirms exact official row evidence and row-level hints only. It does not certify station grade, does not validate same-station joins, and does not make station-radius coverage ready."
