generated_at,attestation_chain,status,method,bmkg_operation_maintenance_scan_id,method_classification_audit_id,source_station_id,source_station_name,exact_station_detail_url,exact_station_detail_retrieved,exact_station_detail_timestamp_raw,exact_station_detail_timestamp_iso,exact_station_detail_recent_within_30_days,exact_station_detail_value_raw,exact_station_detail_method_terms,daily_inspection_sop_context,daily_inspection_procedure_context,maintenance_check_context,calibration_procedure_context,calibration_service_tariff_context,regional_bam1020_model_context,station_specific_inspection_log_found,station_specific_calibration_certificate_found,current_status_confirmed,calibration_status_available,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,operation_maintenance_decision,reader_use,non_claim
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_pbb,IDN-method-classification-pm25_pbb,pm25_pbb,Bengkulu,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pbb,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_pk2,IDN-method-classification-pm25_pk2,pm25_pk2,Pekanbaru,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pk2,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_pl3,IDN-method-classification-pm25_pl3,pm25_pl3,Talang Betutu Palembang,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pl3,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_plb4,IDN-method-classification-pm25_plb4,pm25_plb4,Musi 2 Palembang,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_plb4,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_pr2,IDN-method-classification-pm25_pr2,pm25_pr2,Palangkaraya,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pr2,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_ptn2,IDN-method-classification-pm25_ptn2,pm25_ptn2,Mempawah,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_ptn2,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_sm2,IDN-method-classification-pm25_sm2,pm25_sm2,Samarinda,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_sm2,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_smg,IDN-method-classification-pm25_smg,pm25_smg,Semarang,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_smg,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_spd,IDN-method-classification-pm25_spd,pm25_spd,Kubu Raya,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_spd,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_srg,IDN-method-classification-pm25_srg,pm25_srg,Sorong,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_srg,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_tj2,IDN-method-classification-pm25_tj2,pm25_tj2,Tanjung Harapan,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_tj2,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T15:40:17Z,ai-first,computed_bmkg_operation_maintenance_source_scan,air_monitoring_bmkg_operation_maintenance_source_scan_v1,IDN-bmkg-operation-maintenance-pm25_yky,IDN-method-classification-pm25_yky,pm25_yky,Sleman,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_yky,True,"19 Jun 2026, 21.00 WIB",2026-06-19T14:00:00Z,True,,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,True,True,True,False,False,False,False,False,False,bmkg_operation_and_calibration_context_keep_not_status_certified,"Use as source-level BMKG operation and calibration-context evidence for BAM rows. The evidence still does not provide a station-specific inspection log, calibration certificate, public current-status certification, or complete grade basis.","This scan records public BMKG operation, maintenance, calibration-procedure, and service-tariff context for the 22 BMKG BAM method-classified rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
