generated_at,attestation_chain,status,method,one_signal_id,signal_lane,review_priority,iso3,iso2,country,source_name,source_url,source_station_id,source_station_name,source_station_type,official_latitude,official_longitude,nearest_openaq_location_id,nearest_openaq_location_name,nearest_openaq_distance_km,best_openaq_name_overlap,missing_second_signal,grade_evidence_category,grade_evidence_strength,candidate_same_station_validated,complete_monitor_grade_classification_available,station_radius_join_ready,next_public_review_step,minimum_promotion_evidence,reader_use,non_claim
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-ORN04,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN04,Kutaisi-Ninoshvili Street and D.Aghmashenebeli Ave.,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-ORN05,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN05,Zugdidi - Rustaveli Street №192,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-ORN06,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN06,Mestia town,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-ORN07,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN07,Telavi-Kvirike Didi Street №43,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-ORN08,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,ORN08,Akhaltsikhe-Aspindza Street №18,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-RST18,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,RST18,Rustavi - Batumi Street No. 19,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-TSRT,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,TSRT,Tbilisi - Akaki Tsereteli ave. №105,air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,GEO-monitor-grade-provenance-only-VRKT,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,GEO,GE,Georgia,Modern ambient air quality monitoring station opened in Mestia,https://nea.gov.ge/En/News/1287,VRKT,"Tbilisi - Varketili 3, IIIa m/d, near №325",air.gov.ge hourly station,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_bjb2,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_bjb2,Banjarbaru,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_btm2,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_btm2,Batam,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_idp2,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_idp2,Indrapuri,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_jm3,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_jm3,Kota Jambi,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_jm4,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_jm4,Muaro Jambi,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_kmy3,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_kmy3,Kemayoran,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_ktb2,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_ktb2,Kototabang,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_mdn2,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_mdn2,Medan,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_mrs,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_mrs,Maros,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_msg,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_msg,Pesawaran,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
2026-06-19T09:09:25Z,ai-first,computed_review_queue,air_monitoring_one_signal_review_queue_v1,IDN-monitor-grade-provenance-only-pm25_pbb,monitor_grade_provenance_only,priority_3_grade_provenance_coordinate_row,IDN,ID,Indonesia,Konsentrasi Partikulat PM2.5,https://www.bmkg.go.id/kualitas-udara/pm25,pm25_pbb,Bengkulu,BMKG PM2.5 portal location,,,,,,,"The row is from an official portal or automatic/current-reading station, but the public audit found no complete monitor-grade classification.",automatic_or_official_portal_signal,station_type_or_portal_signal_only,False,False,False,"Find instrument, certification, audit, or regulator method documentation before using grade language.","Promotion requires a shared station ID, documented source-owner crosswalk, current-status page naming both records, documented co-location evidence, or station-owner/regulator method documentation that classifies the monitor.",Use this row to target monitor-grade documentation. Official or automatic provenance alone is not monitor-grade certification.,"This one-signal queue is a triage artifact. It does not validate same-station joins, does not complete monitor-grade classification, and does not make any row ready for station-radius population coverage."
