generated_at,attestation_chain,status,method,iso3,iso2,country,subregion,upgrade_queue_class,openaq_pm25_rows,openaq_zero_pm25_rows,source_name,agency,url,source_tier,source_class,official_source_candidate,official_station_inventory_or_portal,station_inventory_signal,station_inventory_signal_present,monitor_grade_signal,monitor_grade_signal_present,pm25_signal,pm25_signal_present,official_station_count_claim,official_station_count_claim_present,source_note,next_validation_step,search_query,retrieval_status,http_status,content_type,final_url,error,non_claim
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,TKM,TM,Turkmenistan,Central and West Asia,positive_gdp_residual_monitor_metadata,2,False,Air quality monitoring equipment familiarization,UNDP Turkmenistan,https://www.undp.org/turkmenistan/press-releases/turkmen-environmental-control-specialists-familiarized-new-air-quality-monitoring-equipment,development_partner,development_partner_monitoring_reference,False,False,partial,True,unknown,False,unknown,False,,False,UNDP describes air-quality monitoring equipment work with environmental control specialists; this is not a national station inventory.,Search Ministry of Environmental Protection sources and confirm whether any PM2.5 station data are public.,Turkmenistan official air quality monitoring stations ministry environment air quality,http_error,403,text/html,https://www.undp.org/turkmenistan/press-releases/turkmen-environmental-control-specialists-familiarized-new-air-quality-monitoring-equipment,HTTP Error 403: Forbidden,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,BRN,BN,Brunei Darussalam,Southeast Asia,zero_public_monitor_above_guideline,0,True,Air Quality Management in Brunei Darussalam,Department of Environment Parks and Recreation,https://www.env.gov.bn/SitePages/Air%20Quality%20Management%20in%20Brunei%20Darussalam.aspx,official_government_page,official_air_quality_portal,True,True,yes,True,unknown,False,yes,True,,False,Official page states stations are linked to a central monitoring centre and monitor PM10 and PM2.5; page retrieval may be slow.,Retrieve page/PDF through browser if script timeout persists and identify station names/counts.,Brunei official air quality monitoring Department Environment PM2.5 stations,retrieval_error,,,,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.env.gov.bn'. (_ssl.c:1028)>","This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,FJI,FJ,Fiji,The Pacific,zero_public_monitor_above_guideline,0,True,Department of Environment home,Department of Environment,https://doefiji.wordpress.com/,official_government_page,official_regulator_page_no_station_inventory,True,False,no,False,unknown,False,unknown,False,,False,Official department page establishes environmental mandate but the targeted pass did not locate a public PM2.5 station inventory.,"Search Ministry of Environment and Climate Change, municipal, university, and project pages for monitoring evidence.",site:environment.gov.fj air quality monitoring Fiji PM2.5,retrieved,200,text/html; charset=UTF-8,https://doefiji.wordpress.com/,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,FSM,FM,"Micronesia, Federated States of",The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory; a World Bank ESMF notes paucity of air-quality monitoring data but is not a regulator inventory.,Search state EPA offices and project environmental safeguards for monitoring evidence.,Federated States of Micronesia official air quality monitoring Department Environment PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,KIR,KI,Kiribati,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory.,"Search Ministry of Environment, Lands and Agricultural Development and climate/environment reports.",Kiribati official air quality monitoring environment ministry PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,MHL,MH,Marshall Islands,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory.,Search EPA and Environmental Protection Authority documents for any air monitoring program.,Marshall Islands official air quality monitoring EPA PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,NRU,NR,Nauru,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory.,Search Department of Environment and climate/health project documents for monitoring evidence.,Nauru official air quality monitoring department environment PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,PLW,PW,Palau,The Pacific,zero_public_monitor_above_guideline,0,True,Palau Environmental Quality Protection Board,Palau Environmental Quality Protection Board,https://palaueqpb.com/,official_government_page,official_regulator_page_no_station_inventory,True,False,no,False,unknown,False,unknown,False,,False,Official EQPB page establishes environmental regulatory mandate but does not expose a public PM2.5 station inventory in this pass.,"Search EQPB air-quality regulations, reports, and permits for ambient monitoring evidence.",Palau official air quality monitoring Environmental Quality Protection Board PM2.5,retrieved,200,text/html; charset=UTF-8,https://palaueqpb.com/,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,PNG,PG,Papua New Guinea,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory; third-party AQICN/IQAir pages are not regulator validation.,"Search CEPA, National Weather Service, Port Moresby municipal, and project safeguard documents.",Papua New Guinea official air quality monitoring environmental authority PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,TLS,TL,Timor-Leste,Southeast Asia,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory; AQICN/IQAir rows appear non-regulator and need separate validation.,"Search environmental authority, Dili municipality, and embassy/project monitors.",Timor-Leste official air quality monitoring environment PM2.5 stations,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,TON,TO,Tonga,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory; AQICN shows a sensor but not regulator validation.,Search MEIDECC and climate/health project documents for monitoring evidence.,Tonga official air quality monitoring ministry environment PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,TUV,TV,Tuvalu,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory.,Search Department of Environment and climate/health project documents for monitoring evidence.,Tuvalu official air quality monitoring Department Environment PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,VUT,VU,Vanuatu,The Pacific,zero_public_monitor_above_guideline,0,True,Enhance and develop air quality emissions standards,Climate and Clean Air Coalition,https://www.ccacoalition.org/projects/vanuatu-enhance-and-develop-air-quality-emissions-standards-and-national-strategies-transport-and-maritime-and-shipping-sectors,development_partner,development_partner_monitoring_reference,False,False,partial,True,unknown,False,unknown,False,,False,CCAC project states it will conduct air-quality assessments and update national inventories; this is not a public regulator station inventory.,Search Department of Environmental Protection and Conservation outputs from the project.,Vanuatu official air quality monitoring Department Environmental Protection PM2.5,retrieved,200,text/html; charset=UTF-8,https://www.ccacoalition.org/projects/vanuatu-enhance-and-develop-air-quality-emissions-standards-and-national-strategies-transport-and-maritime-and-shipping-sectors,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
2026-06-19T06:50:40Z,ai-first,computed,air_monitoring_regulator_source_inventory_v1,WSM,WS,Samoa,The Pacific,zero_public_monitor_above_guideline,0,True,No official station-inventory source found in targeted web search,,,search_result,not_found_in_targeted_search,False,False,no,False,unknown,False,unknown,False,,False,Targeted web search did not locate an official public PM2.5 station inventory.,Search MNRE Samoa and health/climate project documents for monitoring evidence.,Samoa official air quality monitoring Ministry Natural Resources Environment PM2.5,not_applicable_no_url,,,,,"This is a regulator-source discovery pass. It does not validate monitor grade, does not prove no monitor exists, does not reconcile source station counts with OpenAQ rows, and does not compute station-radius population coverage."
