sample_date,orbit_datetime_utc,radiance_url,quality_flag_url,catalog_url,bbox,matching_segment_count
2013-12-11,2013-12-11T17:20:09Z,https://globalnightlight.s3.amazonaws.com/201312/SVDNB_npp_d20131211_t1720099_e1725503_b11000_c20131211232550799002_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201312/npp_d20131211_t1720099_e1725503_b11000.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201312/201312_catalog.json,"[105.997916665, 0.002064134999997691, 139.997943865, 24.002083335]",1
2013-12-16,2013-12-16T17:29:22Z,https://globalnightlight.s3.amazonaws.com/201312/SVDNB_npp_d20131216_t1729228_e1735031_b11071_c20131216233503659786_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201312/npp_d20131216_t1729228_e1735031_b11071.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201312/201312_catalog.json,"[102.997916665, -9.997936665, 135.99794306500002, 15.002083335]",1
2013-12-21,2013-12-21T17:32:55Z,https://globalnightlight.s3.amazonaws.com/201312/SVDNB_npp_d20131221_t1732557_e1738361_b11142_c20131221233836907404_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201312/npp_d20131221_t1732557_e1738361_b11142.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201312/201312_catalog.json,"[102.997916665, 0.0020633349999990003, 136.997943865, 25.002083335]",1
2013-12-26,2013-12-26T17:42:08Z,https://globalnightlight.s3.amazonaws.com/201312/SVDNB_npp_d20131226_t1742085_e1747489_b11213_c20131226234749993961_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201312/npp_d20131226_t1742085_e1747489_b11213.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201312/201312_catalog.json,"[99.997916665, -8.997936665000001, 132.99794306500002, 16.002083335]",1
2014-01-01,2014-01-01T17:28:11Z,https://globalnightlight.s3.amazonaws.com/201401/SVDNB_npp_d20140101_t1728111_e1733515_b11298_c20140101233353040914_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201401/npp_d20140101_t1728111_e1733515_b11298.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201401/201401_catalog.json,"[103.997916665, -3.9979358650000023, 136.99794306500002, 20.002083335]",1
2014-01-06,2014-01-06T17:31:44Z,https://globalnightlight.s3.amazonaws.com/201401/SVDNB_npp_d20140106_t1731441_e1737245_b11369_c20140106233724990328_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201401/npp_d20140106_t1731441_e1737245_b11369.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201401/201401_catalog.json,"[103.997916665, 5.002063334999999, 138.997944665, 30.002083335]",1
2014-01-11,2014-01-11T17:40:58Z,https://globalnightlight.s3.amazonaws.com/201401/SVDNB_npp_d20140111_t1740586_e1746372_b11440_c20140111234638840507_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201401/npp_d20140111_t1740586_e1746372_b11440.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201401/201401_catalog.json,"[100.997916665, -3.997936665000001, 133.99794306500002, 21.002083335]",1
2014-01-16,2014-01-16T17:44:29Z,https://globalnightlight.s3.amazonaws.com/201401/SVDNB_npp_d20140116_t1744298_e1750101_b11511_c20140116235011113297_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201401/npp_d20140116_t1744298_e1750101_b11511.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201401/201401_catalog.json,"[100.997916665, 6.002063334999999, 135.997944665, 31.002083335]",1
2014-01-21,2014-01-21T17:53:44Z,https://globalnightlight.s3.amazonaws.com/201401/SVDNB_npp_d20140121_t1753443_e1759246_b11582_c20140121235925135325_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201401/npp_d20140121_t1753443_e1759246_b11582.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201401/201401_catalog.json,"[97.997916665, -3.997936665000001, 130.99794306500002, 21.002083335]",1
2014-01-26,2014-01-26T17:57:17Z,https://globalnightlight.s3.amazonaws.com/201401/SVDNB_npp_d20140126_t1757171_e1802575_b11653_c20140127000257769318_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201401/npp_d20140126_t1757171_e1802575_b11653.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201401/201401_catalog.json,"[97.997916665, 6.002063334999999, 132.997944665, 31.002083335]",1
2014-02-01,2014-02-01T17:48:59Z,https://globalnightlight.s3.amazonaws.com/201402/SVDNB_npp_d20140201_t1748595_e1754399_b11738_c20140201235441222964_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201402/npp_d20140201_t1748595_e1754399_b11738.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201402/201402_catalog.json,"[97.997916665, -7.997935865000002, 130.99794306500002, 16.002083335]",1
2014-02-06,2014-02-06T17:52:32Z,https://globalnightlight.s3.amazonaws.com/201402/SVDNB_npp_d20140206_t1752329_e1758133_b11809_c20140206235813752857_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201402/npp_d20140206_t1752329_e1758133_b11809.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201402/201402_catalog.json,"[98.997916665, 1.002063334999999, 132.997943865, 26.002083335]",1
2014-02-11,2014-02-11T18:01:45Z,https://globalnightlight.s3.amazonaws.com/201402/SVDNB_npp_d20140211_t1801456_e1807260_b11880_c20140212000727473074_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201402/npp_d20140211_t1801456_e1807260_b11880.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201402/201402_catalog.json,"[94.997916665, -7.997936665000001, 127.997943065, 17.002083335]",1
2014-02-16,2014-02-16T18:05:18Z,https://globalnightlight.s3.amazonaws.com/201402/SVDNB_npp_d20140216_t1805184_e1810588_b11951_c20140217001059498936_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201402/npp_d20140216_t1805184_e1810588_b11951.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201402/201402_catalog.json,"[95.997916665, 2.002063334999999, 129.997943865, 27.002083335]",1
2014-02-21,2014-02-21T16:32:07Z,https://globalnightlight.s3.amazonaws.com/201402/SVDNB_npp_d20140221_t1632072_e1637476_b12021_c20140221223748133758_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201402/npp_d20140221_t1632072_e1637476_b12021.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201402/201402_catalog.json,"[117.997916665, -4.997936665000001, 150.99794306500002, 20.002083335]",2
2014-02-26,2014-02-26T18:18:05Z,https://globalnightlight.s3.amazonaws.com/201402/SVDNB_npp_d20140226_t1818055_e1823459_b12093_c20140227002346140435_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201402/npp_d20140226_t1818055_e1823459_b12093.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201402/201402_catalog.json,"[92.997916665, 2.002063334999999, 126.997943865, 27.002083335]",1
2014-03-01,2014-03-01T17:19:53Z,https://globalnightlight.s3.amazonaws.com/201403/SVDNB_npp_d20140301_t1719530_e1725334_b12135_c20140301232534287008_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201403/npp_d20140301_t1719530_e1725334_b12135.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201403/201403_catalog.json,"[107.997916665, 6.002063334999999, 142.997944665, 31.002083335]",1
2014-03-06,2014-03-06T17:29:07Z,https://globalnightlight.s3.amazonaws.com/201403/SVDNB_npp_d20140306_t1729074_e1734478_b12206_c20140306233448318375_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201403/npp_d20140306_t1729074_e1734478_b12206.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201403/201403_catalog.json,"[103.997916665, -3.997936665000001, 136.99794306500002, 21.002083335]",1
2014-03-11,2014-03-11T17:32:40Z,https://globalnightlight.s3.amazonaws.com/201403/SVDNB_npp_d20140311_t1732401_e1738205_b12277_c20140311233821062946_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201403/npp_d20140311_t1732401_e1738205_b12277.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201403/201403_catalog.json,"[104.997916665, 6.002063334999999, 138.997943865, 31.002083335]",1
