sample_date,month,days_from_event,location,adm1,adm2,longitude,latitude,radius_km,reducer,location_radiance,reference_radiance,location_valid_pixels,reference_valid_pixels,paired_valid,radiance_ratio_to_manila,location_zero_lunar_pixels,reference_zero_lunar_pixels,orbit_datetime_utc,radiance_url,quality_flag_url,reference_radiance_url,reference_quality_flag_url,same_segment_reference,same_orbit_reference
2013-05-01,2013-05,-191,Palawan,Palawan,NA,118.7524206,9.988443577,25,mean,0.23615826666355133,7.208807945251465,10987,11509,True,0.03275968349512097,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Palawan,Palawan,NA,118.7524206,9.988443577,25,p75,0.31130820512771606,8.947772026062012,10987,11509,True,0.03479170057316775,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Samar,Samar,NA,124.9405475,11.84281136,25,mean,0.40377649664878845,7.208807945251465,9266,11509,True,0.05601154861044138,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Samar,Samar,NA,124.9405475,11.84281136,25,p75,0.47597014904022217,8.947772026062012,9266,11509,True,0.0531942641870929,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Aklan,Aklan,NA,122.2459981,11.61199862,50,mean,0.3007105886936188,2.8852903842926025,39381,43260,True,0.10422194948926956,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Aklan,Aklan,NA,122.2459981,11.61199862,50,p75,0.3907153904438019,1.6826847791671753,39381,43260,True,0.2321976137664844,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Capiz,Capiz,NA,122.6325366,11.36709361,50,mean,0.33297351002693176,2.8852903842926025,46466,43260,True,0.11540381233016452,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Capiz,Capiz,NA,122.6325366,11.36709361,50,p75,0.4028615355491638,1.6826847791671753,46466,43260,True,0.23941592658165917,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Cebu,Cebu,NA,123.7556565,10.35656913,50,mean,0.378591388463974,2.8852903842926025,4267,43260,True,0.13121431053352872,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Cebu,Cebu,NA,123.7556565,10.35656913,50,p75,0.4388527274131775,1.6826847791671753,4267,43260,True,0.2608050734436324,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Iloilo,Iloilo,NA,122.6032448,11.0057335,50,mean,0.5021717548370361,2.8852903842926025,43145,43260,True,0.17404548172025863,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Iloilo,Iloilo,NA,122.6032448,11.0057335,50,p75,0.44442278146743774,1.6826847791671753,43145,43260,True,0.2641152918061097,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Leyte,Leyte,NA,124.753802,10.97725563,50,mean,0.3334326148033142,2.8852903842926025,39244,43260,True,0.11556293141879483,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Leyte,Leyte,NA,124.753802,10.97725563,50,p75,0.3820425868034363,1.6826847791671753,39244,43260,True,0.22704346740006984,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Palawan,Palawan,NA,118.7524206,9.988443577,50,mean,0.2127964198589325,2.8852903842926025,44306,43260,True,0.0737521675521421,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Palawan,Palawan,NA,118.7524206,9.988443577,50,p75,0.27827706933021545,1.6826847791671753,44306,43260,True,0.16537682682786575,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Samar,Samar,NA,124.9405475,11.84281136,50,mean,0.3927432894706726,2.8852903842926025,35845,43260,True,0.1361191551494263,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Samar,Samar,NA,124.9405475,11.84281136,50,p75,0.4462435841560364,1.6826847791671753,35845,43260,True,0.2651973736738139,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Aklan,Aklan,NA,122.2459981,11.61199862,75,mean,0.26919999718666077,1.8486090898513794,89071,91096,True,0.14562299767134831,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Aklan,Aklan,NA,122.2459981,11.61199862,75,p75,0.366627037525177,1.0403039455413818,89071,91096,True,0.3524230001207787,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Capiz,Capiz,NA,122.6325366,11.36709361,75,mean,0.34299236536026,1.8486090898513794,96828,91096,True,0.18554077616692624,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Capiz,Capiz,NA,122.6325366,11.36709361,75,p75,0.3999171853065491,1.0403039455413818,96828,91096,True,0.38442340531394337,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Cebu,Cebu,NA,123.7556565,10.35656913,75,mean,0.3669169247150421,1.8486090898513794,28533,91096,True,0.1984827007123181,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Cebu,Cebu,NA,123.7556565,10.35656913,75,p75,0.4177817702293396,1.0403039455413818,28533,91096,True,0.4015958720717174,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Iloilo,Iloilo,NA,122.6032448,11.0057335,75,mean,0.4174635410308838,1.8486090898513794,88470,91096,True,0.22582575371002106,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Iloilo,Iloilo,NA,122.6032448,11.0057335,75,p75,0.42920202016830444,1.0403039455413818,88470,91096,True,0.41257367330751066,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
2013-05-01,2013-05,-191,Leyte,Leyte,NA,124.753802,10.97725563,75,mean,0.31140953302383423,1.8486090898513794,73399,91096,True,0.16845612992678202,0,0,2013-05-01T17:19:43Z,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,https://globalnightlight.s3.amazonaws.com/201305/SVDNB_npp_d20130501_t1719439_e1725242_b07822_c20130501232526017119_noaa_ops.rade9.co.tif,https://globalnightlight.s3.amazonaws.com/201305/npp_d20130501_t1719439_e1725242_b07822.vflag.co.tif,True,True
