generated_at,attestation_chain,status,method,iso3,country,subregion,upgrade_queue_class,zero_public_monitor_above_guideline,baseline_gap_top5,top_positive_gdp_residual,openaq_coordinate_rows,official_coordinate_rows,official_pm25_coordinate_rows,near_plus_name_candidate_rows,near_only_candidate_rows,name_overlap_not_near_candidate_rows,validated_same_station_join_rows,complete_monitor_grade_rows,boundary_reference_files_available,gridded_population_denominator_files,gridded_pm25_denominator_files,declared_radius_method_ready,deduplication_rule_ready,station_radius_denominator_ready,station_radius_join_ready,station_radius_grade_ready,station_radius_analysis_ready,readiness_lane,reader_use,non_claim
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,KIR,Kiribati,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,MHL,Marshall Islands,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,NRU,Nauru,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,PLW,Palau,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,PNG,Papua New Guinea,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,TLS,Timor-Leste,Southeast Asia,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,TON,Tonga,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,TUV,Tuvalu,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,VUT,Vanuatu,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
2026-06-20T08:02:55Z,ai-first,computed_station_radius_denominator_readiness,air_monitoring_station_radius_denominator_readiness_v1,WSM,Samoa,The Pacific,zero_public_monitor_above_guideline,True,False,False,0,0,0,0,0,0,0,0,2,0,0,False,False,False,False,False,False,blocked_no_station_coordinates_or_denominators,"No committed station-coordinate input exists for this economy and no gridded denominator file is committed, so it cannot enter a radius map.","This readiness wall inventories coordinate, boundary, denominator, crosswalk, and grade inputs for possible future station-radius analysis. It does not compute catchment population, PM2.5 exposure inside a radius, monitor coverage, same-station OpenAQ joins, or complete monitor-grade classification."
