generated_at,attestation_chain,status,method,row_type,iso3,country,radius_km,radius_role,coordinate_rows,unique_coordinate_points,openaq_coordinate_rows,official_pm25_coordinate_rows,population_rows_computed,pm25_rows_computed,candidate_population_buffer_sum,candidate_population_exact_coordinate_dedup_sum,mean_pm25_nearest_ugm3,mean_pm25_radius_ugm3,ghsl_tile_count,ghsl_tile_ids,country_union_population_computed,coverage_claim_allowed,validated_same_station_join_rows,complete_monitor_grade_rows,station_radius_ready,reader_use,blocking_gap,non_claim
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,GEO,Georgia,4.0,primary,18,18,2,16,18,18,2609473.9,2609473.9,18.802,18.942,1,R5_C23,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,GEO,Georgia,50.0,upper_sensitivity,18,18,2,16,18,18,15350607.926,15350607.926,18.802,14.916,1,R5_C23,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,IDN,Indonesia,0.5,lower_sensitivity,58,58,36,22,58,58,470169.264,470169.264,27.478,,6,R10_C29||R10_C30||R9_C28||R9_C29||R9_C30||R9_C32,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,IDN,Indonesia,4.0,primary,58,58,36,22,58,58,27402298.671,27402298.671,27.478,22.831,7,R10_C29||R10_C30||R10_C32||R9_C28||R9_C29||R9_C30||R9_C32,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,IDN,Indonesia,50.0,upper_sensitivity,58,58,36,22,58,58,913298015.832,913298015.832,27.478,23.659,8,R10_C29||R10_C30||R10_C31||R10_C32||R9_C28||R9_C29||R9_C30||R9_C32,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,LKA,Sri Lanka,0.5,lower_sensitivity,3,3,3,0,3,3,15609.917,15609.917,19.426,,2,R8_C27||R9_C26,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,LKA,Sri Lanka,4.0,primary,3,3,3,0,3,3,1036310.821,1036310.821,19.426,16.665,2,R8_C27||R9_C26,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,LKA,Sri Lanka,50.0,upper_sensitivity,3,3,3,0,3,3,13550800.729,13550800.729,19.426,16.751,4,R8_C26||R8_C27||R9_C26||R9_C27,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,MMR,Myanmar,0.5,lower_sensitivity,3,3,3,0,3,3,21449.731,21449.731,31.845,,1,R8_C28,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,MMR,Myanmar,4.0,primary,3,3,3,0,3,3,1602881.76,1602881.76,31.845,31.845,1,R8_C28,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,MMR,Myanmar,50.0,upper_sensitivity,3,3,3,0,3,3,17541353.153,17541353.153,31.845,31.562,1,R8_C28,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,MYS,Malaysia,0.5,lower_sensitivity,85,84,18,67,85,85,253203.299,244875.76,17.413,17.221,3,R9_C28||R9_C29||R9_C30,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,MYS,Malaysia,4.0,primary,85,84,18,67,85,85,9745622.205,9407324.841,17.413,17.011,3,R9_C28||R9_C29||R9_C30,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,MYS,Malaysia,50.0,upper_sensitivity,85,84,18,67,85,85,281348308.637,271853473.272,17.413,16.58,3,R9_C28||R9_C29||R9_C30,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,TJK,Tajikistan,0.5,lower_sensitivity,7,7,7,0,7,7,47077.454,47077.454,36.557,,2,R5_C25||R6_C25,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,TJK,Tajikistan,4.0,primary,7,7,7,0,7,7,1584518.836,1584518.836,36.557,43.452,2,R5_C25||R6_C25,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,TJK,Tajikistan,50.0,upper_sensitivity,7,7,7,0,7,7,12640519.227,12640519.227,36.557,25.848,3,R5_C25||R5_C26||R6_C25,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,TKM,Turkmenistan,0.5,lower_sensitivity,2,2,2,0,2,2,32711.636,32711.636,30.494,,1,R6_C24,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,TKM,Turkmenistan,4.0,primary,2,2,2,0,2,2,1179893.386,1179893.386,30.494,30.494,1,R6_C24,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,TKM,Turkmenistan,50.0,upper_sensitivity,2,2,2,0,2,2,2794120.208,2794120.208,30.494,28.113,1,R6_C24,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,UZB,Uzbekistan,0.5,lower_sensitivity,44,44,4,40,44,44,169654.429,169654.429,35.74,,4,R5_C24||R5_C25||R5_C26||R6_C25,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,UZB,Uzbekistan,4.0,primary,44,44,4,40,44,44,7965633.979,7965633.979,35.74,34.589,4,R5_C24||R5_C25||R5_C26||R6_C25,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,country_radius_summary,UZB,Uzbekistan,50.0,upper_sensitivity,44,44,4,40,44,44,146263881.156,146263881.156,35.74,27.412,4,R5_C24||R5_C25||R5_C26||R6_C25,False,False,0,0,False,"Country summary of row-level candidate denominators. Exact duplicate coordinate points are collapsed in one diagnostic column, but overlapping buffers are not unioned and this is not monitor coverage.","Country-level unioned catchments, station identity validation, and monitor-grade evidence remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
