generated_at,attestation_chain,status,method,iso3,iso2,country,source_name,source_url,retrieval_url,extraction_level,source_station_id,source_station_name,source_station_type,coordinate_available,pm25_signal,grade_evidence_category,grade_evidence_strength,explicit_method_standard_signal,automatic_or_official_portal_signal,sensor_under_test_signal,plan_only_signal,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,evidence_basis,next_validation_step,non_claim
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,CAMS-11,DFO Office Campus,CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,CAMS-12,"DoE Office, Divisional Headquarter",CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,CAMS-13,BTV Rangpur Station,CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,CAMS-14,Atomic Energy Research Institute,CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,CAMS-15,Sadar Upazila Complex,CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,CAMS-16,Court Area,CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-17,"Sadar, Faridpur (Municipal Office)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-18,"Sadar, Jashore (circuit house)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-19,"Shyamnagar, Satkhira",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-20,"Rampal, Bagerhat",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-21,"Sadar, Gopalganj",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-22,"Sadar, Tangail (DoE office)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-23,"Sadar, Bogura (DoE Office)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-24,"BSCIC, Tongi, Gazipur",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-25,"BUET, Dhaka",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-26,"Sadar, B.Baria (municipal Office)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-27,"Sadar, Feni (DoE Office)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-28,"Maijdi Bazar, Noakhali (DoE Office)",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
2026-06-19T07:37:05Z,ai-first,computed,air_monitoring_monitor_grade_evidence_audit_v1,BGD,BD,Bangladesh,Ambient Air Quality in Bangladesh,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-doe/2024/12/014a6e225cf849098389d835538afdc9.pdf,station_coordinates,C-CAMS-29,"BSRM, Nasirabad, Chattogram",C-CAMS,True,True,method_standard_signal,source_specific_method_standard,True,True,False,False,False,False,Bangladesh DoE report text states that criteria pollutants at the monitoring sites are measured using USEPA Federal Equivalent Methods.,Confirm whether the method-standard statement applies to each active station and current equipment.,"This monitor-grade evidence audit separates public source language from validated monitor classification. It does not certify reference-grade status for every official row, does not prove low-cost rows are invalid, and does not compute station-radius population coverage."
