generated_at,attestation_chain,status,method,station_code_status_scan_id,upstream_evidence_id,upstream_source,iso3,country,source_station_id,source_station_name,source_station_type,station_code_source_lane,source_record_keys,exact_station_code_or_id_found,station_address,latitude,longitude,station_equipment_count,pollutant_list,pm25_row_or_equipment_listed,pm25_observation_rows,pm25_latest_value,pm25_latest_timestamp,station_description_operating_context,station_description_excerpt,station_test_mode_flag,bmkg_payload_station_link_found,bmkg_payload_xml_filename_found,uzbekistan_blocker_type,uzbekistan_detail_age_days,uzbekistan_detail_pm25_value_status,uzbekistan_region_updating_data_status,source_context_terms,station_method_table_found,instrument_model_available,calibration_status_available,current_status_confirmed,station_method_classified,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,source_scan_decision,reader_use,non_claim
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,GEO-station-code-status-ORN06,GEO-row_level_pm25_portal_or_api-ORN06,generated\air-monitoring-monitor-grade-station-method-evidence.csv,GEO,Georgia,ORN06,Mestia town,air.gov.ge hourly station,georgia_airgov_station_code_api,airgov_station_code_hourly_api,True,Mestia town,43.048754,42.746447,9,PM10|PM2.5|NO2|O3,True,1,3.82228572472282,2026-06-19T14:00:00,True,"Air Quality Monitoring Automatic Station is located in Mestia town. The station has been in operation since February 2024. It measures the following parameters: PM10, PM2.5, NO, NOx, NO₂, O₃, and meteorological parameters.",False,False,False,,,,False,station_code|PM2.5_equipment|operating_description,False,False,False,False,False,False,False,georgia_station_code_pm25_equipment_context_keep_not_grade_ready,"Use as a stronger Georgia row-context source: the public API returns the exact station code, PM2.5 equipment/substance rows, and operating-description language. It still lacks instrument model, calibration/status, and grade certification fields.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,GEO-station-code-status-ORN07,GEO-row_level_pm25_portal_or_api-ORN07,generated\air-monitoring-monitor-grade-station-method-evidence.csv,GEO,Georgia,ORN07,Telavi-Kvirike Didi Street №43,air.gov.ge hourly station,georgia_airgov_station_code_api,airgov_station_code_hourly_api,True,Telavi-Kvirike Didi Street №43,41.916287,45.465198,9,PM10|PM2.5|NO2|O3|SO2|CO,True,1,6.47377582391103,2026-06-19T14:00:00,True,"The Telavi Air Quality Monitoring Automatic Station is located in Kvirike Didi Street. The station has been in operation since December 2023. It measures the following parameters: PM10, PM2.5, SO2, NO, NOx, NO2, O3, CO and meteorological parameters.",False,False,False,,,,False,station_code|PM2.5_equipment|operating_description,False,False,False,False,False,False,False,georgia_station_code_pm25_equipment_context_keep_not_grade_ready,"Use as a stronger Georgia row-context source: the public API returns the exact station code, PM2.5 equipment/substance rows, and operating-description language. It still lacks instrument model, calibration/status, and grade certification fields.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,GEO-station-code-status-ORN08,GEO-row_level_pm25_portal_or_api-ORN08,generated\air-monitoring-monitor-grade-station-method-evidence.csv,GEO,Georgia,ORN08,Akhaltsikhe-Aspindza Street №18,air.gov.ge hourly station,georgia_airgov_station_code_api,airgov_station_code_hourly_api,True,Akhaltsikhe-Aspindza Street №18,41.640024,42.991781,9,PM10|PM2.5|NO2|O3|SO2|CO,True,1,5.18265490730604,2026-06-19T14:00:00,True,"The Akhaltsikhe Air Quality Monitoring Automatic Station is located in Aspindza Street №18. The station has been in operation since December 2023. It measures the following parameters: PM10, PM2.5, SO2, NO, NOx, NO2, O3, CO and meteorological parameters.",False,False,False,,,,False,station_code|PM2.5_equipment|operating_description,False,False,False,False,False,False,False,georgia_station_code_pm25_equipment_context_keep_not_grade_ready,"Use as a stronger Georgia row-context source: the public API returns the exact station code, PM2.5 equipment/substance rows, and operating-description language. It still lacks instrument model, calibration/status, and grade certification fields.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,GEO-station-code-status-RST18,GEO-row_level_pm25_portal_or_api-RST18,generated\air-monitoring-monitor-grade-station-method-evidence.csv,GEO,Georgia,RST18,Rustavi - Batumi Street No. 19,air.gov.ge hourly station,georgia_airgov_station_code_api,airgov_station_code_hourly_api,True,Rustavi - Batumi Street No. 19,41.5462,45.0145,15,PM10|PM2.5|O3|SO2|CO,True,1,12.0095719921799,2026-06-19T14:00:00,True,"In Rustavi, Atmospheric Air Quality Monitoring Automatic Station is located on Batumi street. The station operated since February 2019. It measures the following parameters: PM10, PM2.5, SO2, NO, NOx, NO2, O3, CO, and meteorological parameters.",False,False,False,,,,False,station_code|PM2.5_equipment|operating_description,False,False,False,False,False,False,False,georgia_station_code_pm25_equipment_context_keep_not_grade_ready,"Use as a stronger Georgia row-context source: the public API returns the exact station code, PM2.5 equipment/substance rows, and operating-description language. It still lacks instrument model, calibration/status, and grade certification fields.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,GEO-station-code-status-TSRT,GEO-row_level_pm25_portal_or_api-TSRT,generated\air-monitoring-monitor-grade-station-method-evidence.csv,GEO,Georgia,TSRT,Tbilisi - Akaki Tsereteli ave. №105,air.gov.ge hourly station,georgia_airgov_station_code_api,airgov_station_code_hourly_api,True,Tbilisi - Akaki Tsereteli ave. №105,41.7419,44.77931,13,PM10|PM2.5|NO2|O3|SO2|CO,True,1,10.8791666666667,2026-06-19T14:00:00,True,"The Tbilisi Atmospheric Air Quality Monitoring Automatic Station is located on Akaki Tsereteli ave. №105. The station operated since September 2016. It measures the following parameters: PM10, PM2.5, SO2, NO, NOx, NO2, O3, CO and meteorological parameters.",False,False,False,,,,False,station_code|PM2.5_equipment|operating_description,False,False,False,False,False,False,False,georgia_station_code_pm25_equipment_context_keep_not_grade_ready,"Use as a stronger Georgia row-context source: the public API returns the exact station code, PM2.5 equipment/substance rows, and operating-description language. It still lacks instrument model, calibration/status, and grade certification fields.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,GEO-station-code-status-VRKT,GEO-row_level_pm25_portal_or_api-VRKT,generated\air-monitoring-monitor-grade-station-method-evidence.csv,GEO,Georgia,VRKT,"Tbilisi - Varketili 3, IIIa m/d, near №325",air.gov.ge hourly station,georgia_airgov_station_code_api,airgov_station_code_hourly_api,True,"Tbilisi - Varketili 3, IIIa m/d, near №325",41.707278,44.875532,12,PM10|PM2.5|NO2|O3|SO2,True,1,9.70416666666666,2026-06-19T14:00:00,True,"The Tbilisi Atmospheric Air Quality Monitoring Automatic Station is located on Varketili 3, IIIa m/d, near №325. The station operated since September 2016. It measures the following parameters: PM10, PM2.5, SO2, NO, NOx, NO2, O3, CO and meteorological param...",False,False,False,,,,False,station_code|PM2.5_equipment|operating_description,False,False,False,False,False,False,False,georgia_station_code_pm25_equipment_context_keep_not_grade_ready,"Use as a stronger Georgia row-context source: the public API returns the exact station code, PM2.5 equipment/substance rows, and operating-description language. It still lacks instrument model, calibration/status, and grade certification fields.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_bjb2,IDN-row_level_pm25_portal_or_api-pm25_bjb2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_bjb2,Banjarbaru,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,13.7,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_btm2,IDN-row_level_pm25_portal_or_api-pm25_btm2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_btm2,Batam,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,9.1,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_idp2,IDN-row_level_pm25_portal_or_api-pm25_idp2,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_idp2,Indrapuri,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,9.9,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_jm3,IDN-row_level_pm25_portal_or_api-pm25_jm3,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_jm3,Kota Jambi,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,13.3,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_jm4,IDN-row_level_pm25_portal_or_api-pm25_jm4,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_jm4,Muaro Jambi,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,11.6,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
2026-06-19T14:02:58Z,ai-first,computed_station_code_status_method_source_scan,air_monitoring_station_code_status_method_source_scan_v1,IDN-station-code-status-pm25_kmy3,IDN-row_level_pm25_portal_or_api-pm25_kmy3,generated\air-monitoring-indonesia-georgia-row-method-source-scan.csv,IDN,Indonesia,pm25_kmy3,Kemayoran,BMKG PM2.5 portal location,indonesia_bmkg_portal_payload,bmkg_pm25_portal_nuxt_payload,True,,,,,PM2.5,True,1,52.4,"19 Jun 2026, 18.00 WIB",False,,False,True,True,,,,False,station_link|nuxt_payload_xml_filename|same_page_method_context,False,False,False,False,False,False,False,indonesia_bmkg_payload_station_code_context_keep_not_grade_ready,"Use as BMKG row-context evidence: the portal source exposes the exact station link/payload key and the prior detail-page scan found same-page method context. It still lacks a station-level method table, calibration/status record, and grade classification.","This scan checks exact station-code or station-ID public sources for method/status closure. It does not convert API presence, station descriptions, PM2.5 equipment rows, live values, HORIBA hints, or BMKG method context into current-status confirmation, complete monitor-grade classification, or station-radius readiness."
