generated_at,attestation_chain,status,method,source_station_id,source_station_name,api_list_found,api_list_station_name,api_list_pm25_value,api_list_condition_label,api_list_hour,api_list_lat,api_list_lon,api_detail_retrieved,api_detail_date_raw,api_detail_observation_count,api_detail_latest_hour,api_detail_latest_pm25_value,api_detail_lat,api_detail_lon,api_coordinates_available,api_list_detail_coordinate_match,api_payload_has_station_status_field,api_payload_has_inspection_field,api_payload_has_calibration_field,api_payload_has_certificate_field,api_payload_has_grade_field,api_payload_has_method_field,api_condition_is_air_quality_label_only,current_status_confirmed,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,api_parity_decision,reader_use,non_claim
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_pbb,Bengkulu,True,Bengkulu,40.6,Sedang,5,-3.86500,102.31200,True,20-06-2026,6,5,40.6,-3.865,102.312,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_pk2,Pekanbaru,True,Pekanbaru,0.6,Baik,5,0.46667,101.46660,True,20-06-2026,6,5,0.6,0.46667,101.4666,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_pl3,Talang Betutu Palembang,True,Talang Betutu Palembang,33,Sedang,5,-2.94000,104.70000,True,20-06-2026,6,5,33,-2.94,104.7,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_plb4,Musi 2 Palembang,True,Musi 2 Palembang,53.6,Sedang,5,-3.03100,104.72000,True,20-06-2026,6,5,53.6,-3.031,104.72,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_pr2,Palangkaraya,True,Palangkaraya,7.8,Baik,5,-2.22611,113.94500,True,20-06-2026,6,5,7.8,-2.22611,113.945,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_ptn2,Mempawah,True,Mempawah,5.6,Baik,5,0.12400,110.45600,True,20-06-2026,6,5,5.6,0.124,110.456,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_sm2,Samarinda,True,Samarinda,7.5,Baik,5,-0.48250,117.15630,True,20-06-2026,6,5,7.5,-0.4825,117.1563,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_smg,Semarang,True,Semarang,36.5,Sedang,5,-6.98500,110.38100,True,20-06-2026,6,5,36.5,-6.985,110.381,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_spd,Kubu Raya,True,Kubu Raya,5.6,Baik,5,-0.14000,109.45000,True,20-06-2026,6,5,5.6,-0.14,109.45,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_srg,Sorong,True,Sorong,7.7,Baik,5,-0.88300,131.29800,True,20-06-2026,6,5,7.7,-0.883,131.298,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_tj2,Tanjung Harapan,False,,,,,,,True,20-06-2026,6,5,0,2.83,117.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,api_route_missing_keep_blocked,Use as an API availability blocker: the target station was not complete across BMKG API surfaces.,"This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
2026-06-19T23:47:31Z,ai-first,computed_bmkg_api_parity_status,air_monitoring_bmkg_api_parity_status_v1,pm25_yky,Sleman,True,Sleman,40.5,Sedang,5,-7.73100,110.35400,True,20-06-2026,6,5,40.5,-7.731,110.354,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,api_telemetry_visible_no_status_fields_keep_blocked,"Use as API parity evidence: BMKG list/detail endpoints expose live PM2.5 telemetry, coordinates, date/hour, and air-quality condition labels, but no station-status, inspection, calibration, certificate, grade, or method fields for this target row.","This pass records official BMKG public API telemetry and field presence. It does not convert a public app token, PM2.5 values, air-quality condition labels, coordinates, or hourly observations into station operational-status certification, station-specific inspection logs, calibration certificates, complete monitor-grade classification, or station-radius readiness."
