generated_at,attestation_chain,status,method,row_type,coordinate_id,coordinate_key,iso3,country,source_family,source_row_id,station_name,latitude,longitude,radius_km,radius_role,ghsl_population_sum,ghsl_positive_cells,ghsl_window_count,ghsl_tile_ids,ghsl_population_computed,acag_record_key,acag_selected_vintage,pm25_nearest_ugm3,pm25_radius_mean_ugm3,pm25_radius_cell_count,pm25_computed,join_stage,claim_allowed,validated_same_station_join_rows,complete_monitor_grade_rows,station_radius_ready,reader_use,blocking_gap,non_claim
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AZE:6389684:40.501052:50.182203,"AZE:40.501052,50.182203",AZE,Azerbaijan,openaq,6389684,Shuvalan,40.501052,50.182203,4.0,primary,22980.494,4731,1,R5_C24,True,v6gl03_gl_coarse_annual,2023,16.194,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,openaq:AZE:6389684:40.501052:50.182203,"AZE:40.501052,50.182203",AZE,Azerbaijan,openaq,6389684,Shuvalan,40.501052,50.182203,50.0,upper_sensitivity,2873197.389,142773,2,R5_C23||R5_C24,True,v6gl03_gl_coarse_annual,2023,16.194,14.8,83,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-17:23.606240:89.838710,"BGD:23.606240,89.838710",BGD,Bangladesh,official_pm25_station,C-CAMS-17,"Sadar, Faridpur (Municipal Office)",23.60624,89.83871,0.5,lower_sensitivity,25632.197,98,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,75.731,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-17:23.606240:89.838710,"BGD:23.606240,89.838710",BGD,Bangladesh,official_pm25_station,C-CAMS-17,"Sadar, Faridpur (Municipal Office)",23.60624,89.83871,4.0,primary,345039.597,5339,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,75.731,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-17:23.606240:89.838710,"BGD:23.606240,89.838710",BGD,Bangladesh,official_pm25_station,C-CAMS-17,"Sadar, Faridpur (Municipal Office)",23.60624,89.83871,50.0,upper_sensitivity,9137685.182,516933,2,R7_C27||R7_C28,True,v6gl03_gl_coarse_annual,2023,75.731,77.249,67,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-18:23.162142:89.206380,"BGD:23.162142,89.206380",BGD,Bangladesh,official_pm25_station,C-CAMS-18,"Sadar, Jashore (circuit house)",23.162142,89.20638,0.5,lower_sensitivity,25869.555,96,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,64.605,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-18:23.162142:89.206380,"BGD:23.162142,89.206380",BGD,Bangladesh,official_pm25_station,C-CAMS-18,"Sadar, Jashore (circuit house)",23.162142,89.20638,4.0,primary,556672.933,5745,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,64.605,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-18:23.162142:89.206380,"BGD:23.162142,89.206380",BGD,Bangladesh,official_pm25_station,C-CAMS-18,"Sadar, Jashore (circuit house)",23.162142,89.20638,50.0,upper_sensitivity,8450626.226,459847,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,64.605,62.967,71,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-19:22.315996:89.043170,"BGD:22.315996,89.043170",BGD,Bangladesh,official_pm25_station,C-CAMS-19,"Shyamnagar, Satkhira",22.315996,89.04317,0.5,lower_sensitivity,295.963,62,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,48.257,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-19:22.315996:89.043170,"BGD:22.315996,89.043170",BGD,Bangladesh,official_pm25_station,C-CAMS-19,"Shyamnagar, Satkhira",22.315996,89.04317,4.0,primary,35905.68,3452,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,48.257,48.257,1,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-19:22.315996:89.043170,"BGD:22.315996,89.043170",BGD,Bangladesh,official_pm25_station,C-CAMS-19,"Shyamnagar, Satkhira",22.315996,89.04317,50.0,upper_sensitivity,5157258.34,313386,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,48.257,53.773,67,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-20:22.595599:89.554563,"BGD:22.595599,89.554563",BGD,Bangladesh,official_pm25_station,C-CAMS-20,"Rampal, Bagerhat",22.595599,89.554563,0.5,lower_sensitivity,1.957,5,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,69.704,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-20:22.595599:89.554563,"BGD:22.595599,89.554563",BGD,Bangladesh,official_pm25_station,C-CAMS-20,"Rampal, Bagerhat",22.595599,89.554563,4.0,primary,20915.198,2366,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,69.704,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-20:22.595599:89.554563,"BGD:22.595599,89.554563",BGD,Bangladesh,official_pm25_station,C-CAMS-20,"Rampal, Bagerhat",22.595599,89.554563,50.0,upper_sensitivity,5766909.28,395099,2,R7_C27||R7_C28,True,v6gl03_gl_coarse_annual,2023,69.704,67.501,67,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-21:23.008615:89.829035,"BGD:23.008615,89.829035",BGD,Bangladesh,official_pm25_station,C-CAMS-21,"Sadar, Gopalganj",23.008615,89.829035,0.5,lower_sensitivity,29840.908,97,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,75.122,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-21:23.008615:89.829035,"BGD:23.008615,89.829035",BGD,Bangladesh,official_pm25_station,C-CAMS-21,"Sadar, Gopalganj",23.008615,89.829035,4.0,primary,203140.314,4237,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,75.122,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the source-frozen 4 km PM2.5 neighborhood-scale band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-21:23.008615:89.829035,"BGD:23.008615,89.829035",BGD,Bangladesh,official_pm25_station,C-CAMS-21,"Sadar, Gopalganj",23.008615,89.829035,50.0,upper_sensitivity,8015180.728,494515,2,R7_C27||R7_C28,True,v6gl03_gl_coarse_annual,2023,75.122,74.312,68,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the 50 km upper sensitivity band; not a service area.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
2026-06-20T15:24:12Z,ai-first,computed_station_radius_denominator_join_dry_run,air_monitoring_station_radius_denominator_join_dry_run_v1,candidate_coordinate_radius,official_pm25_station:BGD:C-CAMS-22:24.249696:89.929425,"BGD:24.249696,89.929425",BGD,Bangladesh,official_pm25_station,C-CAMS-22,"Sadar, Tangail (DoE office)",24.249696,89.929425,0.5,lower_sensitivity,20424.618,97,1,R7_C27,True,v6gl03_gl_coarse_annual,2023,78.221,,0,True,candidate_coordinate_denominator_join,False,0,0,False,Candidate-row denominator diagnostic for the lower 0.5 km sensitivity band.,"The denominator join is physical, but same-station identity, monitor-grade classification, and unioned country catchment coverage remain blocked.","This denominator join dry run attaches the frozen candidate coordinate universe to cached GHSL population cells and the selected ACAG coarse annual PM2.5 grid. It reports candidate-row denominator diagnostics only. It does not validate same-station joins, does not classify complete monitor grade, does not compute unioned monitor catchment coverage, and does not support a population-served, exposure, or official monitor coverage claim."
