generated_at,attestation_chain,status,method,bmkg_station_status_audit_id,bmkg_operation_maintenance_scan_id,source_station_id,source_station_name,exact_station_detail_url,detail_retrieved,detail_http_status,detail_final_url,detail_cache_path,detail_sha256,detail_timestamp_raw,detail_timestamp_iso,detail_value_ug_m3,detail_category_raw,page_station_name_match,page_station_code_in_url,page_public_measurement_display_found,page_pm25_method_text_found,page_bam_method_text_found,page_station_operational_status_found,page_station_inspection_log_found,page_station_calibration_certificate_found,page_station_calibration_status_found,page_status_or_certificate_link_count,source_level_daily_inspection_sop_context,source_level_maintenance_context,source_level_calibration_context,current_status_confirmed,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,audit_decision,reader_use,non_claim
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_pbb,IDN-bmkg-operation-maintenance-pm25_pbb,pm25_pbb,Bengkulu,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pbb,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pbb,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_pbb.html,61a7ba2d7c55afe98e1281e55432c2ae04aa7bf05094c7bd9a9bee57f2c6901b,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,99.3,Tidak Sehat,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_pk2,IDN-bmkg-operation-maintenance-pm25_pk2,pm25_pk2,Pekanbaru,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pk2,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pk2,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_pk2.html,b8be51cb6a72a1edf4ac3e0e224f8557c511cfb694ecd09689f4e8791f2e2025,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,4.8,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_pl3,IDN-bmkg-operation-maintenance-pm25_pl3,pm25_pl3,Talang Betutu Palembang,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pl3,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pl3,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_pl3.html,4141fe76005822775e478e4e81a488cd07577870509594df33846c85257f6fb5,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,25.7,Sedang,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_plb4,IDN-bmkg-operation-maintenance-pm25_plb4,pm25_plb4,Musi 2 Palembang,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_plb4,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_plb4,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_plb4.html,1893776d34d4875650c73d4e1aeec985fd2e31ff71db1d59327cded3694dbe25,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,31.8,Sedang,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_pr2,IDN-bmkg-operation-maintenance-pm25_pr2,pm25_pr2,Palangkaraya,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pr2,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pr2,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_pr2.html,d43ddc61c72c7fd1059380c16dc8ea51e4bdee43fa2f4187881184a388ff27ef,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,5,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_ptn2,IDN-bmkg-operation-maintenance-pm25_ptn2,pm25_ptn2,Mempawah,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_ptn2,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_ptn2,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_ptn2.html,3a802e78838322814564c0d326ca20e5746dc914606cd0d752abb804b037ecd7,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,10.1,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_sm2,IDN-bmkg-operation-maintenance-pm25_sm2,pm25_sm2,Samarinda,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_sm2,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_sm2,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_sm2.html,31f4d617cce2653ac5c8b70623ca2e88327eea111e7652444566d98820c8c5be,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,5.9,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_smg,IDN-bmkg-operation-maintenance-pm25_smg,pm25_smg,Semarang,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_smg,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_smg,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_smg.html,a4ac7bb812bf1624f3f4bba19048ae296e28e3e9a781c709655093fd0fe8f48c,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,32.5,Sedang,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_spd,IDN-bmkg-operation-maintenance-pm25_spd,pm25_spd,Kubu Raya,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_spd,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_spd,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_spd.html,b41a077d2dffa525263579ba5ab16789766021247de88b06c1e2f27c47bc5f09,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,8.5,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_srg,IDN-bmkg-operation-maintenance-pm25_srg,pm25_srg,Sorong,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_srg,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_srg,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_srg.html,4d7e1d2927f46c179d84de1f20f31b9502972757cb5785a70ac797af30eefbc4,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,4.8,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_tj2,IDN-bmkg-operation-maintenance-pm25_tj2,pm25_tj2,Tanjung Harapan,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_tj2,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_tj2,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_tj2.html,b41c30ac0e80d88f0142dd0f8d8837b4330d3226d150fac093abed98c4ae5d49,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,0,Baik,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
2026-06-19T22:22:29Z,ai-first,computed_bmkg_station_specific_status_audit,air_monitoring_bmkg_station_specific_status_audit_v1,IDN-bmkg-station-status-pm25_yky,IDN-bmkg-operation-maintenance-pm25_yky,pm25_yky,Sleman,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_yky,True,200,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_yky,.cache\bmkg-station-specific-status\https_www_bmkg_go_id_kualitas_udara_pm25_pm25_yky.html,b6c85746622824ef1937870d69268c14ce8fecbb2875edbf93ed63813025ac21,"20 Jun 2026, 4.00 WIB",2026-06-19T21:00:00Z,33.7,Sedang,True,True,True,True,True,False,False,False,False,0,True,True,True,False,False,False,False,False,False,detail_display_visible_but_no_station_status_certificate,"Use as a station-page closure check: the exact BMKG detail page shows a public PM2.5 display and method text where parsed, but it does not provide station-specific operational status, inspection-log, calibration certificate, or calibration-status evidence.","This audit records exact BMKG station-detail public display snapshots and station-page evidence gates for the 22 BMKG BAM rows. It does not certify station current status, station-specific inspection logs, station-specific calibration certificates, complete monitor-grade status, same-station OpenAQ joins, or station-radius coverage."
