generated_at,attestation_chain,status,method,bmkg_grade_basis_scan_id,method_classification_audit_id,source_station_id,source_station_name,station_method_class,source_level_method_basis_sources,source_level_technical_standard_sources,source_level_daily_log_or_inspection_sources,source_level_periodic_calibration_rule_sources,source_level_calibration_service_sources,source_level_certificate_request_or_output_sources,source_level_pm25_network_context_sources,station_name_context_source_keys,station_name_context_source_roles,station_name_context_source_count,station_specific_inspection_log_found,station_specific_calibration_certificate_found,calibration_status_available,current_status_confirmed,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,grade_basis_decision,reader_use,non_claim
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_pbb,IDN-method-classification-pm25_pbb,pm25_pbb,Bengkulu,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_pk2,IDN-method-classification-pm25_pk2,pm25_pk2,Pekanbaru,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_pl3,IDN-method-classification-pm25_pl3,pm25_pl3,Talang Betutu Palembang,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_plb4,IDN-method-classification-pm25_plb4,pm25_plb4,Musi 2 Palembang,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_pr2,IDN-method-classification-pm25_pr2,pm25_pr2,Palangkaraya,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_ptn2,IDN-method-classification-pm25_ptn2,pm25_ptn2,Mempawah,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_sm2,IDN-method-classification-pm25_sm2,pm25_sm2,Samarinda,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_smg,IDN-method-classification-pm25_smg,pm25_smg,Semarang,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_spd,IDN-method-classification-pm25_spd,pm25_spd,Kubu Raya,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_srg,IDN-method-classification-pm25_srg,pm25_srg,Sorong,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_tj2,IDN-method-classification-pm25_tj2,pm25_tj2,Tanjung Harapan,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
2026-06-20T03:01:33Z,ai-first,computed_bmkg_grade_basis_source_scan,air_monitoring_bmkg_grade_basis_source_scan_v1,IDN-bmkg-grade-basis-pm25_yky,IDN-method-classification-pm25_yky,pm25_yky,Sleman,Beta Attenuation Monitoring (BAM),8,7,3,2,2,2,3,,,0,False,False,False,False,False,False,source_level_grade_basis_available_row_still_blocked,"Use as source-level grade-basis context: BMKG rules and services describe BAM method, inspection/logbook, and calibration route. The target row remains blocked because no public station-specific record is present.","This scan records public BMKG method, technical-standard, inspection, calibration, tariff, certificate-request, and PM2.5 network context for the 22 BMKG BAM-classified rows. It does not certify station-specific inspection logs, station-specific calibration certificates or status, complete monitor-grade classification, same-station OpenAQ joins, or station-radius coverage."
