generated_at,attestation_chain,status,method,tile_id,tile_row,tile_col,south,west,north,east,selected_economies,selected_economy_count,coordinate_rows_touching_tile,openaq_coordinate_rows_touching_tile,official_pm25_coordinate_rows_touching_tile,ghsl_vintage,ghsl_resolution,exact_file_url,head_status,head_ok,content_type,content_length_bytes,size_mb,last_modified,etag,selection_status,download_decision,blocking_gap,retrieval_error,non_claim
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R8_C26,8,26,10.0,70.0,20.0,80.0,LKA,1,1,1,0,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C26.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",URLError: <urlopen error _ssl.c:1011: The handshake operation timed out>,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R8_C27,8,27,10.0,80.0,20.0,90.0,LKA,1,1,1,0,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C27.zip,200,True,application/zip,20947752,20.948,"Mon, 27 Jan 2025 19:34:55 GMT","""13fa328-62cb52bc0a516""",selected_head_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R8_C28,8,28,10.0,90.0,20.0,100.0,MMR,1,3,3,0,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R8_C28.zip,200,True,application/zip,34370607,34.371,"Mon, 27 Jan 2025 19:34:55 GMT","""20c742f-62cb52bc50619""",selected_head_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R9_C26,9,26,0.0,70.0,10.0,80.0,LKA,1,3,3,0,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C26.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",URLError: <urlopen error _ssl.c:1011: The handshake operation timed out>,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R9_C27,9,27,0.0,80.0,10.0,90.0,LKA,1,3,3,0,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C27.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",RemoteDisconnected: Remote end closed connection without response,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R9_C28,9,28,0.0,90.0,10.0,100.0,IDN||MYS,2,14,4,10,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C28.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.","URLError: <urlopen error [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond>","This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R9_C29,9,29,0.0,100.0,10.0,110.0,IDN||MYS,2,70,17,53,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C29.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.","URLError: <urlopen error [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond>","This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R9_C30,9,30,0.0,110.0,10.0,120.0,IDN||MYS,2,22,1,21,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R9_C30.zip,200,True,application/zip,16003105,16.003,"Mon, 27 Jan 2025 19:35:03 GMT","""f43021-62cb52c423463""",selected_head_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R10_C28,10,28,-10.0,90.0,0.0,100.0,IDN,1,1,0,1,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C28.zip,200,True,application/zip,1696070,1.696,"Mon, 27 Jan 2025 19:33:34 GMT","""19e146-62cb526ecfbfb""",selected_head_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R10_C29,10,29,-10.0,100.0,0.0,110.0,IDN,1,41,30,11,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C29.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.","URLError: <urlopen error [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond>","This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R10_C30,10,30,-10.0,110.0,0.0,120.0,IDN,1,14,7,7,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C30.zip,200,True,application/zip,50048622,50.049,"Mon, 27 Jan 2025 19:33:34 GMT","""2fbae6e-62cb526f8b7e5""",selected_head_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.",,"This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R10_C31,10,31,-10.0,120.0,0.0,130.0,IDN,1,1,0,1,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C31.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.","URLError: <urlopen error [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond>","This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
2026-06-20T11:15:46Z,ai-first,computed_station_radius_ghsl_population_tile_selection,air_monitoring_station_radius_ghsl_population_tile_selection_v1,R10_C32,10,32,-10.0,130.0,0.0,140.0,IDN,1,1,0,1,2020 observed estimate,4326 3 arc-second tile,https://cidportal.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_POP_GLOBE_R2023A/GHS_POP_E2020_GLOBE_R2023A_4326_3ss/V1-0/tiles/GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0_R10_C32.zip,,False,,,,,,selected_head_not_ok,selected_for_future_checksum_not_downloaded,"Download the selected ZIP body, record SHA-256, inspect the GeoTIFF transform, and freeze radius/de-duplication rules before any catchment computation.","URLError: <urlopen error [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond>","This GHSL population tile-selection gate constructs and probes the public 2020 GHSL 4326 3 arc-second tile URLs needed by committed station coordinates using a conservative 50 km draft-radius buffer. It does not download GHSL ZIP bodies, compute SHA-256 checksums, inspect GeoTIFF transforms, compute station-radius population, compute PM2.5 exposure, validate same-station joins, freeze radius or de-duplication rules, or promote monitor-grade rows."
