generated_at,attestation_chain,status,method,method_classification_audit_id,decision_ledger_id,iso3,country,source_station_id,source_station_name,decision_lane,row_evidence_lane,exact_station_detail_url,exact_station_detail_recent_within_30_days,exact_station_detail_method_terms,bmkg_regulation_bam_method_context,bmkg_regulation_calibration_context,bmkg_bam1020_source_level_model_context,georgia_network_instrument_catalog_context,georgia_live_data_unverified_caution,uzbekistan_instrument_hint_context,raw_value_or_blocker_caution,station_method_class,station_method_classified,instrument_model_candidate,instrument_model_station_specific,current_measurement_recent,current_status_confirmed,calibration_or_maintenance_context_present,calibration_status_available,complete_monitor_grade_classification_available,station_radius_grade_assumption_ready,audit_decision,reader_use,non_claim
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,GEO-method-classification-ORN06,GEO-station_code_context_not_grade_ready-ORN06,GEO,Georgia,ORN06,Mestia town,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,,False,,False,False,False,True,True,False,False,,False,,False,True,False,False,False,False,False,georgia_source_level_instrument_catalog_keep_not_station_classified,"Use as source-level method context only. Georgia publishes an instrument catalog and exact station-code PM2.5 rows, but not a station-code method table; the portal also warns live automatic-station data are not verified.","This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,GEO-method-classification-ORN07,GEO-station_code_context_not_grade_ready-ORN07,GEO,Georgia,ORN07,Telavi-Kvirike Didi Street №43,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,,False,,False,False,False,True,True,False,False,,False,,False,True,False,False,False,False,False,georgia_source_level_instrument_catalog_keep_not_station_classified,"Use as source-level method context only. Georgia publishes an instrument catalog and exact station-code PM2.5 rows, but not a station-code method table; the portal also warns live automatic-station data are not verified.","This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,GEO-method-classification-ORN08,GEO-station_code_context_not_grade_ready-ORN08,GEO,Georgia,ORN08,Akhaltsikhe-Aspindza Street №18,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,,False,,False,False,False,True,True,False,False,,False,,False,True,False,False,False,False,False,georgia_source_level_instrument_catalog_keep_not_station_classified,"Use as source-level method context only. Georgia publishes an instrument catalog and exact station-code PM2.5 rows, but not a station-code method table; the portal also warns live automatic-station data are not verified.","This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,GEO-method-classification-RST18,GEO-station_code_context_not_grade_ready-RST18,GEO,Georgia,RST18,Rustavi - Batumi Street No. 19,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,,False,,False,False,False,True,True,False,False,,False,,False,True,False,False,False,False,False,georgia_source_level_instrument_catalog_keep_not_station_classified,"Use as source-level method context only. Georgia publishes an instrument catalog and exact station-code PM2.5 rows, but not a station-code method table; the portal also warns live automatic-station data are not verified.","This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,GEO-method-classification-TSRT,GEO-station_code_context_not_grade_ready-TSRT,GEO,Georgia,TSRT,Tbilisi - Akaki Tsereteli ave. №105,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,,False,,False,False,False,True,True,False,False,,False,,False,True,False,False,False,False,False,georgia_source_level_instrument_catalog_keep_not_station_classified,"Use as source-level method context only. Georgia publishes an instrument catalog and exact station-code PM2.5 rows, but not a station-code method table; the portal also warns live automatic-station data are not verified.","This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,GEO-method-classification-VRKT,GEO-station_code_context_not_grade_ready-VRKT,GEO,Georgia,VRKT,"Tbilisi - Varketili 3, IIIa m/d, near №325",station_code_context_not_grade_ready,row_level_pm25_portal_or_api,,False,,False,False,False,True,True,False,False,,False,,False,True,False,False,False,False,False,georgia_source_level_instrument_catalog_keep_not_station_classified,"Use as source-level method context only. Georgia publishes an instrument catalog and exact station-code PM2.5 rows, but not a station-code method table; the portal also warns live automatic-station data are not verified.","This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_bjb2,IDN-station_code_context_not_grade_ready-pm25_bjb2,IDN,Indonesia,pm25_bjb2,Banjarbaru,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_bjb2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_btm2,IDN-station_code_context_not_grade_ready-pm25_btm2,IDN,Indonesia,pm25_btm2,Batam,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_btm2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_idp2,IDN-station_code_context_not_grade_ready-pm25_idp2,IDN,Indonesia,pm25_idp2,Indrapuri,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_idp2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_jm3,IDN-station_code_context_not_grade_ready-pm25_jm3,IDN,Indonesia,pm25_jm3,Kota Jambi,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_jm3,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_jm4,IDN-station_code_context_not_grade_ready-pm25_jm4,IDN,Indonesia,pm25_jm4,Muaro Jambi,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_jm4,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_kmy3,IDN-station_code_context_not_grade_ready-pm25_kmy3,IDN,Indonesia,pm25_kmy3,Kemayoran,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_kmy3,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_ktb2,IDN-station_code_context_not_grade_ready-pm25_ktb2,IDN,Indonesia,pm25_ktb2,Kototabang,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_ktb2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_mdn2,IDN-station_code_context_not_grade_ready-pm25_mdn2,IDN,Indonesia,pm25_mdn2,Medan,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_mdn2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_mrs,IDN-station_code_context_not_grade_ready-pm25_mrs,IDN,Indonesia,pm25_mrs,Maros,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_mrs,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_msg,IDN-station_code_context_not_grade_ready-pm25_msg,IDN,Indonesia,pm25_msg,Pesawaran,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_msg,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_pbb,IDN-station_code_context_not_grade_ready-pm25_pbb,IDN,Indonesia,pm25_pbb,Bengkulu,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pbb,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_pk2,IDN-station_code_context_not_grade_ready-pm25_pk2,IDN,Indonesia,pm25_pk2,Pekanbaru,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pk2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_pl3,IDN-station_code_context_not_grade_ready-pm25_pl3,IDN,Indonesia,pm25_pl3,Talang Betutu Palembang,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pl3,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_plb4,IDN-station_code_context_not_grade_ready-pm25_plb4,IDN,Indonesia,pm25_plb4,Musi 2 Palembang,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_plb4,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_pr2,IDN-station_code_context_not_grade_ready-pm25_pr2,IDN,Indonesia,pm25_pr2,Palangkaraya,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_pr2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_ptn2,IDN-station_code_context_not_grade_ready-pm25_ptn2,IDN,Indonesia,pm25_ptn2,Mempawah,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_ptn2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
2026-06-19T15:26:50Z,ai-first,computed_station_method_classification_audit,air_monitoring_station_method_classification_audit_v1,IDN-method-classification-pm25_sm2,IDN-station_code_context_not_grade_ready-pm25_sm2,IDN,Indonesia,pm25_sm2,Samarinda,station_code_context_not_grade_ready,row_level_pm25_portal_or_api,https://www.bmkg.go.id/kualitas-udara/pm25/pm25_sm2,True,Beta Attenuation Monitoring|Beta Attenuation|sinar beta,True,True,True,False,False,False,False,Beta Attenuation Monitoring (BAM),True,BAM-1020 source-level context,False,True,False,False,False,False,False,indonesia_exact_detail_plus_bmkg_regulation_method_classified,Use as a method-class upgrade for BMKG rows. The exact station detail page carries Beta Attenuation language and the official BMKG regulation states PM2.5 automatic observations use BAM. It still is not grade or status certification.,"This audit classifies public method evidence for exact station rows. It does not certify current station status, complete monitor-grade status, same-station OpenAQ joins, calibration status, or station-radius coverage."
