generated_at,attestation_chain,status,method,iso3,country,subregion,population,pm25_locations,pm25_exposure_ugm3,pm25_observability_gap_score,pm25_above_who_guideline_5_ugm3,baseline_gap_top5,zero_public_monitor_above_guideline,top_positive_gdp_residual,log10_people_per_monitor_residual,gdp_pc_year,gdp_pc_current_usd,station_coordinates_available_in_committed_artifacts,monitor_grade_available_in_committed_artifacts,monitor_first_seen_available_in_committed_artifacts,regulatory_inventory_available_in_committed_artifacts,station_radius_analysis_ready,upgrade_queue_class,next_evidence_needed,non_claim
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,IDN,Indonesia,Southeast Asia,283487931,35,17.88,68,True,False,False,True,0.9956,2024,4925.43,False,False,False,False,False,positive_gdp_residual_monitor_metadata,Audit public station metadata and regulator records because current country-level monitor density is thinner than GDP per capita predicts.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,NPL,Nepal,South Asia,29651054,75,45.72,68,True,False,False,False,-0.7207,2024,1447.31,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,PNG,Papua New Guinea,The Pacific,10576502,0,17.31,67,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,TLS,Timor-Leste,Southeast Asia,1400638,0,17.41,67,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,TKM,Turkmenistan,Central and West Asia,7494498,2,19.6,63,True,False,False,True,0.7702,2024,6856.66,False,False,False,False,False,positive_gdp_residual_monitor_metadata,Audit public station metadata and regulator records because current country-level monitor density is thinner than GDP per capita predicts.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,VUT,Vanuatu,The Pacific,327777,0,14.08,61,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,FJI,Fiji,The Pacific,928784,0,12.42,58,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,WSM,Samoa,The Pacific,218019,0,12.55,58,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,THA,Thailand,Southeast Asia,71668011,604,31.01,58,True,False,False,False,-0.7064,2024,7346.62,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,TON,Tonga,The Pacific,104175,0,12.48,58,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,ARM,Armenia,Central and West Asia,3033500,77,30.58,57,True,False,False,False,-1.1348,2024,8556.21,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,FSM,"Micronesia, Federated States of",The Pacific,113160,0,12.11,57,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,KIR,Kiribati,The Pacific,134518,0,11.26,56,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,MNG,Mongolia,East Asia,3524788,19,29.65,56,True,False,False,False,-0.5403,2024,6750.63,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,MHL,Marshall Islands,The Pacific,37548,0,10.73,55,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,VNM,Viet Nam,Southeast Asia,100987686,54,20.8,52,True,False,False,False,0.3448,2024,4717.29,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,BRN,Brunei Darussalam,Southeast Asia,462721,0,7.6,49,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,KHM,Cambodia,Southeast Asia,17638801,27,24.14,49,True,False,False,False,-0.3054,2024,2627.88,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,KOR,"Korea, Republic of",East Asia,51751065,765,25.94,49,True,False,False,False,-0.4229,2024,36238.64,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,PLW,Palau,The Pacific,17695,0,7.33,49,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,PHL,Philippines,Southeast Asia,115843670,78,20.29,48,True,False,False,False,0.1889,2024,3984.83,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,KGZ,Kyrgyz Republic,Central and West Asia,7221868,96,24.38,46,True,False,False,False,-1.2713,2024,2420.19,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,NRU,Nauru,The Pacific,11947,0,6.06,46,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,TUV,Tuvalu,The Pacific,9646,0,5.92,46,True,False,True,False,,,,False,False,False,False,False,zero_public_monitor_above_guideline,Check national regulator inventory and public station metadata to confirm whether OpenAQ-visible zero means no public monitor or only no OpenAQ-public feed.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,BTN,Bhutan,South Asia,791524,16,23.95,45,True,False,False,False,-1.3015,2023,3831.33,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,GEO,Georgia,Central and West Asia,3699557,2,17.04,45,True,False,False,True,0.5623,2024,9241.49,False,False,False,False,False,positive_gdp_residual_monitor_metadata,Audit public station metadata and regulator records because current country-level monitor density is thinner than GDP per capita predicts.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,MYS,Malaysia,Southeast Asia,35557673,18,16.19,44,True,False,False,True,0.6737,2024,11874.43,False,False,False,False,False,positive_gdp_residual_monitor_metadata,Audit public station metadata and regulator records because current country-level monitor density is thinner than GDP per capita predicts.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,TUR,Türkiye,Central and West Asia,85518661,202,21.61,43,True,False,False,False,0.1011,2024,15892.72,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,LAO,Lao People's Democratic Republic,Southeast Asia,7769819,162,22.32,42,True,False,False,False,-1.51,2024,2123.98,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,KAZ,Kazakhstan,Central and West Asia,20592571,202,20.03,38,True,False,False,False,-0.5555,2024,14154.63,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,SLB,Solomon Islands,The Pacific,819198,1,13.95,32,True,False,False,False,-0.3085,2024,1933.56,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,SGP,Singapore,Southeast Asia,6036860,44,13.87,27,True,False,False,False,0.1874,2024,90674.07,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,MDV,Maldives,South Asia,527799,1,12.01,26,True,False,False,False,0.14,2024,13379.35,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,JPN,Japan,East Asia,123975371,1131,12.84,25,True,False,False,False,-0.2494,2024,32487.08,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
2026-06-19T05:54:40Z,ai-first,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,AUS,Australia,The Pacific,27196812,299,8.25,16,True,False,False,False,-0.1032,2024,64603.99,False,False,False,False,False,panel_context,Keep as country-panel context unless a station-level validation source is added.,"This is an AI-first no-network metadata-readiness audit. It uses only the committed air-monitoring country panel and GDP-confound deepening artifact. It is not a station-radius analysis, not a monitor-grade validation, not a regulatory inventory, not a proof that no monitor exists outside OpenAQ, not a pollution ranking, and not a health-impact estimate."
