iso3,country,year,Tot_Pop,ghsl_urban_share_pct,wdi_urban_share_pct,ghsl_minus_wdi_pp,absolute_gap_pp
PHL,Philippines,1980,47881448.5063749,68.73599696456624,33.8476677046844,34.88832925988184,34.88832925988184
PLW,Palau,1980,12026.1928484155,66.00800405871827,62.4972349560031,3.510769102715173,3.510769102715173
PNG,Papua New Guinea,1980,3088740.76979023,18.25005613212517,13.0585719559426,5.19148417618257,5.19148417618257
SLB,Solomon Islands,1980,229165.272609885,10.093027488012948,10.828409255921,-0.7353817679080521,0.7353817679080521
THA,Thailand,1980,45727703.6016754,45.35413645535745,17.0844066743608,28.26972978099665,28.26972978099665
TJK,Tajikistan,1980,4046677.87024895,65.18758556503333,34.2502121134354,30.937373451597928,30.937373451597928
TKM,Turkmenistan,1980,2858392.46296609,58.22826988579378,47.1662761093119,11.061993776481877,11.061993776481877
TLS,Timor-Leste,1980,642170.397435647,22.42592977056051,16.6391099360648,5.786819834495713,5.786819834495713
TON,Tonga,1980,96076.6308593918,56.84765196167928,20.6173751312774,36.230276830401884,36.230276830401884
TUV,Tuvalu,1980,7673.30056501925,0.0,30.1641743175636,-30.1641743175636,30.1641743175636
TWN,"Taipei,China",1980,18093569.62823,93.12133261610703,,,
UZB,Uzbekistan,1980,16038412.9330323,75.91208233875375,41.0747337341309,34.837348604622846,34.837348604622846
VNM,Viet Nam,1980,52933033.3918547,74.016937467381,19.1594762135261,54.85746125385489,54.85746125385489
VUT,Vanuatu,1980,117216.242628994,11.592812779108208,14.7686019145857,-3.1757891354774923,3.1757891354774923
WSM,Samoa,1980,164011.820498398,50.43683710062245,21.2068267454379,29.230010355184547,29.230010355184547
AFG,Afghanistan,1985,10515361.2799684,58.64087607019871,16.6214665678908,42.01940950230791,42.01940950230791
ARM,Armenia,1985,3302185.09980381,77.44475192244126,67.4613732463931,9.983378676048162,9.983378676048162
AZE,Azerbaijan,1985,6848139.37222861,72.01713155237769,53.2208862304688,18.79624532190889,18.79624532190889
BGD,Bangladesh,1985,95786967.1113638,92.58390844435876,17.6403224651566,74.94358597920215,74.94358597920215
BRN,Brunei Darussalam,1985,221822.705303448,66.35838507711048,60.7934862734779,5.56489880363258,5.56489880363258
BTN,Bhutan,1985,523354.888191916,22.708931711179705,16.2654832039386,6.443448507241104,6.443448507241104
CHN,China,1985,1065812884.3416412,77.03338087308468,23.7069091796875,53.32647169339718,53.32647169339718
COK,Cook Islands,1985,16472.3043769861,0.0,,,
FJI,Fiji,1985,722710.521964432,46.103398858337655,38.453464439885,7.649934418452652,7.649934418452652
FSM,Micronesia,1985,84600.8161912781,22.72800163794769,26.3576163057664,-3.6296146678187107,3.6296146678187107
GEO,Georgia,1985,5337592.98964957,66.1565446744845,54.0060501098633,12.15049456462119,12.15049456462119
IDN,Indonesia,1985,165447079.161432,82.21331712949463,25.9911933055087,56.222123823985925,56.222123823985925
IND,India,1985,780283522.8513368,70.08638890096087,24.654828858249,45.431560042711865,45.431560042711865
KAZ,Kazakhstan,1985,15417137.3385672,64.84077227490546,56.4606819710519,8.380090303853564,8.380090303853564
KGZ,Kyrgyz Republic,1985,3963642.76116877,71.77600618729154,38.2294534439799,33.54655274331164,33.54655274331164
KHM,Cambodia,1985,7376034.52394926,45.296518536943466,14.0857495563467,31.210768980596768,31.210768980596768
KIR,Kiribati,1985,65153.0472267218,28.640040705438818,33.5247822932253,-4.884741587786483,4.884741587786483
LAO,Lao PDR,1985,3748205.40192723,19.487392242665255,13.7979016421535,5.689490600511755,5.689490600511755
LKA,Sri Lanka,1985,16067861.4561375,76.18685680313308,20.3229060427251,55.86395076040798,55.86395076040798
MDV,Maldives,1985,178855.011071032,33.094096861998906,25.5124067627646,7.581690099234308,7.581690099234308
MHL,Marshall Islands,1985,36542.7806945528,39.58425433630845,63.9984984286044,-24.414244092295952,24.414244092295952
MMR,Myanmar,1985,36876009.1398289,76.50097346096854,25.0778443553106,51.423129105657935,51.423129105657935
MNG,Mongolia,1985,1919726.34872211,53.207474148501845,55.9063106917116,-2.698836543209758,2.698836543209758
MYS,Malaysia,1985,15098900.8914454,69.76523333336193,40.5990009237275,29.166232409634432,29.166232409634432
NIU,Niue,1985,2847.09110349491,0.0,,,
NPL,Nepal,1985,17541846.5270687,58.407033520759995,17.5300089161139,40.877024604646095,40.877024604646095
NRU,Nauru,1985,8182.55496113095,88.61648642395262,100.0,-11.383513576047378,11.383513576047378
PAK,Pakistan,1985,97115220.46418086,65.39476555793365,29.498826604215,35.895938953718655,35.895938953718655
PHL,Philippines,1985,54243390.6444979,71.30999747439728,34.8522249019252,36.45777257247208,36.45777257247208
PLW,Palau,1985,13392.3788881335,71.44307788347746,67.7876986643326,3.655379219144862,3.655379219144862
PNG,Papua New Guinea,1985,3429538.35509631,20.71246148659124,14.1707329506594,6.541728535931842,6.541728535931842
SLB,Solomon Islands,1985,271716.546661601,11.939627486867144,12.6070582681371,-0.6674307812699567,0.6674307812699567
THA,Thailand,1985,50582474.615594,46.28708750372146,17.8206619675942,28.466425536127257,28.466425536127257
TJK,Tajikistan,1985,4661072.58724731,69.67780697217133,33.3389481192791,36.33885885289222,36.33885885289222
TKM,Turkmenistan,1985,3240905.41844673,60.862118089462115,45.892027741808,14.970090347654114,14.970090347654114
TLS,Timor-Leste,1985,682004.162672885,24.823440780228083,18.983778870027,5.839661910201084,5.839661910201084
TON,Tonga,1985,96446.877569071,57.23608406703386,21.3618605642134,35.874223502820456,35.874223502820456
TUV,Tuvalu,1985,8268.56948933005,0.0,34.225298207819,-34.225298207819,34.225298207819
TWN,"Taipei,China",1985,19503154.5521723,93.38230650591899,,,
UZB,Uzbekistan,1985,18160112.5315623,77.09448769836563,40.627758026123,36.46672967224263,36.46672967224263
VNM,Viet Nam,1985,59769336.9534449,77.26460370875121,19.0672575059852,58.19734620276601,58.19734620276601
VUT,Vanuatu,1985,132047.752650654,13.406333526659244,16.8952103060902,-3.4888767794309548,3.4888767794309548
WSM,Samoa,1985,165585.505633391,51.20654052078029,20.6159582336224,30.590582287157886,30.590582287157886
AFG,Afghanistan,1990,10698382.7629938,59.27535391366446,17.264034507639,42.011319406025464,42.011319406025464
ARM,Armenia,1990,3557971.26565814,77.71370789605056,67.715704725076,9.99800317097457,9.99800317097457
AZE,Azerbaijan,1990,7382055.85637883,73.17144005142467,53.6960678100586,19.475372241366067,19.475372241366067
BGD,Bangladesh,1990,106964000.391428,94.36459396995546,19.8635088474054,74.50108512255007,74.50108512255007
BRN,Brunei Darussalam,1990,261482.099365451,71.12469842114358,65.7496054461515,5.3750929749920715,5.3750929749920715
BTN,Bhutan,1990,596968.346650965,24.407730433232437,20.2026044413832,4.205125991849236,4.205125991849236
CHN,China,1990,1159727486.86774,78.95477795236768,26.1957015991211,52.75907635324658,52.75907635324658
COK,Cook Islands,1990,16945.1059051051,0.0,,,
FJI,Fiji,1990,774577.637628441,47.46933389762959,41.1471304301944,6.3222034674351875,6.3222034674351875
FSM,Micronesia,1990,94661.5283563535,28.573801573619917,26.0146992260968,2.559102347523119,2.559102347523119
GEO,Georgia,1990,5389991.17120314,65.94337911732958,55.13720103806,10.806178079269586,10.806178079269586
IDN,Indonesia,1990,181725731.551685,82.99393965624024,30.5945178088725,52.39942184736775,52.39942184736775
IND,India,1990,870481002.490434,72.74864174734297,25.5784017345035,47.17024001283947,47.17024001283947
KAZ,Kazakhstan,1990,16871005.7345677,65.56986520394499,57.2078573640742,8.362007839870785,8.362007839870785
KGZ,Kyrgyz Republic,1990,4288857.49048207,72.17989124801609,37.9710077270028,34.20888352101329,34.20888352101329
KHM,Cambodia,1990,8909177.69942151,53.513139269269736,15.7157497390038,37.79738953026594,37.79738953026594
KIR,Kiribati,1990,73380.7821267413,31.671656595255598,34.9862195296306,-3.3145629343750045,3.3145629343750045
LAO,Lao PDR,1990,4321428.07922867,20.289853749828634,15.2435947725302,5.046258977298434,5.046258977298434
LKA,Sri Lanka,1990,17174531.4472572,78.19540473739193,18.0909081032944,60.10449663409753,60.10449663409753
MDV,Maldives,1990,212277.115372786,40.37649915122393,25.8521000475719,14.524399103652033,14.524399103652033
MHL,Marshall Islands,1990,43201.1891910184,40.86618662297249,67.0769951458774,-26.210808522904912,26.210808522904912
MMR,Myanmar,1990,40087607.9601112,72.24998074593294,25.8036875493115,46.44629319662144,46.44629319662144
MNG,Mongolia,1990,2161404.30062528,54.327834341080326,57.0217516034624,-2.6939172623820724,2.6939172623820724
MYS,Malaysia,1990,17504428.4621756,71.56283556812171,49.0330672220994,22.529768346022315,22.529768346022315
NIU,Niue,1990,2532.12985400824,0.0,,,
NPL,Nepal,1990,19617707.6295713,60.547665413697004,19.7619358653766,40.785729548320404,40.785729548320404
NRU,Nauru,1990,9426.56481464952,87.72013892920569,100.0,-12.279861070794311,12.279861070794311
PAK,Pakistan,1990,115406457.89780721,70.67819434481599,30.753044893749,39.92514945106699,39.92514945106699
PHL,Philippines,1990,60922600.3493699,73.6460802713682,36.0011791352366,37.64490113613161,37.64490113613161
PLW,Palau,1990,15010.687995681,71.34528716663422,69.5314760089153,1.8138111577189164,1.8138111577189164
PNG,Papua New Guinea,1990,3844198.31257379,23.166734584637883,15.3756788160602,7.791055768577683,7.791055768577683
SLB,Solomon Islands,1990,317592.76162234,12.897982777745142,13.7716874423522,-0.8737046646070574,0.8737046646070574
THA,Thailand,1990,55213408.1458369,47.7601516057266,18.8071480847314,28.9530035209952,28.9530035209952
TJK,Tajikistan,1990,5418209.26683681,72.98372661689815,31.8835141088268,41.10021250807135,41.10021250807135
TKM,Turkmenistan,1990,3712563.14394558,62.88938351512062,45.0014960583936,17.88788745672702,17.88788745672702
TLS,Timor-Leste,1990,757935.693220446,29.164147885776607,21.0,8.164147885776607,8.164147885776607
TON,Tonga,1990,98121.5248442534,57.755746513891324,22.205477012687,35.550269501204326,35.550269501204326
TUV,Tuvalu,1990,9116.76226081699,0.0,39.6648377303813,-39.6648377303813,39.6648377303813
TWN,"Taipei,China",1990,20575322.0037315,93.86889834123146,,,
UZB,Uzbekistan,1990,20680082.3197583,78.78852382618345,40.7715937023416,38.01693012384185,38.01693012384185
VNM,Viet Nam,1990,66862883.4053436,80.20735022770785,19.1735039651626,61.033846262545254,61.033846262545254
VUT,Vanuatu,1990,149641.794925264,20.059020554424322,18.7666062035645,1.292414350859822,1.292414350859822
WSM,Samoa,1990,167180.265334402,52.29868731157923,20.9620088291213,31.33667848245793,31.33667848245793
AFG,Afghanistan,1995,16421462.4782991,67.20448217370554,17.8343849378999,49.370097235805645,49.370097235805645
ARM,Armenia,1995,3324364.22726227,77.75484181407064,66.3956964271579,11.359145386912743,11.359145386912743
AZE,Azerbaijan,1995,7842045.32553919,74.11081854365223,52.3116760253906,21.799142518261633,21.799142518261633
BGD,Bangladesh,1995,117592197.044647,95.16558828500436,21.661231550566,73.50435673443836,73.50435673443836
BRN,Brunei Darussalam,1995,298592.555484418,75.28828540152851,68.8131879002755,6.475097501253018,6.475097501253018
BTN,Bhutan,1995,563468.636216038,26.719066857398317,23.9954567175851,2.7236101398132178,2.7236101398132178
CHN,China,1995,1224556368.5257015,80.43524766894909,29.0403804779053,51.39486719104379,51.39486719104379
COK,Cook Islands,1995,17564.1699404786,0.0,,,
FJI,Fiji,1995,786461.440386463,49.05409548055301,45.6574672941176,3.3966281864354073,3.3966281864354073
FSM,Micronesia,1995,105865.708025334,28.989179883309035,25.2888274538158,3.700352429493236,3.700352429493236
GEO,Georgia,1995,4876111.16055708,64.4723656223298,53.7014001838407,10.770965438489107,10.770965438489107
IDN,Indonesia,1995,197650701.655916,83.72586090358334,36.3023505153847,47.423510388198636,47.423510388198636
IND,India,1995,964318756.1258435,75.40459372639602,26.5661772139368,48.83841651245922,48.83841651245922
KAZ,Kazakhstan,1995,16438550.4483101,67.52657372878843,56.7529543748356,10.773619353952832,10.773619353952832
KGZ,Kyrgyz Republic,1995,4487293.03757862,74.03161936060759,36.1812142869325,37.85040507367509,37.85040507367509
KHM,Cambodia,1995,10918800.9227712,61.08487341531704,17.4962488002108,43.58862461510624,43.58862461510624
KIR,Kiribati,1995,79642.9635411926,34.01643101191639,36.3333481846524,-2.3169171727360123,2.3169171727360123
LAO,Lao PDR,1995,4933894.59167945,21.98864878901887,17.2790469212159,4.70960186780297,4.70960186780297
LKA,Sri Lanka,1995,18146395.3945466,79.20409321214554,15.8652068539762,63.33888635816933,63.33888635816933
MDV,Maldives,1995,243652.877724227,41.28091587330592,25.5476431837694,15.733272689536523,15.733272689536523
MHL,Marshall Islands,1995,47588.1103352256,50.771285663641095,67.5397939409419,-16.76850827730081,16.76850827730081
MMR,Myanmar,1995,42863928.8980281,70.01432207614597,26.6474237802388,43.36689829590718,43.36689829590718
MNG,Mongolia,1995,2330280.31856062,56.595495842347475,56.7918138357155,-0.19631799336802658,0.19631799336802658
MYS,Malaysia,1995,20122600.5719284,74.36506759325032,55.9232917327627,18.441775860487617,18.441775860487617
NIU,Niue,1995,2338.18157451846,0.0,,,
NPL,Nepal,1995,22306688.5932364,63.39652040627719,24.1000758705435,39.29644453573369,39.29644453573369
NRU,Nauru,1995,10110.168116102,87.01572482876053,100.0,-12.984275171239474,12.984275171239474
PAK,Pakistan,1995,133108769.79638036,74.71188926235027,31.9144613917436,42.79742787060667,42.79742787060667
PHL,Philippines,1995,68625715.6751197,75.98961780879678,37.3960650120444,38.59355279675238,38.59355279675238
PLW,Palau,1995,16898.1669340418,71.69615279191281,71.3933455111353,0.3028072807775146,0.3028072807775146
PNG,Papua New Guinea,1995,4592144.73448453,25.728912306984935,14.3541875157278,11.374724791257135,11.374724791257135
SLB,Solomon Islands,1995,367677.267528611,13.4760745127431,14.620892263109,-1.1448177503659007,1.1448177503659007
THA,Thailand,1995,59406880.2291956,50.03823105573946,24.1089855182854,25.929245537454058,25.929245537454058
TJK,Tajikistan,1995,5916853.96200159,75.40970343329933,28.4243889333252,46.98531449997412,46.98531449997412
TKM,Turkmenistan,1995,4218319.99537111,66.96832602009212,44.7104145330766,22.25791148701552,22.25791148701552
TLS,Timor-Leste,1995,819033.38978429,29.798866904610712,22.5638717902731,7.234995114337611,7.234995114337611
TON,Tonga,1995,99394.7321521053,58.90764467714743,22.8203499530649,36.08729472408253,36.08729472408253
TUV,Tuvalu,1995,9519.95386701077,0.0,43.0613148507687,-43.0613148507687,43.0613148507687
TWN,"Taipei,China",1995,21443271.7484759,94.3369355045007,,,
UZB,Uzbekistan,1995,23130747.6247078,81.2694587711431,43.4782464742032,37.791212296939904,37.791212296939904
VNM,Viet Nam,1995,73709003.335849,82.62907296007272,21.4538464600183,61.17522650005442,61.17522650005442
VUT,Vanuatu,1995,169199.022938865,21.80844613858012,20.2407963936871,1.5676497448930213,1.5676497448930213
WSM,Samoa,1995,173832.063019898,53.43561105244296,21.5591351263865,31.876475926056457,31.876475926056457
AFG,Afghanistan,2000,19545211.0110134,71.47979748240166,18.5581995230666,52.92159795933506,52.92159795933506
ARM,Armenia,2000,3170185.58192377,77.28709361438881,64.959237917436,12.32785569695281,12.32785569695281
AZE,Azerbaijan,2000,8142003.40782027,75.28443971110775,51.1320838928223,24.15235581828545,24.15235581828545
BGD,Bangladesh,2000,128974525.162239,95.9183219132837,23.3145114975244,72.60381041575931,72.60381041575931
BRN,Brunei Darussalam,2000,333341.580240038,75.82063703399157,71.2246805488418,4.59595648514977,4.59595648514977
BTN,Bhutan,2000,619779.070798022,29.537205222778855,27.5915239884015,1.9456812343773535,1.9456812343773535
CHN,China,2000,1270947618.8129017,81.54925281774875,36.4320234662299,45.11722935151885,45.11722935151885
COK,Cook Islands,2000,15759.7631505704,0.0,,,
FJI,Fiji,2000,826573.30635471,50.22131524015306,48.0649880871211,2.1563271530319597,2.1563271530319597
FSM,Micronesia,2000,107210.602517553,31.66569700537335,22.3299999237061,9.335697081667249,9.335697081667249
GEO,Georgia,2000,4263740.59259055,63.79510615113889,52.4935999592259,11.301506191912992,11.301506191912992
IDN,Indonesia,2000,213526877.394015,84.31260508774527,41.9861540600656,42.32645102767967,42.32645102767967
IND,India,2000,1059684926.9163204,77.6513334585487,27.6470407512523,50.0042927072964,50.0042927072964
KAZ,Kazakhstan,2000,15240512.4616103,69.08302162566471,56.0239607657944,13.059060859870314,13.059060859870314
KGZ,Kyrgyz Republic,2000,4820137.18118251,74.4993387149035,35.3216067847574,39.1777319301461,39.1777319301461
KHM,Cambodia,2000,12120296.6421,64.0365754664098,18.6242216655572,45.4123538008526,45.4123538008526
KIR,Kiribati,2000,86869.2472261838,39.89297828589138,43.3274808848011,-3.4345025989097167,3.4345025989097167
LAO,Lao PDR,2000,5436675.92663275,23.673601795474873,22.1840964350091,1.489505360465774,1.489505360465774
LKA,Sri Lanka,2000,18743650.1117303,79.98275025196689,14.6196895000898,65.36306075187709,65.36306075187709
MDV,Maldives,2000,266922.357650526,42.512085675335406,27.6038586493758,14.908227025959608,14.908227025959608
MHL,Marshall Islands,2000,50944.9630313739,51.52892113728901,68.2755984422337,-16.74667730494469,16.74667730494469
MMR,Myanmar,2000,45518424.2322831,69.53866997876425,27.5346072708149,42.004062707949345,42.004062707949345
MNG,Mongolia,2000,2450903.43594107,58.36316988610572,56.7305447074496,1.6326251786561201,1.6326251786561201
MYS,Malaysia,2000,22928845.550464,77.00696431597768,61.9694564490726,15.03750786690508,15.03750786690508
NIU,Niue,2000,2073.27265017253,0.0,,,
NPL,Nepal,2000,24560751.4107901,66.52010016916304,31.0994241803849,35.42067598877814,35.42067598877814
NRU,Nauru,2000,10147.3489486072,86.39874374747329,100.0,-13.60125625252671,13.60125625252671
PAK,Pakistan,2000,154359757.46042353,78.55144261784879,33.0046884491535,45.546754168695294,45.546754168695294
PHL,Philippines,2000,77316996.3275908,78.12969610167693,39.1384171397742,38.99127896190273,38.99127896190273
PLW,Palau,2000,19382.4356858472,65.40262551139745,69.5876201801789,-4.1849946687814565,4.1849946687814565
PNG,Papua New Guinea,2000,5479874.62615191,28.067052654092016,13.2228772276955,14.844175426396516,14.844175426396516
SLB,Solomon Islands,2000,421501.248876074,15.521018086641607,15.7523593692696,-0.23134128262799258,0.23134128262799258
THA,Thailand,2000,63045319.9435657,53.07567640668949,31.4626212652205,21.61305514146899,21.61305514146899
TJK,Tajikistan,2000,6273918.44613431,76.87750952122938,26.5355104669232,50.341999054306186,50.341999054306186
TKM,Turkmenistan,2000,4560606.94835603,68.98387916671889,46.0736689106993,22.910210256019596,22.910210256019596
TLS,Timor-Leste,2000,878145.893198852,31.939251289809334,24.1139427164365,7.825308573372833,7.825308573372833
TON,Tonga,2000,102035.791792045,60.3215514295612,23.0251513819988,37.2964000475624,37.2964000475624
TUV,Tuvalu,2000,9575.48358373437,0.0,45.5119494377121,-45.5119494377121,45.5119494377121
TWN,"Taipei,China",2000,22181081.1039086,94.53481839013794,,,
UZB,Uzbekistan,2000,25035985.1468022,82.90055554411312,47.6731005044,35.22745503971312,35.22745503971312
VNM,Viet Nam,2000,78951209.251717,84.08888350230923,24.3672526919772,59.72163081033203,59.72163081033203
VUT,Vanuatu,2000,190470.782029964,23.3269582133958,21.6572490599483,1.6697091534474993,1.6697091534474993
WSM,Samoa,2000,182839.681678927,55.192167711999275,21.9529698020724,33.23919790992687,33.23919790992687
AFG,Afghanistan,2005,24412584.1609878,75.6522237361351,19.7059095753667,55.946314160768395,55.946314160768395
ARM,Armenia,2005,3048986.31116275,76.99865870720714,64.5334210637509,12.465237643456248,12.465237643456248
AZE,Azerbaijan,2005,8607301.95639488,76.10409596634699,52.5028533935547,23.601242572792287,23.601242572792287
BGD,Bangladesh,2005,140673783.217204,96.50586574238227,25.4769540701509,71.02891167223137,71.02891167223137
BRN,Brunei Darussalam,2005,366016.336254941,77.13806618982777,73.552870858133,3.585195331694763,3.585195331694763
BTN,Bhutan,2005,697368.141384094,31.82766841618749,30.9379917831613,0.8896766330261876,0.8896766330261876
CHN,China,2005,1311715463.903509,82.30292596971823,42.9899978637695,39.31292810594873,39.31292810594873
COK,Cook Islands,2005,15026.7858120315,54.30742671630298,,,
FJI,Fiji,2005,868749.746427378,51.19952865943392,49.8421361321385,1.3573925272954241,1.3573925272954241
FSM,Micronesia,2005,106553.94859305,32.840718828397065,22.3299999237061,10.510718904690965,10.510718904690965
GEO,Georgia,2005,3959743.64906524,63.87352025582954,53.0036280624359,10.869892193393639,10.869892193393639
