division_name,district_name,upazila_name,join_key,registry_records,active_facilities,active_clinical_facilities,coordinate_facilities,osm_health,osm_hospital,osm_clinic,osm_doctors,osm_to_active_clinical_ratio,registry_minus_osm_clinical,registry_gap_share,buildings_nearest_1km_p85,buildings_nearest_3km_p85,buildings_nearest_5km_p85,underobserved_buildings_3km_p85_proxy,has_open_buildings_denominator,has_osm_boundary_match
Dhaka,Tangail,Nagarpur,tangail|nagarpur,63,63,53,50,3,2,0,1,0.0566,50,0.9434,29616,63203,64629,59625,1,1
Rajshahi,Sirajganj,Sirajganj Sadar,sirajganj|sirajganj sadar,167,167,110,118,12,9,2,1,0.1091,98,0.8909,27452,65694,75947,58527,1,1
Rajshahi,Pabna,Ishwardi,pabna|ishwardi,100,100,61,87,2,1,0,1,0.0328,59,0.9672,41846,60308,60314,58331,1,1
Khulna,Jashore,Jhikargacha,jashore|jhikargacha,90,90,74,61,3,2,1,0,0.0405,71,0.9595,29420,60553,60921,58098,1,1
Chattogram,Cumilla,Chauddagram,cumilla|chauddagram,100,100,83,88,10,8,2,0,0.1205,73,0.8795,35984,66011,66011,58058,1,1
Chattogram,Cumilla,Debidwar,cumilla|debidwar,124,124,92,105,1,1,0,0,0.0109,91,0.9891,36565,58108,60662,57476,1,1
Rajshahi,Naogaon,Manda,naogaon|manda,93,93,75,85,0,0,0,0,0.0,75,1.0,30574,56862,57603,56862,1,1
Rajshahi,Sirajganj,Ullahpara,sirajganj|ullahpara,136,136,110,120,8,8,0,0,0.0727,102,0.9273,25734,61315,73659,56856,1,1
Rangpur,Rangpur,Rangpur Sadar,rangpur|rangpur sadar,334,334,202,265,108,48,59,1,0.5347,94,0.4653,70281,121264,123861,56430,1,1
Chattogram,Noakhali,Begumganj,noakhali|begumganj,136,136,100,108,2,2,0,0,0.02,98,0.98,33667,57573,58541,56422,1,1
Chattogram,Cox's Bazar,Chakaria,coxs bazar|chakaria,113,113,82,76,13,12,1,0,0.1585,69,0.8415,29709,66845,74927,56248,1,1
Dhaka,Dhaka,Keraniganj,dhaka|keraniganj,137,137,88,108,16,14,2,0,0.1818,72,0.8182,49014,68659,68659,56176,1,1
Chattogram,Feni,Feni Sadar,feni|feni sadar,162,162,100,134,12,10,2,0,0.12,88,0.88,42122,63808,63812,56151,1,1
Dhaka,Narsingdi,Roypura,narsingdi|roypura,100,100,86,69,0,0,0,0,0.0,86,1.0,37362,55495,55495,55495,1,1
Dhaka,Tangail,Ghatail,tangail|ghatail,112,112,86,92,6,6,0,0,0.0698,80,0.9302,27632,59511,59791,55359,1,1
Sylhet,Sylhet,Sylhet Sadar,sylhet|sylhet sadar,228,228,137,182,27,21,2,4,0.1971,110,0.8029,41184,68056,70979,54644,1,1
Rangpur,Nilphamari,Jaldhaka,nilphamari|jaldhaka,80,80,68,62,0,0,0,0,0.0,68,1.0,16917,54520,67650,54520,1,1
Mymensingh,Mymensingh,Fulbaria,mymensingh|fulbaria,91,91,69,71,1,0,1,0,0.0145,68,0.9855,21420,54977,56486,54180,1,1
Khulna,Jashore,Chaugacha,jashore|chaugacha,73,73,62,54,5,3,2,0,0.0806,57,0.9194,27932,58806,59351,54064,1,1
Khulna,Jhenaidah,Maheshpur,jhenaidah|maheshpur,74,74,67,53,1,0,1,0,0.0149,66,0.9851,22738,54561,57389,53747,1,1
Mymensingh,Netrakona,Netrokona Sadar,netrakona|netrakona sadar,127,127,81,101,15,2,13,0,0.1852,66,0.8148,29574,65829,73793,53638,1,1
Rangpur,Thakurgaon,Ranisankail,thakurgaon|ranisankail,51,51,46,33,2,2,0,0,0.0435,44,0.9565,21474,56072,57658,53634,1,1
Chattogram,Lakshmipur,Lakshmipur Sadar,lakshmipur|lakshmipur sadar,215,215,132,187,3,3,0,0,0.0227,129,0.9773,30486,54754,55984,53510,1,1
Dhaka,Gazipur,Sreepur,gazipur|sreepur,166,166,111,141,15,13,1,1,0.1351,96,0.8649,34894,61289,61552,53007,1,1
Chattogram,Brahmanbaria,Kasba,brahmanbaria|kasba,108,108,61,86,0,0,0,0,0.0,61,1.0,29061,52952,54242,52952,1,1
Dhaka,Faridpur,Faridpur Sadar,faridpur|faridpur sadar,231,231,126,191,14,14,0,0,0.1111,112,0.8889,29219,59386,62880,52788,1,1
Rangpur,Panchagarh,Debiganj,panchagarh|debiganj,53,53,49,40,4,3,0,1,0.0816,45,0.9184,20107,57336,67780,52656,1,1
Dhaka,Tangail,Madhupur,tangail|madhupur,86,86,55,59,7,7,0,0,0.1273,48,0.8727,23468,59854,61680,52236,1,1
Dhaka,Gopalganj,Gopalganj Sadar,gopalganj|gopalganj sadar,178,178,123,104,5,5,0,0,0.0407,118,0.9593,24021,54406,60654,52194,1,1
Khulna,Kushtia,Mirpur,kushtia|mirpur,71,71,61,53,0,0,0,0,0.0,61,1.0,20797,51769,57303,51769,1,1
Chattogram,Cumilla,Nangalkot,cumilla|nangalkot,81,81,72,68,2,1,1,0,0.0278,70,0.9722,34314,53191,53191,51713,1,1
Rajshahi,Bogura,Shibganj,bogura|shibganj,99,99,79,81,5,5,0,0,0.0633,74,0.9367,31310,54869,54869,51396,1,1
Dhaka,Tangail,Mirzapur,tangail|mirzapur,135,135,95,97,11,10,1,0,0.1158,84,0.8842,31119,57745,57766,51059,1,1
Rangpur,Kurigram,Nageshwari,kurigram|nageshwari,98,98,76,78,1,1,0,0,0.0132,75,0.9868,18016,51738,59623,51057,1,1
Chattogram,Chattogram,Patiya,chattogram|patiya,100,100,82,83,4,4,0,0,0.0488,78,0.9512,40568,53423,53671,50817,1,1
Barishal,Barishal,Barishal Sadar,barishal|barishal sadar,266,266,127,198,19,15,4,0,0.1496,108,0.8504,40696,59281,60455,50412,1,1
Dhaka,Tangail,Kalihati,tangail|kalihati,107,107,82,88,14,14,0,0,0.1707,68,0.8293,35153,60225,60502,49943,1,1
Chattogram,Chandpur,Matlab Uttar,chandpur|matlab uttar,81,81,69,67,0,0,0,0,0.0,69,1.0,29757,49830,51010,49830,1,1
Mymensingh,Mymensingh,Muktagacha,mymensingh|muktagacha,76,76,61,65,10,10,0,0,0.1639,51,0.8361,29343,59452,61067,49706,1,1
Rajshahi,Naogaon,Niamatpur,naogaon|niamatpur,63,63,52,53,1,1,0,0,0.0192,51,0.9808,15817,50514,52069,49543,1,1
Chattogram,Chattogram,Hathazari,chattogram|hathazari,86,86,64,63,12,8,2,2,0.1875,52,0.8125,36896,60276,60459,48974,1,1
Chattogram,Cumilla,Chandina,cumilla|chandina,108,108,71,81,2,2,0,0,0.0282,69,0.9718,26317,50388,51239,48969,1,1
Dhaka,Gazipur,Kaliganj,gazipur|kaliganj,94,94,70,68,0,0,0,0,0.0,70,1.0,29800,48259,48259,48259,1,1
Dhaka,Munshiganj,Serajdikhan,munshiganj|serajdikhan,113,113,81,78,10,8,1,1,0.1235,71,0.8765,30063,55037,55320,48242,1,1
Sylhet,Habiganj,Chunarughat,habiganj|chunarughat,57,57,47,38,1,1,0,0,0.0213,46,0.9787,15633,49140,57183,48094,1,1
Rajshahi,Naogaon,Naogaon Sadar,naogaon|naogaon sadar,154,154,105,129,23,11,12,0,0.219,82,0.781,39148,60943,61147,47594,1,1
Mymensingh,Sherpur,Sherpur Sadar,sherpur|sherpur sadar,196,196,120,121,29,28,0,1,0.2417,91,0.7583,32906,62757,64787,47591,1,1
Chattogram,Brahmanbaria,Banchharampur,brahmanbaria|banchharampur,61,61,51,39,1,1,0,0,0.0196,50,0.9804,22171,47635,47785,46701,1,1
Khulna,Kushtia,Bheramara,kushtia|bheramara,71,71,45,65,0,0,0,0,0.0,45,1.0,14456,46457,52804,46457,1,1
Dhaka,Narsingdi,Shibpur,narsingdi|shibpur,70,70,57,56,1,1,0,0,0.0175,56,0.9825,29850,47190,47190,46362,1,1
Khulna,Khulna,Paikgacha,khulna|paikgacha,97,97,72,81,5,2,3,0,0.0694,67,0.9306,25063,49783,51547,46326,1,1
Barishal,Patuakhali,Kalapara,patuakhali|kalapara,85,85,58,70,1,1,0,0,0.0172,57,0.9828,21733,46878,47876,46070,1,1
Dhaka,Kishoreganj,Kishoreganj Sadar,kishoreganj|kishoreganj sadar,143,143,82,104,11,2,9,0,0.1341,71,0.8659,30355,53187,54652,46052,1,1
Rangpur,Nilphamari,Domar,nilphamari|domar,61,61,49,46,2,2,0,0,0.0408,47,0.9592,18212,47915,51206,45959,1,1
Chattogram,Chattogram,Rangunia,chattogram|rangunia,73,73,59,51,1,1,0,0,0.0169,58,0.9831,30301,46616,46672,45826,1,1
Khulna,Jhenaidah,Jhenaidah Sadar,jhenaidah|jhenaidah sadar,145,145,94,117,8,6,1,1,0.0851,86,0.9149,29932,49728,50186,45496,1,1
Rajshahi,Rajshahi,Puthia,rajshahi|puthia,77,77,53,68,1,0,1,0,0.0189,52,0.9811,25574,46289,47120,45416,1,1
Khulna,Magura,Magura Sadar,magura|magura sadar,156,156,110,123,8,1,7,0,0.0727,102,0.9273,22378,48924,49764,45366,1,1
Khulna,Jashore,Keshabpur,jashore|keshabpur,75,75,57,64,1,1,0,0,0.0175,56,0.9825,23808,45728,46272,44926,1,1
Rajshahi,Joypurhat,Joypurhat Sadar,joypurhat|joypurhat sadar,105,105,71,90,2,1,1,0,0.0282,69,0.9718,27242,46218,47151,44916,1,1
Mymensingh,Jamalpur,Melandaha,jamalpur|melandaha,78,78,67,60,1,1,0,0,0.0149,66,0.9851,24556,45596,46253,44915,1,1
Dhaka,Gazipur,Kaliakair,gazipur|kaliakair,99,99,80,79,15,15,0,0,0.1875,65,0.8125,29962,55051,55051,44729,1,1
Khulna,Kushtia,Daulatpur,kushtia|daulatpur,120,120,103,82,1,1,0,0,0.0097,102,0.9903,15205,45016,56869,44579,1,1
Rajshahi,Natore,Singra,natore|singra,84,84,72,71,5,4,1,0,0.0694,67,0.9306,23092,47885,48727,44560,1,1
Mymensingh,Netrakona,Kendua,netrakona|kendua,61,61,55,48,1,1,0,0,0.0182,54,0.9818,18755,45334,49259,44510,1,1
Chattogram,Cumilla,Laksam,cumilla|laksam,92,92,54,72,2,2,0,0,0.037,52,0.963,24854,46219,46219,44507,1,1
Rajshahi,Bogura,Gabtali,bogura|gabtali,64,64,60,47,1,1,0,0,0.0167,59,0.9833,25378,44518,44519,43776,1,1
Chattogram,Cumilla,Burichang,cumilla|burichang,74,74,57,66,2,2,0,0,0.0351,55,0.9649,28121,45313,45662,43723,1,1
Rangpur,Dinajpur,Birganj,dinajpur|birganj,66,66,57,51,4,4,0,0,0.0702,53,0.9298,11288,46576,65887,43308,1,1
Rangpur,Lalmonirhat,Lalmonirhat Sadar,lalmonirhat|lalmonirhat sadar,90,90,70,71,1,1,0,0,0.0143,69,0.9857,21222,43771,46999,43146,1,1
Chattogram,Chandpur,Chandpur Sadar,chandpur|chandpur sadar,181,181,101,132,1,1,0,0,0.0099,100,0.9901,28983,43515,43560,43084,1,1
Rangpur,Gaibandha,Gaibandha Sadar,gaibandha|gaibandha sadar,156,156,92,135,2,2,0,0,0.0217,90,0.9783,28752,43651,46455,42702,1,1
Dhaka,Dhaka,Nawabganj,dhaka|nawabganj,94,94,78,74,0,0,0,0,0.0,78,1.0,21434,42682,43268,42682,1,1
Mymensingh,Mymensingh,Trishal,mymensingh|trishal,75,75,64,65,6,6,0,0,0.0938,58,0.9062,23599,46629,47104,42258,1,1
Khulna,Jhenaidah,Kaliganj,jhenaidah|kaliganj,85,85,64,74,1,1,0,0,0.0156,63,0.9844,21769,42917,42935,42246,1,1
Rajshahi,Rajshahi,Baghmara,rajshahi|baghmara,109,109,81,74,0,0,0,0,0.0,81,1.0,16392,41761,45876,41761,1,1
Khulna,Jashore,Abhaynagar,jashore|abhaynagar,68,68,57,44,1,1,0,0,0.0175,56,0.9825,19528,41994,41995,41257,1,1
Khulna,Satkhira,Shyamnagar,satkhira|shyamnagar,94,94,76,73,3,2,1,0,0.0395,73,0.9605,19697,42697,45007,41012,1,1
Rangpur,Rangpur,Pirganj,rangpur|pirganj,93,93,85,64,6,5,0,1,0.0706,79,0.9294,15529,43881,52249,40784,1,1
Chattogram,Chandpur,Kachua,chandpur|kachua,93,93,67,62,2,2,0,0,0.0299,65,0.9701,17157,41896,43412,40645,1,1
Khulna,Khulna,Batiaghata,khulna|batiaghata,45,45,39,43,5,2,3,0,0.1282,34,0.8718,19573,46355,46715,40412,1,1
Mymensingh,Jamalpur,Madarganj,jamalpur|madarganj,65,65,54,52,1,1,0,0,0.0185,53,0.9815,22539,40549,41604,39798,1,1
Chattogram,Chandpur,Hajiganj,chandpur|hajiganj,91,91,58,83,1,1,0,0,0.0172,57,0.9828,20961,40487,41648,39789,1,1
Chattogram,Chattogram,Satkania,chattogram|satkania,94,94,72,86,3,3,0,0,0.0417,69,0.9583,27646,41278,42269,39558,1,1
Rajshahi,Bogura,Kahaloo,bogura|kahaloo,45,45,41,32,1,1,0,0,0.0244,40,0.9756,18348,40474,40822,39487,1,1
Rangpur,Kurigram,Ulipur,kurigram|ulipur,104,104,87,78,1,1,0,0,0.0115,86,0.9885,12157,39855,46128,39397,1,1
Mymensingh,Jamalpur,Bakshiganj,jamalpur|bakshiganj,60,60,48,46,3,2,1,0,0.0625,45,0.9375,15476,41979,44915,39355,1,1
Khulna,Satkhira,Kalaroa,satkhira|kalaroa,66,66,59,51,7,2,5,0,0.1186,52,0.8814,19703,44589,44743,39299,1,1
Rajshahi,Naogaon,Mahadebpur,naogaon|mahadebpur,80,80,63,75,11,7,1,3,0.1746,52,0.8254,21015,47495,47511,39202,1,1
Khulna,Narail,Narail Sadar,narail|narail sadar,101,101,67,72,5,5,0,0,0.0746,62,0.9254,20191,42156,44078,39010,1,1
Rajshahi,Chapainawabganj,Gomastapur,chapainawabganj|gomastapur,74,74,54,68,3,3,0,0,0.0556,51,0.9444,24215,41125,41402,38840,1,1
Rajshahi,Naogaon,Atrai,naogaon|atrai,45,45,43,42,0,0,0,0,0.0,43,1.0,19641,38748,39309,38748,1,1
Rajshahi,Rajshahi,Godagari,rajshahi|godagari,68,68,56,48,1,1,0,0,0.0179,55,0.9821,14858,39065,43620,38367,1,1
Rajshahi,Natore,Natore Sadar,natore|natore sadar,160,160,96,125,21,8,11,2,0.2188,75,0.7812,27847,48712,49153,38056,1,1
Dhaka,Rajbari,Pangsha,rajbari|pangsha,85,85,71,73,3,1,2,0,0.0423,68,0.9577,21522,39538,40060,37867,1,1
Mymensingh,Jamalpur,Islampur,jamalpur|islampur,89,89,80,38,1,1,0,0,0.0125,79,0.9875,15509,38319,41762,37840,1,1
Rajshahi,Natore,Lalpur,natore|lalpur,76,76,57,62,6,4,2,0,0.1053,51,0.8947,20595,42161,42285,37723,1,1
Chattogram,Brahmanbaria,Bijoynagar,brahmanbaria|bijoynagar,49,49,40,39,0,0,0,0,0.0,40,1.0,18735,37708,38563,37708,1,1
Khulna,Satkhira,Tala,satkhira|tala,72,72,66,51,3,2,1,0,0.0455,63,0.9545,13133,39282,43195,37496,1,1
Chattogram,Cumilla,Cumilla Sadar Dakshin,cumilla|cumilla sadar dakshin,75,75,52,55,4,4,0,0,0.0769,48,0.9231,27215,40465,40465,37352,1,1
Chattogram,Chattogram,Mirsharai,chattogram|mirsharai,102,102,67,86,12,10,2,0,0.1791,55,0.8209,25284,45321,46616,37204,1,1
Mymensingh,Mymensingh,Phulpur,mymensingh|phulpur,77,77,57,57,8,8,0,0,0.1404,49,0.8596,18928,43277,47020,37203,1,1
Dhaka,Munshiganj,Sreenagar,munshiganj|sreenagar,93,93,61,78,3,2,0,1,0.0492,58,0.9508,23154,38934,39238,37019,1,1
Khulna,Kushtia,Kumarkhali,kushtia|kumarkhali,75,75,64,52,1,1,0,0,0.0156,63,0.9844,18403,37526,41103,36940,1,1
Chattogram,Cumilla,Homna,cumilla|homna,62,62,47,51,1,1,0,0,0.0213,46,0.9787,15938,37554,38317,36755,1,1
Rangpur,Rangpur,Mithapukur,rangpur|mithapukur,98,98,89,69,4,3,0,1,0.0449,85,0.9551,16931,38352,39138,36628,1,1
Sylhet,Habiganj,Madhabpur,habiganj|madhabpur,77,77,57,60,1,1,0,0,0.0175,56,0.9825,20058,36926,39190,36278,1,1
Rangpur,Thakurgaon,Haripur,thakurgaon|haripur,28,28,27,16,0,0,0,0,0.0,27,1.0,11116,36097,42484,36097,1,1
Rangpur,Rangpur,Gangachara,rangpur|gangachara,49,49,48,38,2,2,0,0,0.0417,46,0.9583,16576,37620,40778,36052,1,1
Rangpur,Kurigram,Kurigram Sadar,kurigram|kurigram sadar,101,101,72,71,1,1,0,0,0.0139,71,0.9861,15482,36560,40176,36052,1,1
Rangpur,Lalmonirhat,Patgram,lalmonirhat|patgram,58,58,48,34,2,2,0,0,0.0417,46,0.9583,13776,37505,39548,35942,1,1
Rajshahi,Pabna,Chatmohar,pabna|chatmohar,75,75,54,69,1,1,0,0,0.0185,53,0.9815,20123,36577,36588,35900,1,1
Dhaka,Kishoreganj,Pakundia,kishoreganj|pakundia,58,58,49,41,2,1,0,1,0.0408,47,0.9592,20822,37369,37387,35844,1,1
Rajshahi,Pabna,Sujanagar,pabna|sujanagar,61,61,48,36,1,1,0,0,0.0208,47,0.9792,17064,36553,38220,35791,1,1
Rajshahi,Naogaon,Patnitala,naogaon|patnitala,87,87,68,76,13,7,5,1,0.1912,55,0.8088,19147,44195,45325,35746,1,1
Rajshahi,Naogaon,Sapahar,naogaon|sapahar,47,47,38,39,1,1,0,0,0.0263,37,0.9737,14551,36599,38147,35636,1,1
Sylhet,Maulvibazar,Maulvibazar Sadar,maulvibazar|maulvibazar sadar,127,127,79,114,11,5,5,1,0.1392,68,0.8608,22913,41309,47473,35557,1,1
Rajshahi,Bogura,Sherpur,bogura|sherpur,92,92,69,82,16,14,1,1,0.2319,53,0.7681,29721,46190,46519,35479,1,1
Dhaka,Manikganj,Singair,manikganj|singair,82,82,63,59,4,4,0,0,0.0635,59,0.9365,17695,37725,38944,35330,1,1
Rajshahi,Rajshahi,Charghat,rajshahi|charghat,47,47,36,34,3,3,0,0,0.0833,33,0.9167,17502,38282,38296,35092,1,1
Rajshahi,Sirajganj,Belkuchi,sirajganj|belkuchi,77,77,60,73,4,3,1,0,0.0667,56,0.9333,15315,37348,41735,34858,1,1
Chattogram,Noakhali,Sonaimuri,noakhali|sonaimuri,104,104,75,101,2,2,0,0,0.0267,73,0.9733,25442,35641,35777,34691,1,1
Dhaka,Munshiganj,Munshiganj Sadar,munshiganj|munshiganj sadar,93,93,52,62,17,3,14,0,0.3269,35,0.6731,33592,51500,53275,34663,1,1
Rajshahi,Natore,Baraigram,natore|baraigram,93,93,64,88,9,7,2,0,0.1406,55,0.8594,21000,40274,40276,34610,1,1
Rajshahi,Bogura,Dhupchanchia,bogura|dhupchanchia,78,78,55,68,1,1,0,0,0.0182,54,0.9818,22206,34703,34703,34072,1,1
Khulna,Satkhira,Satkhira Sadar,satkhira|satkhira sadar,170,170,106,130,60,18,40,2,0.566,46,0.434,37027,78031,78228,33863,1,1
Rangpur,Rangpur,Badarganj,rangpur|badarganj,52,52,48,31,1,1,0,0,0.0208,47,0.9792,12285,34397,39443,33680,1,1
Dhaka,Shariatpur,Bhedarganj,shariatpur|bhedarganj,70,70,60,47,2,2,0,0,0.0333,58,0.9667,16631,34699,35509,33542,1,1
Khulna,Satkhira,Assasuni,satkhira|assasuni,72,72,67,49,1,0,1,0,0.0149,66,0.9851,17196,34034,34890,33526,1,1
Rangpur,Thakurgaon,Baliadangi,thakurgaon|baliadangi,40,40,38,23,1,1,0,0,0.0263,37,0.9737,12117,34406,35570,33501,1,1
Dhaka,Gopalganj,Muksudpur,gopalganj|muksudpur,97,97,82,40,5,4,1,0,0.061,77,0.939,10916,35456,39540,33294,1,1
Dhaka,Kishoreganj,Hossainpur,kishoreganj|hossainpur,37,37,30,33,1,1,0,0,0.0333,29,0.9667,15136,34400,35178,33253,1,1
Rangpur,Dinajpur,Fulbari,dinajpur|fulbari,50,50,38,45,3,2,0,1,0.0789,35,0.9211,13124,35810,38102,32983,1,1
Rajshahi,Bogura,Sariakandi,bogura|sariakandi,56,56,49,51,1,1,0,0,0.0204,48,0.9796,21687,33570,34157,32885,1,1
Khulna,Narail,Lohagara,narail|lohagara,89,89,69,59,2,1,0,1,0.029,67,0.971,14819,33850,37192,32869,1,1
Dhaka,Narsingdi,Palash,narsingdi|palash,46,46,28,38,1,1,0,0,0.0357,27,0.9643,23406,34074,34074,32857,1,1
Dhaka,Tangail,Sakhipur,tangail|sakhipur,98,98,57,77,3,1,2,0,0.0526,54,0.9474,18428,34665,35053,32841,1,1
