division_name,district_name,upazila_name,shape_id,join_key,road_segments,road_segments_with_length,road_segments_with_surface,total_road_km,classified_surface_km,paved_km,unpaved_km,unknown_surface_km,osm_surface_km,ml_surface_km,classified_surface_share,classified_paved_share,classified_unpaved_share
Chittagong,Chittagong,Bayejid Bostami,5055444B75251324769772,chattogram|bayejid bostami,2084,2058,33,560.139,80.988,79.916,1.072,479.151,80.988,47.066,0.1446,0.9868,0.0132
Sylhet,Sylhet,Beani Bazar,5055444B74522241895423,sylhet|beanibazar,2172,2168,1230,1189.701,827.892,65.675,762.217,361.809,825.961,27.221,0.6959,0.0793,0.9207
Chittagong,Noakhali,Begumganj,5055444B21927885992688,noakhali|begumganj,1553,1545,115,769.354,111.138,109.582,1.556,658.216,108.092,3.046,0.1445,0.986,0.014
Dhaka,Narsingdi,Belabo,5055444B29598599915126,narsingdi|belabo,468,467,129,315.224,141.983,139.016,2.967,173.241,134.319,82.025,0.4504,0.9791,0.0209
Chittagong,Rangamati,Belai Chhari,5055444B29897435624834,rangamati|belai chhari,52,52,0,67.357,0.0,0.0,0.0,67.357,0.0,0.0,0.0,,
Rajshani,Sirajganj,Belkuchi,5055444B61751715276638,sirajganj|belkuchi,751,748,32,556.277,85.906,60.16,25.746,470.371,0.0,85.906,0.1544,0.7003,0.2997
Rajshani,Pabna,Bera,5055444B90956087424891,pabna|bera,595,595,48,466.463,83.105,81.735,1.37,383.358,83.105,0.0,0.1782,0.9835,0.0165
Barisal,Barguna,Betagi,5055444B49366988279383,barguna|betagi,20,20,2,33.218,5.056,5.056,0.0,28.162,5.056,1.874,0.1522,1.0,0.0
Dhaka,Kishoreganj,Bhairab,5055444B14711722116105,kishoreganj|bhairab,296,291,60,181.715,40.768,40.768,0.0,140.947,34.352,16.786,0.2244,1.0,0.0
Mymensingh,Mymensingh,Bhaluka,5055444B10360406555635,mymensingh|bhaluka,453,429,70,791.93,396.237,289.925,106.312,395.693,224.842,394.821,0.5003,0.7317,0.2683
Barisal,Pirojpur,Bhandaria,5055444B55847146222236,pirojpur|bhandaria,540,540,71,543.46,85.612,85.612,0.0,457.848,85.612,0.0,0.1575,1.0,0.0
Dhaka,Faridpur,Bhanga,5055444B5119414311829,faridpur|bhanga,191,191,75,233.373,155.862,155.812,0.05,77.511,28.995,141.364,0.6679,0.9997,0.0003
Rajshani,Pabna,Bhangura,5055444B89119170954251,pabna|bhangura,77,77,1,82.04,1.189,1.189,0.0,80.851,1.189,0.0,0.0145,1.0,0.0
Dhaka,Shariatpur,Bhedarganj,5055444B15524173324977,shariatpur|bhedarganj,204,197,31,225.431,84.585,74.711,9.874,140.846,84.585,0.0,0.3752,0.8833,0.1167
Khulna,Kushtia,Bheramara,5055444B14686967042049,kushtia|bheramara,728,728,144,382.769,142.381,141.069,1.312,240.388,142.381,0.0,0.372,0.9908,0.0092
Barisal,Bhola,Bhola Sadar,5055444B7097225858324,bhola|bhola sadar,1136,1136,69,570.941,126.525,123.031,3.494,444.416,109.739,105.771,0.2216,0.9724,0.0276
Rajshani,Nawabganj,Bholahat,5055444B5224825785279,chapainawabganj|bholahat,545,545,36,305.208,17.598,0.0,17.598,287.61,17.598,0.0,0.0577,0.0,1.0
Dhaka,Tangail,Bhuapur,5055444B16297383305925,tangail|bhuapur,174,174,32,154.141,51.477,50.044,1.433,102.664,48.055,18.854,0.334,0.9722,0.0278
Rangpur,Kurigram,Bhurungamari,5055444B87531326935884,kurigram|bhurungamari,4201,4190,16,1334.799,47.284,46.311,0.973,1287.515,47.284,0.0,0.0354,0.9794,0.0206
Chittagong,Brahamanbaria,Bijoynagar,5055444B37995463425931,brahmanbaria|bijoynagar,407,407,27,271.693,28.605,28.605,0.0,243.088,21.553,28.393,0.1053,1.0,0.0
Dhaka,Dhaka,Biman Bandar,5055444B57714745100095,dhaka|biman bandar,478,472,158,102.334,54.43,48.504,5.926,47.904,19.472,43.218,0.5319,0.8911,0.1089
Rangpur,Dinajpur,Biral,5055444B78948578275311,dinajpur|biral,3136,3136,184,1403.145,111.469,0.0,111.469,1291.676,111.469,0.0,0.0794,0.0,1.0
Rangpur,Dinajpur,Birampur,5055444B79507658875525,dinajpur|birampur,3199,3199,857,971.604,232.878,49.126,183.752,738.726,168.454,70.08,0.2397,0.211,0.789
Rangpur,Dinajpur,Birganj,5055444B22722799866654,dinajpur|birganj,4116,4116,626,1682.354,415.478,30.047,385.431,1266.876,412.49,2.988,0.247,0.0723,0.9277
Sylhet,Sunamganj,Bishwambarpur,5055444B29430612429174,sunamganj|bishwambarpur,1259,1259,111,661.263,116.461,0.284,116.177,544.802,116.461,0.0,0.1761,0.0024,0.9976
Sylhet,Sylhet,Bishwanath,5055444B7917442502790,sylhet|bishwanath,1884,1883,924,1037.681,656.005,42.267,613.738,381.676,656.005,0.0,0.6322,0.0644,0.9356
Rajshani,Rajshahi,Boalia,5055444B84943606791974,rajshahi|boalia,3142,3141,184,592.35,87.642,76.198,11.444,504.708,80.39,34.892,0.148,0.8694,0.1306
Chittagong,Chittagong,Boalkhali,5055444B39554160616851,chattogram|boalkhali,1041,1041,38,318.426,21.846,16.906,4.94,296.58,21.846,0.0,0.0686,0.7739,0.2261
Dhaka,Faridpur,Boalmari,5055444B63302256730709,faridpur|boalmari,132,128,4,196.264,41.187,41.187,0.0,155.077,41.187,0.0,0.2099,1.0,0.0
Rangpur,Dinajpur,Bochaganj,5055444B39806235806178,dinajpur|bochaganj,2158,2158,95,904.939,34.331,0.03,34.301,870.608,34.331,0.0,0.0379,0.0009,0.9991
Rangpur,Panchagarh,Boda,5055444B728279832924,panchagarh|boda,3698,3695,65,1434.22,143.853,106.49,37.363,1290.367,75.628,93.887,0.1003,0.7403,0.2597
Rajshani,Bogra,Bogra Sadar,5055444B83464339159312,bogura|bogura sadar,2955,2952,152,953.662,118.748,114.568,4.18,834.914,118.748,0.0,0.1245,0.9648,0.0352
Chittagong,Comilla,Brahman Para,5055444B87015491124884,cumilla|brahmanpara,420,419,26,250.412,21.235,17.943,3.292,229.177,19.018,2.217,0.0848,0.845,0.155
Chittagong,Brahamanbaria,Brahmanbaria Sadar,5055444B14183911871917,brahmanbaria|brahmanbaria sadar,1441,1422,90,702.086,93.813,81.481,12.332,608.273,74.02,22.528,0.1336,0.8685,0.1315
Barisal,Bhola,Burhanuddin,5055444B893784701157,bhola|borhanuddin,293,282,8,157.782,23.657,23.657,0.0,134.125,23.657,0.0,0.1499,1.0,0.0
Chittagong,Comilla,Burichang,5055444B51169249412494,cumilla|burichang,1305,1295,21,790.336,201.618,201.618,0.0,588.718,107.862,148.335,0.2551,1.0,0.0
Dhaka,Dhaka,Cantonment,5055444B56407900252664,dhaka|cantonment,1239,1234,366,293.014,128.864,121.17,7.694,164.15,53.424,106.534,0.4398,0.9403,0.0597
Dhaka,Dhaka,Chak Bazar,5055444B82655553221044,dhaka|chak bazar,482,482,304,64.304,42.91,37.722,5.188,21.394,33.23,25.486,0.6673,0.8791,0.1209
Chittagong,Cox's Bazar,Chakaria,5055444B84996258897066,coxs bazar|chakaria,956,956,75,1041.548,200.233,188.715,11.518,841.315,194.738,12.326,0.1922,0.9425,0.0575
Chittagong,Chittagong,Chandanaish,5055444B97657491175799,chattogram|chandanaish,634,634,20,436.127,59.658,59.658,0.0,376.469,59.658,0.0,0.1368,1.0,0.0
Chittagong,Chittagong,Chandgaon,5055444B37030351476694,chattogram|chandgaon,1594,1594,92,370.72,46.918,46.55,0.368,323.802,45.574,1.344,0.1266,0.9922,0.0078
Chittagong,Comilla,Chandina,5055444B69698146690678,cumilla|chandina,2478,2478,98,1698.488,121.55,116.033,5.517,1576.938,119.387,55.242,0.0716,0.9546,0.0454
Chittagong,Chandpur,Chandpur Sadar,5055444B35741244965074,chandpur|chandpur sadar,2763,2761,497,990.181,283.141,275.269,7.872,707.04,283.141,0.0,0.2859,0.9722,0.0278
Dhaka,Faridpur,Char Bhadrasan,5055444B75331922255178,faridpur|char bhadrasan,132,106,0,92.735,0.0,0.0,0.0,92.735,0.0,0.0,0.0,,
Barisal,Bhola,Char Fasson,5055444B66059160751289,bhola|charfession,726,726,83,660.248,81.721,81.102,0.619,578.527,78.567,3.154,0.1238,0.9924,0.0076
Rangpur,Kurigram,Char Rajibpur,5055444B63634660661381,kurigram|rajibpur,952,952,0,389.461,0.0,0.0,0.0,389.461,0.0,0.0,0.0,,
Rajshani,Rajshahi,Charghat,5055444B52811201124670,rajshahi|charghat,169,101,8,192.675,25.15,25.15,0.0,167.525,18.229,6.921,0.1305,1.0,0.0
Chittagong,Noakhali,Chatkhil,5055444B29892543857449,noakhali|chatkhil,134,112,10,166.447,13.954,13.954,0.0,152.493,13.954,0.0,0.0838,1.0,0.0
Rajshani,Pabna,Chatmohar,5055444B40727855162076,pabna|chatmohar,91,91,0,130.767,0.0,0.0,0.0,130.767,0.0,0.0,0.0,,
Chittagong,Comilla,Chauddagram,5055444B9070330767349,cumilla|chauddagram,5134,5122,96,3451.175,1060.363,1048.038,12.325,2390.812,1043.231,1057.221,0.3072,0.9884,0.0116
Khulna,Jessore,Chaugachha,5055444B52558284836839,jashore|chaugacha,1374,1374,28,1066.73,58.886,55.538,3.348,1007.844,41.153,17.733,0.0552,0.9431,0.0569
Rajshani,Sirajganj,Chauhali,5055444B20988672766215,sirajganj|chauhali,188,188,4,174.388,1.958,1.958,0.0,172.43,1.958,0.0,0.0112,1.0,0.0
Chittagong,Feni,Chhagalnaiya,5055444B26511265806420,feni|chhagalnaiya,207,106,14,115.82,29.246,29.246,0.0,86.574,29.246,0.0,0.2525,1.0,0.0
Sylhet,Sunamganj,Chhatak,5055444B94988032496724,sunamganj|chhatak,6489,6489,162,1959.343,114.567,33.886,80.681,1844.776,111.788,6.155,0.0585,0.2958,0.7042
Rangpur,Kurigram,Chilmari,5055444B31518469261205,kurigram|chilmari,831,830,18,335.485,14.243,5.44,8.803,321.242,11.369,2.874,0.0425,0.3819,0.6181
Rangpur,Dinajpur,Chirirbandar,5055444B51943841593923,dinajpur|chirirbandar,5072,5072,624,1537.248,372.178,46.017,326.161,1165.07,367.53,18.679,0.2421,0.1236,0.8764
Khulna,Bagerhat,Chitalmari,5055444B77604595910958,bagerhat|chitalmari,83,80,6,167.633,15.292,15.292,0.0,152.341,15.292,0.0,0.0912,1.0,0.0
Chittagong,Chittagong,Chittagong Port,5055444B96751245569599,chattogram|chattogram port,1270,1268,76,277.802,36.714,33.488,3.226,241.088,33.488,5.892,0.1322,0.9121,0.0879
Khulna,Chuadanga,Chuadanga Sadar,5055444B67851108717142,chuadanga|chuadanga sadar,843,821,23,556.612,20.845,19.205,1.64,535.767,9.745,11.59,0.0374,0.9213,0.0787
Sylhet,Habiganj,Chunarughat,5055444B46183445583986,habiganj|chunarughat,293,293,35,267.168,89.09,86.434,2.656,178.078,60.034,30.284,0.3335,0.9702,0.0298
Chittagong,Comilla,Comilla Adarsha Sadar,5055444B48258460974709,cumilla|cumilla adarsha sadar,4455,4426,162,1730.172,132.672,110.361,22.311,1597.5,86.853,62.901,0.0767,0.8318,0.1682
Chittagong,Comilla,Comilla Sadar Dakshin,5055444B83041215814881,cumilla|cumilla sadar dakshin,4684,4655,377,2601.765,348.249,256.545,91.704,2253.516,255.666,217.158,0.1339,0.7367,0.2633
,Noakhali,Companiganj,5055444B56228986539746,noakhali|companiganj,4296,4291,76,1253.009,60.271,35.242,25.029,1192.738,60.271,0.0,0.0481,0.5847,0.4153
Sylhet,Sylhet,Companiganj,5055444B34344695185666,sylhet|companiganj,2213,2155,628,1074.547,358.354,2.559,355.795,716.193,358.354,0.0,0.3335,0.0071,0.9929
Chittagong,Cox's Bazar,Cox's Bazar Sadar,5055444B44088891115489,coxs bazar|coxs bazar sadar,2628,2617,145,1011.807,94.056,72.038,22.018,917.751,90.302,34.156,0.093,0.7659,0.2341
Khulna,Khulna,Dacope,5055444B27282750635430,khulna|dacope,879,855,10,650.372,32.439,25.575,6.864,617.933,26.791,5.648,0.0499,0.7884,0.2116
Chittagong,Feni,Daganbhuiyan,5055444B99414305730014,feni|daganbhuiyan,1227,1177,136,477.651,91.482,48.443,43.039,386.169,82.946,15.45,0.1915,0.5295,0.4705
Sylhet,Sunamganj,Dakshin Sunamganj,5055444B18079460407879,sunamganj|shantiganj,1640,1640,107,843.647,54.949,32.859,22.09,788.698,54.623,25.544,0.0651,0.598,0.402
Sylhet,Sylhet,Dakshin Surma,5055444B91315333896705,sylhet|dakshin surma,2993,2992,1491,1442.301,954.049,117.366,836.683,488.252,946.353,100.28,0.6615,0.123,0.877
Dhaka,Dhaka,Dakshinkhan,5055444B54932712585204,dhaka|dakshinkhan,823,822,76,155.518,34.586,22.424,12.162,120.932,13.632,25.486,0.2224,0.6484,0.3516
Dhaka,Shariatpur,Damudya,5055444B78904096490349,shariatpur|damudya,266,266,0,121.147,0.0,0.0,0.0,121.147,0.0,0.0,0.0,,
Khulna,Chuadanga,Damurhuda,5055444B42162342633446,chuadanga|damurhuda,720,683,0,624.211,0.0,0.0,0.0,624.211,0.0,0.0,0.0,,
Dhaka,Dhaka,Darus Salam,5055444B58026692506241,dhaka|darus salam,801,794,84,89.278,23.776,22.936,0.84,65.502,5.766,22.836,0.2663,0.9647,0.0353
Barisal,Patuakhali,Dashmina,5055444B84377812112263,patuakhali|dashmina,189,181,8,171.067,13.676,11.474,2.202,157.391,13.676,0.0,0.0799,0.839,0.161
Chittagong,Comilla,Daudkandi,5055444B33374130329407,cumilla|daudkandi,2225,2210,83,1311.739,228.312,217.017,11.295,1083.427,188.802,222.33,0.1741,0.9505,0.0495
Barisal,Bhola,Daulatkhan,5055444B15230519967712,bhola|daulatkhan,667,667,49,273.476,57.998,57.998,0.0,215.478,57.998,0.0,0.2121,1.0,0.0
Dhaka,Manikganj,Daulatpur,5055444B23473824839920,manikganj|daulatpur,117,117,3,144.733,19.369,19.369,0.0,125.364,17.013,19.369,0.1338,1.0,0.0
Khulna,Khulna,Daulatpur,5055444B46757628050002,khulna|daulatpur,814,814,28,211.735,24.612,13.11,11.502,187.123,21.71,15.44,0.1162,0.5327,0.4673
Khulna,Kushtia,Daulatpur,5055444B53912976326946,kushtia|daulatpur,898,896,10,960.705,29.131,25.094,4.037,931.574,29.131,0.0,0.0303,0.8614,0.1386
Khulna,Satkhira,Debhata,5055444B7317208084306,satkhira|debhata,365,365,36,330.006,159.253,136.239,23.014,170.753,48.907,155.998,0.4826,0.8555,0.1445
Chittagong,Comilla,Debidwar,5055444B86934116157766,cumilla|debidwar,2960,2958,69,1957.55,113.103,112.545,0.558,1844.447,106.998,46.299,0.0578,0.9951,0.0049
Rangpur,Panchagarh,Debiganj,5055444B68978005941657,panchagarh|debiganj,4638,4638,35,1436.01,30.567,14.863,15.704,1405.443,17.382,13.185,0.0213,0.4862,0.5138
Dhaka,Tangail,Delduar,5055444B15353027914244,tangail|delduar,124,124,0,251.596,0.0,0.0,0.0,251.596,0.0,0.0,0.0,,
Dhaka,Dhaka,Demra,5055444B14528909504793,dhaka|demra,1895,1894,248,387.314,139.948,85.894,54.054,247.366,45.068,126.046,0.3613,0.6138,0.3862
Sylhet,Sunamganj,Derai,5055444B19243019661723,sunamganj|derai,1813,1813,44,1183.294,52.457,0.0,52.457,1130.837,52.457,0.0,0.0443,0.0,1.0
Rangpur,Jamalpur,Dewanganj,5055444B37852279213101,jamalpur|dewanganj,589,537,59,494.397,54.218,25.566,28.652,440.179,54.218,0.0,0.1097,0.4715,0.5285
Rajshani,Naogaon,Dhamoirhat,5055444B49062995436606,naogaon|dhamoirhat,337,337,9,239.98,7.989,7.093,0.896,231.991,7.989,0.0,0.0333,0.8878,0.1122
Dhaka,Dhaka,Dhamrai,5055444B39396107660312,dhaka|dhamrai,2140,2132,96,1135.009,167.871,88.09,79.781,967.138,86.023,142.878,0.1479,0.5247,0.4753
Dhaka,Tangail,Dhanbari,5055444B25808786190602,tangail|dhanbari,281,281,15,331.623,50.657,50.452,0.205,280.966,50.657,0.0,0.1528,0.996,0.004
Dhaka,Dhaka,Dhanmondi,5055444B44526348177341,dhaka|dhanmondi,769,768,350,113.988,90.908,86.414,4.494,23.08,34.158,87.674,0.7975,0.9506,0.0494
Sylhet,Sunamganj,Dharampasha,5055444B99906709627914,sunamganj|dharampasha,5087,5087,1150,1987.752,488.574,0.0,488.574,1499.178,488.574,0.0,0.2458,0.0,1.0
Mymensingh,Mymensingh,Dhobaura,5055444B86250199527476,mymensingh|dhobaura,429,429,40,366.916,20.241,7.94,12.301,346.675,16.279,3.962,0.0552,0.3923,0.6077
Rajshani,Bogra,Dhunat,5055444B75599042311563,bogura|dhunat,387,387,4,250.029,1.104,0.0,1.104,248.925,1.104,0.0,0.0044,0.0,1.0
Rajshani,Bogra,Dhupchanchia,5055444B62446820117735,bogura|dhupchanchia,45,45,6,78.285,10.865,10.865,0.0,67.42,10.865,0.0,0.1388,1.0,0.0
Khulna,Khulna,Dighalia,5055444B20721684317964,khulna|dighalia,295,295,44,222.991,60.773,41.264,19.509,162.218,0.0,60.773,0.2725,0.679,0.321
Chittagong,Khagrachhari,Dighinala,5055444B92856865175572,khagrachari|dighinala,68,52,0,184.192,0.0,0.0,0.0,184.192,0.0,0.0,0.0,,
Rangpur,Nilphamari,Dimla,5055444B48556909875029,nilphamari|dimla,1457,1457,32,829.358,88.985,83.062,5.923,740.373,56.276,58.076,0.1073,0.9334,0.0666
Rangpur,Dinajpur,Dinajpur Sadar,5055444B62353958062010,dinajpur|dinajpur sadar,7004,7003,1364,2076.105,580.822,71.371,509.451,1495.283,579.968,0.854,0.2798,0.1229,0.8771
