division_name,district_name,upazila_name,join_key,registry_records,active_facilities,active_clinical_facilities,coordinate_facilities,osm_health,osm_hospital,osm_clinic,osm_doctors,osm_to_active_clinical_ratio,registry_minus_osm_clinical,registry_gap_share,buildings_nearest_1km_p85,buildings_nearest_3km_p85,buildings_nearest_5km_p85,underobserved_buildings_3km_p85_proxy,has_open_buildings_denominator,has_osm_boundary_match,total_road_km,classified_surface_km,paved_km,unpaved_km,unknown_surface_km,classified_surface_share,classified_paved_share,classified_unpaved_share,has_road_context,has_surface_context,road_context_score
Rangpur,Thakurgaon,Thakurgaon Sadar,thakurgaon|thakurgaon sadar,191,191,149,140,8,7,1,0,0.0537,141,0.9463,43408,89658,95273,84844,1,1,2102.813,145.162,128.738,16.424,1957.651,0.069,0.8869,0.1131,1,0,
Khulna,Jashore,Jashore Sadar,jashore|jashore sadar,222,222,158,167,25,20,4,1,0.1582,133,0.8418,62066,99878,99923,84075,1,1,2478.059,220.982,220.982,0.0,2257.077,0.0892,1.0,0.0,1,0,
Mymensingh,Mymensingh,Mymensingh Sadar,mymensingh|mymensingh sadar,303,303,188,262,43,41,2,0,0.2287,145,0.7713,54161,108045,113893,83333,1,1,1796.692,175.986,141.182,34.804,1620.706,0.098,0.8022,0.1978,1,0,
Chattogram,Chattogram,Fatikchari,chattogram|fatikchari,116,116,90,91,5,5,0,0,0.0556,85,0.9444,43649,87883,92836,83001,1,1,1713.592,160.763,156.346,4.417,1552.829,0.0938,0.9725,0.0275,1,0,
Khulna,Khulna,Dumuria,khulna|dumuria,93,93,76,78,4,2,2,0,0.0526,72,0.9474,43940,85955,87974,81431,1,1,621.579,116.747,110.181,6.566,504.832,0.1878,0.9438,0.0562,1,1,86007
Khulna,Chuadanga,Damurhuda,chuadanga|damurhuda,79,79,57,62,1,1,0,0,0.0175,56,0.9825,35415,80651,89957,79236,1,1,624.211,0.0,0.0,0.0,624.211,0.0,,,1,0,
Chattogram,Brahmanbaria,Brahmanbaria Sadar,brahmanbaria|brahmanbaria sadar,233,233,137,197,2,2,0,0,0.0146,135,0.9854,44227,76699,77831,75579,1,1,702.086,93.813,81.481,12.332,608.273,0.1336,0.8685,0.1315,1,1,85518
Khulna,Jashore,Monirampur,jashore|monirampur,107,107,91,70,1,1,0,0,0.011,90,0.989,30887,73452,73671,72645,1,1,1416.299,98.791,96.128,2.663,1317.508,0.0698,0.973,0.027,1,0,
Dhaka,Narayanganj,Rupganj,narayanganj|rupganj,110,110,84,75,2,2,0,0,0.0238,82,0.9762,49965,74387,74395,72616,1,1,1500.213,203.837,197.536,6.301,1296.376,0.1359,0.9691,0.0309,1,1,74860
Dhaka,Narayanganj,Sonargaon,narayanganj|sonargaon,110,110,79,88,0,0,0,0,0.0,79,1.0,49875,70633,70641,70633,1,1,1187.435,135.032,128.41,6.622,1052.403,0.1137,0.951,0.049,1,1,74094
Rajshahi,Rajshahi,Paba,rajshahi|paba,63,63,53,51,1,0,0,1,0.0189,52,0.9811,35888,70926,73296,69588,1,1,1123.076,82.734,82.112,0.622,1040.342,0.0737,0.9925,0.0075,1,0,
Chattogram,Cumilla,Cumilla Adarsha Sadar,cumilla|cumilla adarsha sadar,287,287,149,261,20,18,2,0,0.1342,129,0.8658,62491,80167,80170,69406,1,1,1730.172,132.672,110.361,22.311,1597.5,0.0767,0.8318,0.1682,1,0,
Rajshahi,Chapainawabganj,Chapainawabganj Sadar,chapainawabganj|chapainawabganj sadar,146,146,97,112,4,2,2,0,0.0412,93,0.9588,42261,72125,74124,69151,1,1,536.737,26.086,24.182,1.904,510.651,0.0486,0.927,0.073,1,0,
Rajshahi,Sirajganj,Shahjadpur,sirajganj|shahjadpur,119,119,94,94,1,0,1,0,0.0106,93,0.9894,28707,69772,76105,69030,1,1,925.997,38.9,38.9,0.0,887.097,0.042,1.0,0.0,1,0,
Khulna,Jhenaidah,Shailkupa,jhenaidah|shailkupa,82,82,70,63,2,2,0,0,0.0286,68,0.9714,32907,70560,70663,68544,1,1,267.237,18.513,18.513,0.0,248.724,0.0693,1.0,0.0,1,0,
Rangpur,Dinajpur,Dinajpur Sadar,dinajpur|dinajpur sadar,163,163,108,131,25,19,4,2,0.2315,83,0.7685,38902,87093,107343,66933,1,1,2076.105,580.822,71.371,509.451,1495.283,0.2798,0.1229,0.8771,1,1,125640
Dhaka,Dhaka,Dhamrai,dhaka|dhamrai,130,130,99,105,6,6,0,0,0.0606,93,0.9394,37752,71122,71845,66812,1,1,1135.009,167.871,88.09,79.781,967.138,0.1479,0.5247,0.4753,1,1,98568
Dhaka,Gazipur,Kapasia,gazipur|kapasia,114,114,86,97,1,1,0,0,0.0116,85,0.9884,37653,67490,67580,66705,1,1,834.075,99.357,93.541,5.816,734.718,0.1191,0.9415,0.0585,1,1,70607
Chattogram,Cumilla,Muradnagar,cumilla|muradnagar,118,118,93,76,7,5,2,0,0.0753,86,0.9247,39486,70558,70813,65247,1,1,2300.632,63.279,54.213,9.066,2237.353,0.0275,0.8567,0.1433,1,0,
Chattogram,Cumilla,Barura,cumilla|barura,90,90,70,68,6,3,3,0,0.0857,64,0.9143,38338,71363,71363,65246,1,1,1015.492,510.653,434.968,75.685,504.839,0.5029,0.8518,0.1482,1,1,74915
Khulna,Jashore,Sharsha,jashore|sharsha,95,95,80,75,0,0,0,0,0.0,80,1.0,31062,64431,65320,64431,1,1,1121.093,51.964,47.537,4.427,1069.129,0.0464,0.9148,0.0852,1,0,
Khulna,Chuadanga,Chuadanga Sadar,chuadanga|chuadanga sadar,101,101,64,84,2,2,0,0,0.0312,62,0.9688,27681,66259,69384,64188,1,1,556.612,20.845,19.205,1.64,535.767,0.0374,0.9213,0.0787,1,0,
Chattogram,Cumilla,Daudkandi,cumilla|daudkandi,153,153,91,134,1,1,0,0,0.011,90,0.989,41259,64650,64834,63940,1,1,1311.739,228.312,217.017,11.295,1083.427,0.1741,0.9505,0.0495,1,1,67105
Rajshahi,Pabna,Santhia,pabna|santhia,88,88,65,75,2,2,0,0,0.0308,63,0.9692,35441,65932,66342,63903,1,1,509.222,200.848,200.848,0.0,308.374,0.3944,1.0,0.0,1,1,63903
Dhaka,Narayanganj,Araihazar,narayanganj|araihazar,92,92,74,71,0,0,0,0,0.0,74,1.0,40014,63684,63684,63684,1,1,716.72,64.244,64.244,0.0,652.476,0.0896,1.0,0.0,1,0,
Rajshahi,Bogura,Bogura Sadar,bogura|bogura sadar,298,298,192,258,57,49,6,2,0.2969,135,0.7031,72296,89737,89737,63096,1,1,953.662,118.748,114.568,4.18,834.914,0.1245,0.9648,0.0352,1,1,65317
Rajshahi,Sirajganj,Royganj,sirajganj|royganj,81,81,67,72,1,1,0,0,0.0149,66,0.9851,22315,63822,70859,62869,1,1,540.679,43.796,33.9,9.896,496.883,0.081,0.774,0.226,1,0,
Khulna,Meherpur,Gangni,meherpur|gangni,84,84,62,65,1,1,0,0,0.0161,61,0.9839,24854,63538,68662,62513,1,1,588.576,57.468,57.468,0.0,531.108,0.0976,1.0,0.0,1,0,
Dhaka,Tangail,Tangail Sadar,tangail|tangail sadar,233,233,146,189,55,49,5,1,0.3767,91,0.6233,55331,100081,101072,62379,1,1,445.774,93.348,71.904,21.444,352.426,0.2094,0.7703,0.2297,1,1,76707
Rangpur,Gaibandha,Gobindaganj,gaibandha|gobindaganj,144,144,106,124,11,11,0,0,0.1038,95,0.8962,36753,69353,70133,62156,1,1,517.29,47.28,47.28,0.0,470.01,0.0914,1.0,0.0,1,0,
Rangpur,Thakurgaon,Pirganj,thakurgaon|pirganj,55,55,51,32,0,0,0,0,0.0,51,1.0,17813,61258,70208,61258,1,1,929.246,17.805,0.0,17.805,911.441,0.0192,0.0,1.0,1,0,
Rajshahi,Bogura,Dhunat,bogura|dhunat,75,75,58,58,2,2,0,0,0.0345,56,0.9655,32844,63140,64122,60963,1,1,250.029,1.104,0.0,1.104,248.925,0.0044,0.0,1.0,1,0,
Khulna,Chuadanga,Alamdanga,chuadanga|alamdanga,101,101,81,76,1,1,0,0,0.0123,80,0.9877,32522,61614,64455,60853,1,1,476.325,77.341,64.079,13.262,398.984,0.1624,0.8285,0.1715,1,1,71289
Rangpur,Dinajpur,Parbatipur,dinajpur|parbatipur,77,77,63,61,0,0,0,0,0.0,63,1.0,21098,59965,74360,59965,1,1,1542.379,83.313,46.048,37.265,1459.066,0.054,0.5527,0.4473,1,0,
Dhaka,Tangail,Nagarpur,tangail|nagarpur,63,63,53,50,3,2,0,1,0.0566,50,0.9434,29616,63203,64629,59625,1,1,223.836,5.611,3.749,1.862,218.225,0.0251,0.6682,0.3318,1,0,
Rajshahi,Sirajganj,Sirajganj Sadar,sirajganj|sirajganj sadar,167,167,110,118,12,9,2,1,0.1091,98,0.8909,27452,65694,75947,58527,1,1,537.545,88.092,80.549,7.543,449.453,0.1639,0.9144,0.0856,1,1,63537
Rajshahi,Pabna,Ishwardi,pabna|ishwardi,100,100,61,87,2,1,0,1,0.0328,59,0.9672,41846,60308,60314,58331,1,1,552.205,174.454,163.412,11.042,377.751,0.3159,0.9367,0.0633,1,1,62023
Khulna,Jashore,Jhikargacha,jashore|jhikargacha,90,90,74,61,3,2,1,0,0.0405,71,0.9595,29420,60553,60921,58098,1,1,1106.192,24.832,24.832,0.0,1081.36,0.0224,1.0,0.0,1,0,
Chattogram,Cumilla,Chauddagram,cumilla|chauddagram,100,100,83,88,10,8,2,0,0.1205,73,0.8795,35984,66011,66011,58058,1,1,3451.175,1060.363,1048.038,12.325,2390.812,0.3072,0.9884,0.0116,1,1,58731
Chattogram,Cumilla,Debidwar,cumilla|debidwar,124,124,92,105,1,1,0,0,0.0109,91,0.9891,36565,58108,60662,57476,1,1,1957.55,113.103,112.545,0.558,1844.447,0.0578,0.9951,0.0049,1,0,
Rajshahi,Naogaon,Manda,naogaon|manda,93,93,75,85,0,0,0,0,0.0,75,1.0,30574,56862,57603,56862,1,1,122.989,33.626,33.626,0.0,89.363,0.2734,1.0,0.0,1,0,
Rajshahi,Sirajganj,Ullahpara,sirajganj|ullahpara,136,136,110,120,8,8,0,0,0.0727,102,0.9273,25734,61315,73659,56856,1,1,637.743,75.163,75.163,0.0,562.58,0.1179,1.0,0.0,1,1,56856
Rangpur,Rangpur,Rangpur Sadar,rangpur|rangpur sadar,334,334,202,265,108,48,59,1,0.5347,94,0.4653,70281,121264,123861,56430,1,1,1872.711,473.517,433.303,40.214,1399.194,0.2529,0.9151,0.0849,1,1,61221
Chattogram,Noakhali,Begumganj,noakhali|begumganj,136,136,100,108,2,2,0,0,0.02,98,0.98,33667,57573,58541,56422,1,1,769.354,111.138,109.582,1.556,658.216,0.1445,0.986,0.014,1,1,57212
Chattogram,Cox's Bazar,Chakaria,coxs bazar|chakaria,113,113,82,76,13,12,1,0,0.1585,69,0.8415,29709,66845,74927,56248,1,1,1041.548,200.233,188.715,11.518,841.315,0.1922,0.9425,0.0575,1,1,59482
Dhaka,Dhaka,Keraniganj,dhaka|keraniganj,137,137,88,108,16,14,2,0,0.1818,72,0.8182,49014,68659,68659,56176,1,1,2238.16,484.836,357.022,127.814,1753.324,0.2166,0.7364,0.2636,1,1,70984
Chattogram,Feni,Feni Sadar,feni|feni sadar,162,162,100,134,12,10,2,0,0.12,88,0.88,42122,63808,63812,56151,1,1,933.904,111.622,106.795,4.827,822.282,0.1195,0.9568,0.0432,1,1,58577
Dhaka,Narsingdi,Roypura,narsingdi|roypura,100,100,86,69,0,0,0,0,0.0,86,1.0,37362,55495,55495,55495,1,1,363.863,60.219,52.931,7.288,303.644,0.1655,0.879,0.121,1,1,62210
Dhaka,Tangail,Ghatail,tangail|ghatail,112,112,86,92,6,6,0,0,0.0698,80,0.9302,27632,59511,59791,55359,1,1,339.511,46.621,46.621,0.0,292.89,0.1373,1.0,0.0,1,0,
Sylhet,Sylhet,Sylhet Sadar,sylhet|sylhet sadar,228,228,137,182,27,21,2,4,0.1971,110,0.8029,41184,68056,70979,54644,1,1,2508.556,906.756,222.315,684.441,1601.8,0.3615,0.2452,0.7548,1,1,95889
Rangpur,Nilphamari,Jaldhaka,nilphamari|jaldhaka,80,80,68,62,0,0,0,0,0.0,68,1.0,16917,54520,67650,54520,1,1,574.994,30.486,29.457,1.029,544.508,0.053,0.9662,0.0338,1,0,
Mymensingh,Mymensingh,Fulbaria,mymensingh|fulbaria,91,91,69,71,1,0,1,0,0.0145,68,0.9855,21420,54977,56486,54180,1,1,723.197,7.75,0.0,7.75,715.447,0.0107,0.0,1.0,1,0,
Khulna,Jashore,Chaugacha,jashore|chaugacha,73,73,62,54,5,3,2,0,0.0806,57,0.9194,27932,58806,59351,54064,1,1,1066.73,58.886,55.538,3.348,1007.844,0.0552,0.9431,0.0569,1,0,
Khulna,Jhenaidah,Maheshpur,jhenaidah|maheshpur,74,74,67,53,1,0,1,0,0.0149,66,0.9851,22738,54561,57389,53747,1,1,688.183,135.49,128.259,7.231,552.693,0.1969,0.9466,0.0534,1,1,56617
Mymensingh,Netrakona,Netrokona Sadar,netrakona|netrakona sadar,127,127,81,101,15,2,13,0,0.1852,66,0.8148,29574,65829,73793,53638,1,1,1495.872,99.025,86.103,12.922,1396.847,0.0662,0.8695,0.1305,1,0,
Rangpur,Thakurgaon,Ranisankail,thakurgaon|ranisankail,51,51,46,33,2,2,0,0,0.0435,44,0.9565,21474,56072,57658,53634,1,1,298.192,150.432,129.304,21.128,147.76,0.5045,0.8596,0.1404,1,1,61164
Chattogram,Lakshmipur,Lakshmipur Sadar,lakshmipur|lakshmipur sadar,215,215,132,187,3,3,0,0,0.0227,129,0.9773,30486,54754,55984,53510,1,1,652.139,167.79,167.344,0.446,484.349,0.2573,0.9973,0.0027,1,1,53654
Dhaka,Gazipur,Sreepur,gazipur|sreepur,166,166,111,141,15,13,1,1,0.1351,96,0.8649,34894,61289,61552,53007,1,1,968.856,200.202,197.937,2.265,768.654,0.2066,0.9887,0.0113,1,1,53606
Chattogram,Brahmanbaria,Kasba,brahmanbaria|kasba,108,108,61,86,0,0,0,0,0.0,61,1.0,29061,52952,54242,52952,1,1,431.042,38.962,38.805,0.157,392.08,0.0904,0.996,0.004,1,0,
Dhaka,Faridpur,Faridpur Sadar,faridpur|faridpur sadar,231,231,126,191,14,14,0,0,0.1111,112,0.8889,29219,59386,62880,52788,1,1,608.962,136.7,136.7,0.0,472.262,0.2245,1.0,0.0,1,1,52788
Rangpur,Panchagarh,Debiganj,panchagarh|debiganj,53,53,49,40,4,3,0,1,0.0816,45,0.9184,20107,57336,67780,52656,1,1,1436.01,30.567,14.863,15.704,1405.443,0.0213,0.4862,0.5138,1,0,
Dhaka,Tangail,Madhupur,tangail|madhupur,86,86,55,59,7,7,0,0,0.1273,48,0.8727,23468,59854,61680,52236,1,1,733.776,136.98,112.96,24.02,596.796,0.1867,0.8246,0.1754,1,1,61398
Dhaka,Gopalganj,Gopalganj Sadar,gopalganj|gopalganj sadar,178,178,123,104,5,5,0,0,0.0407,118,0.9593,24021,54406,60654,52194,1,1,430.5,118.198,95.205,22.993,312.302,0.2746,0.8055,0.1945,1,1,62346
Khulna,Kushtia,Mirpur,kushtia|mirpur,71,71,61,53,0,0,0,0,0.0,61,1.0,20797,51769,57303,51769,1,1,838.812,93.618,93.197,0.421,745.194,0.1116,0.9955,0.0045,1,1,52002
Chattogram,Cumilla,Nangalkot,cumilla|nangalkot,81,81,72,68,2,1,1,0,0.0278,70,0.9722,34314,53191,53191,51713,1,1,827.807,23.713,23.713,0.0,804.094,0.0286,1.0,0.0,1,0,
Rajshahi,Bogura,Shibganj,bogura|shibganj,99,99,79,81,5,5,0,0,0.0633,74,0.9367,31310,54869,54869,51396,1,1,243.034,75.41,60.687,14.723,167.624,0.3103,0.8048,0.1952,1,1,61428
Dhaka,Tangail,Mirzapur,tangail|mirzapur,135,135,95,97,11,10,1,0,0.1158,84,0.8842,31119,57745,57766,51059,1,1,1297.668,129.428,95.08,34.348,1168.24,0.0997,0.7346,0.2654,1,0,
Rangpur,Kurigram,Nageshwari,kurigram|nageshwari,98,98,76,78,1,1,0,0,0.0132,75,0.9868,18016,51738,59623,51057,1,1,2349.339,134.478,4.025,130.453,2214.861,0.0572,0.0299,0.9701,1,0,
Chattogram,Chattogram,Patiya,chattogram|patiya,100,100,82,83,4,4,0,0,0.0488,78,0.9512,40568,53423,53671,50817,1,1,1491.937,168.76,77.572,91.188,1323.177,0.1131,0.4597,0.5403,1,1,78273
Barishal,Barishal,Barishal Sadar,barishal|barishal sadar,266,266,127,198,19,15,4,0,0.1496,108,0.8504,40696,59281,60455,50412,1,1,1580.291,326.106,306.05,20.056,1254.185,0.2064,0.9385,0.0615,1,1,53512
Dhaka,Tangail,Kalihati,tangail|kalihati,107,107,82,88,14,14,0,0,0.1707,68,0.8293,35153,60225,60502,49943,1,1,402.227,167.494,165.974,1.52,234.733,0.4164,0.9909,0.0091,1,1,50397
Chattogram,Chandpur,Matlab Uttar,chandpur|matlab uttar,81,81,69,67,0,0,0,0,0.0,69,1.0,29757,49830,51010,49830,1,1,754.851,6.329,0.0,6.329,748.522,0.0084,0.0,1.0,1,0,
Mymensingh,Mymensingh,Muktagacha,mymensingh|muktagacha,76,76,61,65,10,10,0,0,0.1639,51,0.8361,29343,59452,61067,49706,1,1,590.216,55.703,55.703,0.0,534.513,0.0944,1.0,0.0,1,0,
Rajshahi,Naogaon,Niamatpur,naogaon|niamatpur,63,63,52,53,1,1,0,0,0.0192,51,0.9808,15817,50514,52069,49543,1,1,192.99,15.468,12.371,3.097,177.522,0.0801,0.7998,0.2002,1,0,
Chattogram,Chattogram,Hathazari,chattogram|hathazari,86,86,64,63,12,8,2,2,0.1875,52,0.8125,36896,60276,60459,48974,1,1,1053.241,89.052,66.31,22.742,964.189,0.0846,0.7446,0.2554,1,0,
Chattogram,Cumilla,Chandina,cumilla|chandina,108,108,71,81,2,2,0,0,0.0282,69,0.9718,26317,50388,51239,48969,1,1,1698.488,121.55,116.033,5.517,1576.938,0.0716,0.9546,0.0454,1,0,
Dhaka,Gazipur,Kaliganj,gazipur|kaliganj,94,94,70,68,0,0,0,0,0.0,70,1.0,29800,48259,48259,48259,1,1,757.878,69.968,69.968,0.0,687.91,0.0923,1.0,0.0,1,0,
Dhaka,Munshiganj,Serajdikhan,munshiganj|serajdikhan,113,113,81,78,10,8,1,1,0.1235,71,0.8765,30063,55037,55320,48242,1,1,484.2,80.414,65.508,14.906,403.786,0.1661,0.8146,0.1854,1,1,57186
Sylhet,Habiganj,Chunarughat,habiganj|chunarughat,57,57,47,38,1,1,0,0,0.0213,46,0.9787,15633,49140,57183,48094,1,1,267.168,89.09,86.434,2.656,178.078,0.3335,0.9702,0.0298,1,1,49527
Rajshahi,Naogaon,Naogaon Sadar,naogaon|naogaon sadar,154,154,105,129,23,11,12,0,0.219,82,0.781,39148,60943,61147,47594,1,1,360.55,95.793,94.167,1.626,264.757,0.2657,0.983,0.017,1,1,48403
Mymensingh,Sherpur,Sherpur Sadar,sherpur|sherpur sadar,196,196,120,121,29,28,0,1,0.2417,91,0.7583,32906,62757,64787,47591,1,1,596.545,86.581,77.478,9.103,509.964,0.1451,0.8949,0.1051,1,1,52593
Chattogram,Brahmanbaria,Banchharampur,brahmanbaria|banchharampur,61,61,51,39,1,1,0,0,0.0196,50,0.9804,22171,47635,47785,46701,1,1,479.173,0.0,0.0,0.0,479.173,0.0,,,1,0,
Khulna,Kushtia,Bheramara,kushtia|bheramara,71,71,45,65,0,0,0,0,0.0,45,1.0,14456,46457,52804,46457,1,1,382.769,142.381,141.069,1.312,240.388,0.372,0.9908,0.0092,1,1,46884
Dhaka,Narsingdi,Shibpur,narsingdi|shibpur,70,70,57,56,1,1,0,0,0.0175,56,0.9825,29850,47190,47190,46362,1,1,530.666,185.781,168.962,16.819,344.885,0.3501,0.9095,0.0905,1,1,50558
Khulna,Khulna,Paikgacha,khulna|paikgacha,97,97,72,81,5,2,3,0,0.0694,67,0.9306,25063,49783,51547,46326,1,1,514.184,5.622,1.312,4.31,508.562,0.0109,0.2334,0.7666,1,0,
Barishal,Patuakhali,Kalapara,patuakhali|kalapara,85,85,58,70,1,1,0,0,0.0172,57,0.9828,21733,46878,47876,46070,1,1,1239.253,90.298,79.623,10.675,1148.955,0.0729,0.8818,0.1182,1,0,
Dhaka,Kishoreganj,Kishoreganj Sadar,kishoreganj|kishoreganj sadar,143,143,82,104,11,2,9,0,0.1341,71,0.8659,30355,53187,54652,46052,1,1,837.877,78.83,77.048,1.782,759.047,0.0941,0.9774,0.0226,1,0,
Rangpur,Nilphamari,Domar,nilphamari|domar,61,61,49,46,2,2,0,0,0.0408,47,0.9592,18212,47915,51206,45959,1,1,999.347,43.579,10.73,32.849,955.768,0.0436,0.2462,0.7538,1,0,
Chattogram,Chattogram,Rangunia,chattogram|rangunia,73,73,59,51,1,1,0,0,0.0169,58,0.9831,30301,46616,46672,45826,1,1,650.772,9.568,6.071,3.497,641.204,0.0147,0.6345,0.3655,1,0,
Khulna,Jhenaidah,Jhenaidah Sadar,jhenaidah|jhenaidah sadar,145,145,94,117,8,6,1,1,0.0851,86,0.9149,29932,49728,50186,45496,1,1,1044.756,412.031,407.13,4.901,632.725,0.3944,0.9881,0.0119,1,1,46037
Rajshahi,Rajshahi,Puthia,rajshahi|puthia,77,77,53,68,1,0,1,0,0.0189,52,0.9811,25574,46289,47120,45416,1,1,161.09,42.049,42.025,0.024,119.041,0.261,0.9994,0.0006,1,0,
Khulna,Magura,Magura Sadar,magura|magura sadar,156,156,110,123,8,1,7,0,0.0727,102,0.9273,22378,48924,49764,45366,1,1,937.182,154.168,153.64,0.528,783.014,0.1645,0.9966,0.0034,1,1,45520
Khulna,Jashore,Keshabpur,jashore|keshabpur,75,75,57,64,1,1,0,0,0.0175,56,0.9825,23808,45728,46272,44926,1,1,859.682,24.799,24.799,0.0,834.883,0.0288,1.0,0.0,1,0,
Rajshahi,Joypurhat,Joypurhat Sadar,joypurhat|joypurhat sadar,105,105,71,90,2,1,1,0,0.0282,69,0.9718,27242,46218,47151,44916,1,1,358.278,61.146,60.328,0.818,297.132,0.1707,0.9866,0.0134,1,1,45518
Mymensingh,Jamalpur,Melandaha,jamalpur|melandaha,78,78,67,60,1,1,0,0,0.0149,66,0.9851,24556,45596,46253,44915,1,1,1152.086,93.903,16.928,76.975,1058.183,0.0815,0.1803,0.8197,1,0,
Dhaka,Gazipur,Kaliakair,gazipur|kaliakair,99,99,80,79,15,15,0,0,0.1875,65,0.8125,29962,55051,55051,44729,1,1,786.642,127.786,124.258,3.528,658.856,0.1624,0.9724,0.0276,1,1,45964
Khulna,Kushtia,Daulatpur,kushtia|daulatpur,120,120,103,82,1,1,0,0,0.0097,102,0.9903,15205,45016,56869,44579,1,1,960.705,29.131,25.094,4.037,931.574,0.0303,0.8614,0.1386,1,0,
Rajshahi,Natore,Singra,natore|singra,84,84,72,71,5,4,1,0,0.0694,67,0.9306,23092,47885,48727,44560,1,1,382.407,57.518,54.306,3.212,324.889,0.1504,0.9442,0.0558,1,1,47046
Mymensingh,Netrakona,Kendua,netrakona|kendua,61,61,55,48,1,1,0,0,0.0182,54,0.9818,18755,45334,49259,44510,1,1,940.748,59.533,42.966,16.567,881.215,0.0633,0.7217,0.2783,1,0,
Chattogram,Cumilla,Laksam,cumilla|laksam,92,92,54,72,2,2,0,0,0.037,52,0.963,24854,46219,46219,44507,1,1,493.817,92.984,92.984,0.0,400.833,0.1883,1.0,0.0,1,1,44507
Rajshahi,Bogura,Gabtali,bogura|gabtali,64,64,60,47,1,1,0,0,0.0167,59,0.9833,25378,44518,44519,43776,1,1,283.193,0.0,0.0,0.0,283.193,0.0,,,1,0,
Chattogram,Cumilla,Burichang,cumilla|burichang,74,74,57,66,2,2,0,0,0.0351,55,0.9649,28121,45313,45662,43723,1,1,790.336,201.618,201.618,0.0,588.718,0.2551,1.0,0.0,1,1,43723
Rangpur,Dinajpur,Birganj,dinajpur|birganj,66,66,57,51,4,4,0,0,0.0702,53,0.9298,11288,46576,65887,43308,1,1,1682.354,415.478,30.047,385.431,1266.876,0.247,0.0723,0.9277,1,1,83485
Rangpur,Lalmonirhat,Lalmonirhat Sadar,lalmonirhat|lalmonirhat sadar,90,90,70,71,1,1,0,0,0.0143,69,0.9857,21222,43771,46999,43146,1,1,739.496,24.722,21.287,3.435,714.774,0.0334,0.8611,0.1389,1,0,
Chattogram,Chandpur,Chandpur Sadar,chandpur|chandpur sadar,181,181,101,132,1,1,0,0,0.0099,100,0.9901,28983,43515,43560,43084,1,1,990.181,283.141,275.269,7.872,707.04,0.2859,0.9722,0.0278,1,1,44282
