division_name_geo,district_name_geo,upazila_name_geo,shape_id,join_key,osm_health,osm_hospital,osm_clinic,osm_doctors
Chittagong,Chittagong,Boalkhali,5055444B39554160616851,chattogram|boalkhali,4,3,1,0
Chittagong,Chittagong,Lohagara,5055444B32629504836566,chattogram|lohagara,4,4,0,0
Chittagong,Chittagong,Pahartali,5055444B18185339389693,chattogram|pahartali,4,2,2,0
Chittagong,Chittagong,Patiya,5055444B19774112487674,chattogram|patiya,4,4,0,0
Chittagong,Comilla,Comilla Sadar Dakshin,5055444B83041215814881,cumilla|cumilla sadar dakshin,4,4,0,0
Chittagong,Noakhali,Hatiya,5055444B26590135153615,noakhali|hatiya,4,1,3,0
Dhaka,Dhaka,Darus Salam,5055444B58026692506241,dhaka|darus salam,4,4,0,0
Dhaka,Dhaka,Kamrangir Char,5055444B25875561692739,dhaka|kamrangir char,4,2,2,0
Dhaka,Dhaka,Turag,5055444B30733148378014,dhaka|turag,4,2,1,1
Dhaka,Kishoreganj,Bhairab,5055444B14711722116105,kishoreganj|bhairab,4,4,0,0
Dhaka,Manikganj,Ghior,5055444B67168337318866,manikganj|ghior,4,4,0,0
Dhaka,Manikganj,Singair,5055444B61145755581844,manikganj|singair,4,4,0,0
Dhaka,Narsingdi,Narsingdi Sadar,5055444B56950685480062,narsingdi|narsingdi sadar,4,4,0,0
Dhaka,Shariatpur,Naria,5055444B74474908989262,shariatpur|naria,4,2,2,0
Khulna,Bagerhat,Fakirhat,5055444B5933683148381,bagerhat|fakirhat,4,1,3,0
Khulna,Khulna,Dumuria,5055444B11044248230769,khulna|dumuria,4,2,2,0
Mymensingh,Sherpur,Nakla,5055444B95271208193973,sherpur|nakla,4,2,1,1
Rajshani,Bogra,Nandigram,5055444B95396653214812,bogura|nandigram,4,4,0,0
Rajshani,Nawabganj,Nawabganj Sadar,5055444B78695242801039,chapainawabganj|chapainawabganj sadar,4,2,2,0
Rajshani,Nawabganj,Shibganj,5055444B62264346581700,chapainawabganj|shibganj,4,2,1,1
Rajshani,Pabna,Pabna Sadar,5055444B21601893255114,pabna|pabna sadar,4,4,0,0
Rajshani,Sirajganj,Belkuchi,5055444B61751715276638,sirajganj|belkuchi,4,3,1,0
Rangpur,Dinajpur,Birganj,5055444B22722799866654,dinajpur|birganj,4,4,0,0
Rangpur,Lalmonirhat,Kaliganj,5055444B80538323098735,lalmonirhat|kaliganj,4,0,4,0
Rangpur,Panchagarh,Debiganj,5055444B68978005941657,panchagarh|debiganj,4,3,0,1
Rangpur,Rangpur,Mitha Pukur,5055444B64460137576377,rangpur|mithapukur,4,3,0,1
Rangpur,Rangpur,Taraganj,5055444B41041723149943,rangpur|taraganj,4,4,0,0
Sylhet,Maulvibazar,Barlekha,5055444B82170766050132,maulvibazar|barlekha,4,4,0,0
Sylhet,Maulvibazar,Sreemangal,5055444B61286165049189,maulvibazar|sreemangal,4,4,0,0
Sylhet,Sunamganj,Derai,5055444B19243019661723,sunamganj|derai,4,1,3,0
Barisal,Barisal,Wazirpur,5055444B71045315974475,barishal|wazirpur,3,1,2,0
Barisal,Patuakhali,Dashmina,5055444B84377812112263,patuakhali|dashmina,3,1,2,0
Chittagong,Bandarban,Naikhongchhari,5055444B3274428108722,bandarban|naikhongchari,3,3,0,0
Chittagong,Brahamanbaria,Ashuganj,5055444B32932838704208,brahmanbaria|ashuganj,3,3,0,0
Chittagong,Chittagong,Satkania,5055444B15331282943417,chattogram|satkania,3,3,0,0
Chittagong,Cox's Bazar,Ramu,5055444B73950402088749,coxs bazar|ramu,3,3,0,0
Chittagong,Cox's Bazar,Teknaf,5055444B37552741338938,coxs bazar|teknaf,3,3,0,0
Chittagong,Lakshmipur,Lakshmipur Sadar,5055444B13201052505859,lakshmipur|lakshmipur sadar,3,3,0,0
Chittagong,Lakshmipur,Roypur,5055444B1613484588697,lakshmipur|raipur,3,3,0,0
Dhaka,Dhaka,Dohar,5055444B89474781080787,dhaka|dohar,3,3,0,0
Dhaka,Dhaka,Shyampur,5055444B82614645252879,dhaka|shyampur,3,2,1,0
Dhaka,Kishoreganj,Mithamain,5055444B44243630461995,kishoreganj|mithamain,3,1,2,0
Dhaka,Madaripur,Shib Char,5055444B86703057545377,madaripur|shibchar,3,2,1,0
Dhaka,Manikganj,Saturia,5055444B13608186326056,manikganj|saturia,3,3,0,0
Dhaka,Munshiganj,Sreenagar,5055444B3417610497527,munshiganj|sreenagar,3,2,0,1
Dhaka,Rajbari,Goalandaghat,5055444B47253162871751,rajbari|goalanda,3,3,0,0
Dhaka,Rajbari,Pangsha,5055444B93889096596285,rajbari|pangsha,3,1,2,0
Dhaka,Shariatpur,Zanjira,5055444B37868983096118,shariatpur|zanjira,3,2,0,1
Dhaka,Tangail,Basail,5055444B21032011714269,tangail|basail,3,1,2,0
Dhaka,Tangail,Delduar,5055444B15353027914244,tangail|delduar,3,3,0,0
Dhaka,Tangail,Nagarpur,5055444B94760569525433,tangail|nagarpur,3,2,0,1
Dhaka,Tangail,Sakhipur,5055444B2662823308468,tangail|sakhipur,3,1,2,0
Khulna,Bagerhat,Kachua,5055444B45763883342001,bagerhat|kachua,3,1,2,0
Khulna,Jessore,Jhikargachha,5055444B85710752222432,jashore|jhikargacha,3,2,1,0
Khulna,Khulna,Rupsa,5055444B36775211946071,khulna|rupsa,3,1,2,0
Khulna,Satkhira,Kaliganj,5055444B41249726663470,satkhira|kaliganj,3,2,1,0
Khulna,Satkhira,Shyamnagar,5055444B91970115546789,satkhira|shyamnagar,3,2,1,0
Khulna,Satkhira,Tala,5055444B51023191617559,satkhira|tala,3,2,1,0
Mymensingh,Jamalpur,Bakshiganj,5055444B53302442828,jamalpur|bakshiganj,3,2,1,0
Mymensingh,Sherpur,Jhenaigati,5055444B69691307586178,sherpur|jhenaigati,3,3,0,0
Rajshani,Naogaon,Dhamoirhat,5055444B49062995436606,naogaon|dhamoirhat,3,3,0,0
Rajshani,Nawabganj,Gomastapur,5055444B89693136712968,chapainawabganj|gomastapur,3,3,0,0
Rajshani,Pabna,Bhangura,5055444B89119170954251,pabna|bhangura,3,2,1,0
Rajshani,Rajshahi,Charghat,5055444B52811201124670,rajshahi|charghat,3,3,0,0
Rajshani,Sirajganj,Tarash,5055444B40057720303666,sirajganj|tarash,3,3,0,0
Rangpur,Dinajpur,Fulbari,5055444B44901139304438,dinajpur|fulbari,3,2,0,1
Rangpur,Gaibandha,Palashbari,5055444B31221494753785,gaibandha|palashbari,3,3,0,0
Rangpur,Nilphamari,Dimla,5055444B48556909875029,nilphamari|dimla,3,3,0,0
Sylhet,Maulvibazar,Kulaura,5055444B34645993170454,maulvibazar|kulaura,3,3,0,0
Sylhet,Sunamganj,Bishwambarpur,5055444B29430612429174,sunamganj|bishwambarpur,3,3,0,0
Sylhet,Sunamganj,Dakshin Sunamganj,5055444B18079460407879,sunamganj|shantiganj,3,3,0,0
Sylhet,Sylhet,Zakiganj,5055444B92630668918235,sylhet|zakiganj,3,2,1,0
Barisal,Jhalokati,Jhalokati Sadar,5055444B65755720973040,jhalokathi|jhalokathi sadar,2,2,0,0
Barisal,Pirojpur,Kawkhali,5055444B7582936934927,pirojpur|kawkhali,2,0,2,0
Chittagong,Bandarban,Lama,5055444B8807227421792,bandarban|lama,2,1,1,0
Chittagong,Bandarban,Thanchi,5055444B32847645930703,bandarban|thanchi,2,2,0,0
Chittagong,Brahamanbaria,Akhaura,5055444B62959054248390,brahmanbaria|akhaura,2,2,0,0
Chittagong,Brahamanbaria,Brahmanbaria Sadar,5055444B14183911871917,brahmanbaria|brahmanbaria sadar,2,2,0,0
Chittagong,Chandpur,Kachua,5055444B26000063371605,chandpur|kachua,2,2,0,0
Chittagong,Chittagong,Bakalia,5055444B62979600608461,chattogram|bakalia,2,1,0,1
Chittagong,Comilla,Burichang,5055444B51169249412494,cumilla|burichang,2,2,0,0
Chittagong,Comilla,Chandina,5055444B69698146690678,cumilla|chandina,2,2,0,0
Chittagong,Comilla,Laksam,5055444B78219247274360,cumilla|laksam,2,2,0,0
Chittagong,Comilla,Nangalkot,5055444B76725439062785,cumilla|nangalkot,2,1,1,0
Chittagong,Cox's Bazar,Kutubdia,5055444B6774293613253,coxs bazar|kutubdia,2,0,0,2
Chittagong,Feni,Daganbhuiyan,5055444B99414305730014,feni|daganbhuiyan,2,2,0,0
Chittagong,Lakshmipur,Ramganj,5055444B57812164143880,lakshmipur|ramganj,2,2,0,0
Chittagong,Noakhali,Begumganj,5055444B21927885992688,noakhali|begumganj,2,2,0,0
Chittagong,Noakhali,Senbagh,5055444B94204865824830,noakhali|senbagh,2,1,1,0
Chittagong,Noakhali,Sonaimuri,5055444B89790535635406,noakhali|sonaimuri,2,2,0,0
Chittagong,Rangamati,Baghai Chhari,5055444B27929495018112,rangamati|baghaichari,2,2,0,0
Chittagong,Rangamati,Rangamati Sadar,5055444B57589177592395,rangamati|rangamati sadar,2,2,0,0
Dhaka,Dhaka,Chak Bazar,5055444B82655553221044,dhaka|chak bazar,2,2,0,0
Dhaka,Dhaka,Dakshinkhan,5055444B54932712585204,dhaka|dakshinkhan,2,2,0,0
Dhaka,Dhaka,Demra,5055444B14528909504793,dhaka|demra,2,2,0,0
Dhaka,Dhaka,Khilkhet,5055444B65231246155988,dhaka|khilkhet,2,2,0,0
Dhaka,Dhaka,Kotwali,5055444B96747808832933,dhaka|kotwali,2,1,1,0
Dhaka,Dhaka,Shah Ali,5055444B88449011386405,dhaka|shah ali,2,1,1,0
Dhaka,Dhaka,Tejgaon Ind. Area,5055444B57500985162038,dhaka|tejgaon ind area,2,2,0,0
Dhaka,Faridpur,Bhanga,5055444B5119414311829,faridpur|bhanga,2,2,0,0
Dhaka,Gopalganj,Kashiani,5055444B44426403332782,gopalganj|kashiani,2,1,1,0
Dhaka,Kishoreganj,Katiadi,5055444B24455875774794,kishoreganj|katiadi,2,2,0,0
Dhaka,Kishoreganj,Kuliar Char,5055444B4949777620192,kishoreganj|kuliarchar,2,2,0,0
Dhaka,Kishoreganj,Pakundia,5055444B2198312346565,kishoreganj|pakundia,2,1,0,1
Dhaka,Manikganj,Daulatpur,5055444B23473824839920,manikganj|daulatpur,2,2,0,0
Dhaka,Munshiganj,Tongibari,5055444B54809057308219,munshiganj|tongibari,2,1,1,0
Dhaka,Narayanganj,Rupganj,5055444B98720015841654,narayanganj|rupganj,2,2,0,0
Dhaka,Narsingdi,Belabo,5055444B29598599915126,narsingdi|belabo,2,1,1,0
Dhaka,Narsingdi,Manohardi,5055444B30201395073710,narsingdi|manohardi,2,2,0,0
Dhaka,Shariatpur,Bhedarganj,5055444B15524173324977,shariatpur|bhedarganj,2,2,0,0
Dhaka,Tangail,Gopalpur,5055444B71793030218448,tangail|gopalpur,2,2,0,0
Khulna,Bagerhat,Rampal,5055444B66391023963948,bagerhat|rampal,2,1,1,0
Khulna,Chuadanga,Chuadanga Sadar,5055444B67851108717142,chuadanga|chuadanga sadar,2,2,0,0
Khulna,Jessore,Bagher Para,5055444B50671922094556,jashore|bagherpara,2,2,0,0
Khulna,Jhenaidah,Kotchandpur,5055444B95278477608214,jhenaidah|kotchandpur,2,2,0,0
Khulna,Jhenaidah,Shailkupa,5055444B71336622802607,jhenaidah|shailkupa,2,2,0,0
Khulna,Khulna,Daulatpur,5055444B46757628050002,khulna|daulatpur,2,0,2,0
Khulna,Khulna,Phultala,5055444B58469671805988,khulna|phultala,2,1,1,0
Khulna,Narail,Lohagara,5055444B42901183691580,narail|lohagara,2,1,0,1
Mymensingh,Jamalpur,Sarishabari,5055444B77410212597117,jamalpur|sarishabari,2,1,1,0
Mymensingh,Mymensingh,Dhobaura,5055444B86250199527476,mymensingh|dhobaura,2,2,0,0
